Name,Address,Telephone
ICTC Construction Company Pvt. Ltd.,"Tripureswor, P.O. Box: 12302, Ktm,","00977-1-42314264231427,,"
KARMA CONSTRUCTION PVT.LTD,"boudha-6,","9851037450,9851037450,"
Khanal Construction,"Kotre Tanahun,","521029,9846034056,"
"Marushin Shitaka Construction Co., Ltd.","Bansbari, P.O. Box: 12028, Ktm,","00977-1-4435788/4435789,+977-9851024235,"
Oriental Construction & Development Co. Ltd. (Sun Rise Home),"Basantapur (H.O),","4241504,,"
Roshan Construction,"Talchikhel, Mahalaxmisthan, Lalitpur Janaki Chowk-4,","+977-1-5529025+977-41-521211,,"
UNIPAVE ENGINEERING PRODUCTS,"Ahraiwadi, Ahmedabad","91-79-2287098422870806,,"
National Structure & Engineering (P) Ltd.,"Lagankhel, P.O. Box: 20157, Ltp,","00977-1-55214055542393,,"
ARATI AND COMPANY,"Maharajgunj,","47210144720109,,"
Astra Constructions (P) Ltd.,"Tripureshwor, P.O. Box: 3293, Ktm,","00977-1-42695254269958,,"
CEMAT CONSULTANTS PVT.LTD.,"Gusingal, Lalitpur","55401885539865,,"
Chitawon Co-E Nepal (P) Ltd.,"Naxal, P.O. Box: 4416, Ktm,","00977-1-443464844346904434825,,"
CHITWAN CONSTRUCTION AND ENGINEERING CO. NEPAL PVT.LTD,"Naxal,","44346904434825,,"
DEVELOPMENT E-FORT NEPAL PVT. LTD.,Lalitpur,"5544086,,"
Discovery Nepa Publication (P) Ltd.,"Kamalpokhari, P.O. Box: 15142 PPC 275,","00977-1-4421900,,"
DriveTech International P. Ltd.,"Bhainsepati,","00977-1-55908109851030080,,"
EMERALD POOLS (A DIVISON OF EKALABYYA ENTERPRISES),"Rajdanga, Kolkata","91-33-241579739830026886,,"
G. M. Construction P. Ltd.,"GPO: 4409, Ktm, Gongabu,","435388442518614227164,,"
Jay Bangala 'D' Company (P) Ltd.,"Battisputali, P.O. Box: 13695, Ktm,","00977-1-44743674462626,,"
JAY BANGALA D COMPANY PVT. LTD.,"Maharajgunj,","47209264474367,,"
Kantipur Construction Service,"Hattigauda, P.O. Box: 8975 EPC 4180,","00977-1-4370168,,"
Microtech M & E Building Services,"Lazimpat, P.O. Box: 2680, Ktm,","00977-1-400050640005074000508,,"
MICROTECH M AND E BUILDING SERVICES,"New Baneshwor,","44732944469392,,"
MULTI DISCIPLINARY CONSULTANTS PVT. LTD.,Lalitpur,"55293045525076,,"
National Estate Builders Co. Pvt. Ltd.,"Putalisadak, P.O. Box: 21486, Ktm,","00977-1-4425335,,"
National Estate Builders Co. (P) Ltd.,"GPO: 21486, Ktm, Putali Sadak,","4425335,,"
NEW TECHNICAL WATER PROOFING SERVICE AND REHABILITATION PVT. LTD.,"Kupandole, Lalitpur","55452425538655,,"
Oriental Construction & Development Co. Ltd.,"GPO: 556, Ktm, Balkumari,","555035555508005550900,,"
pratham international,"bank road,","071-549751,,"
Shrestha Construction Company (Hetauda) Private Limited,"Balaju, P.O. Box: 3828, Ktm,","00977-1-43845224381506,,"
South Asia Consulting Engineers (P.) Ltd.,"Baneshwor, P.O. Box: 7104, Ktm,","00977-1-016208649,,"
Sudip International,"Putalisadak, P.O. Box: 2618, Ktm,","00977-1-44309054438698,,"
SUSMATEX MACHINERY AND FABRICATORS,"Vatva, Ahmedabad","91-79- 25841616,,"
Tamang Construction (P.) Ltd.,"Bashundhara,","00977-1-43554734354210,,"
Tundi Construction (P) Ltd.,"Sanepa, P.O. Box: 6341, Ktm,","00977-1-55485735555573,,"
Amit construction,"lipanimal 03 bara,","0097798042799599855020278,9821105949,"
Gajurmukhi Nirman Company Pvt. Ltd.,"Hakimtole,","014020014,9851041554,"
HIMAL HYDRO AND GENERAL CONSTRUCTION LTD.,"Chhauni,","40380304038022+977 1-5555977,,"
K.B. Construction,"Pulchowk, P.O. Box: 8861, Ktm,","00977-1-5520446,00977-9851031236,"
Modern Construction Pvt. Ltd.,"Thamel,","00977-1-44201492112136,00977-9851093500,"
AD Campion Nepal (P) Ltd.,"Kamalpokhari, P.O. Box: 15142 PPC 275,","00977-1-4421900,,"
Arati & Company,"Maharajgunj,","00977-1-472010947210144721063,,"
Genuine Builders & Consultant Pvt. Ltd.,"Swoyambhu,","00977-1-42844259841969799,,"
GENUINE BUILDERS AND CONSULTANT PVT. LTD.,"Swayambhu,","42811904284425,,"
H.A. Group,"Thapathali, P.O. Box: 23578, Ktm,","00977-1-42539852239501,,"
Khadka Nirman Sewa,"Baijanath -1, Banke,","081403026,,"
Sigma Con. (P) Ldt.,"Baneshwor, P.O. Box: 10318, Ktm,","00977-1-44732914495894,,"
S & S Constructions,"Chochhen,","00977-1-9851045075,,"
Continental Trading Enterprises Pvt. Ltd. - Headquarters,"P89F+8XC, Uttar Dhoka Sadak,","+977 1-4426465,,"
Univeasal Aluminium,"Ranisati chowk, janakpurdham. nepal,","0097741525978,00977 9844276877,"
Dev & Sayar Construction (P) Ltd.,"Bagbazar,","00977-1-4248705,00977-9851054781,"
Sky Builders (P). Ltd.,"Naya Baneshwor, P.O. Box: 8975 EPC 5045,","00977-1-44617014464331,00977-9851061156,"
ACECON NEPAL PVT. LTD.,"Teku,","4266392,,"
Adrisiya Nirman Sewa (P) Ltd.,"GPO: 11123, Ktm, Kupondole,","5523847,,"
ALIJA CONSTRUCTION PVT. LTD.,"Jwalgal, Lalitpur","5533735,,"
Amar Construction Pvt. Ltd.,"Kalimati, P.O. Box: 4590, Ktm,","00977-1-42707964302416,,"
AMAR CONSTRUCTUION PVT. LTD.,"Kalimati,","42707964302416,,"
A. M. Construction Company,"Gwarko, P.O. Box: 8975 EPC 1144,","00977-1-52027515200770,,"
Amleshwor Construction Pvt. Ltd.,"Satungal,","00977-1-431597243159734315974,,"
AMLESHWOR SAND WASHING UDHYOG,"Swayambhu,","42855444270002,,"
Amrit Nirman Sewa (P.) Ltd.,"Shantipath,","522435,,"
AMRIT NIRMAN SEWA PVT. LTD.,"Kalimati,","42701584273758,,"
ANK Construction Co. Pvt. Ltd.,"Anamnagar, P.O. Box: 1514, Ktm,","00977-1-42287084267791,,"
ANK Construction Co. (P) Ltd.,"GPO: 1514, Ktm, Anamnagar,","42287084267791,,"
ANK CONSTRUCTIONS CO. PVT. LTD.,"Anamnagar,","42287084267791,,"
ARCHITECTS DESIGN AND ASSOCIATES,"Jamal,","42248025524524,,"
Arniko Highway Maintenance Project,"Chakupat, P.O. Box: 5069, Ktm,","00977-1-5523978,,"
Arniko Nirman Company (P) Ltd.,"Min Bhawan, P.O. Box: 3383, Ktm,","00977-1-44703074474127,,"
ARNIKO NIRMAN CO. PVT. LTD.,"Minbhawan,","44703074474127,,"
ASSOCIATED BUILDERS AND CONTRACTOR PVT. LTD.,"Bijulibazar,","4493263,,"
Atlas Engineering & Construction Co. P. Ltd.,"Sitapaila, P.O. Box: 5487, Ktm,","00977-1-4289267,,"
Atlas Engineering & Construction Company (P) Ltd.,"GPO: 9261, Ktm, Naya Bazar,","42777924358563,,"
Bajra Guru Construction Co. Pvt. Ltd.,"Kupondole, P.O. Box: 2143, Ktm,","00977-1-5543107,,"
BAJRA GURU COSTRUCTION CO. PVT. LTD.,"Kupandole, Lalitpur","5543107,,"
BANGALAMUKHI CONSTRUCTION PVT. LTD.,"Kupandole, Lalitpur","5539148,,"
Bhrigu Construction Co. Pvt. Ltd.,"Buddhanagar, P.O. Box: 8103, Ktm,","00977-1-4781737,,"
BHRIGU CONSTRUCTION COMPANY PVT. LTD.,"Buddhanagar,","4781737,,"
B.K. SHRESTHA AND BUILDERS PVT. LTD.,"Lagan,","42535084253478,,"
BOKHIM AND SONS CONSTRUCTION,"Kalikasthan,","4421161,,"
B. R. Brother's Construction,"New Road, P.O. Box: 7305, Ktm,","00977-1-4257742,,"
C E Construction Pvt. Ltd.,"GPO: 1223, Ktm, Tripureshwor,","42431204252124,,"
Central Builders Group (P.) Ltd.,"Satdobato, P.O. Box: 8975 EPC 1267,","00977-1-55443829851020774,,"
CE Services Pvt. Ltd.,"Tripureshwor,","00977-1-42431204252124,,"
Chakreshwori Nirman Sewa,"P.O. Box: 6823, Ktm,","00977-1-21503134240315,,"
CHAKRESHWORI NIRMAN SEWA PVT. LTD.,"Sanothimi,","215031366307446630608,,"
CHANDRA AND BASANTA CONSTROCTION PVT. LTD.,"Pulchowk, Lalitpur","55401305524775,,"
CLS Construction,"Swoyambhu, P.O. Box: 3431, Ktm,","00977-1-4279562,,"
C. L. S. CONSTRUCTION,"Kathmandu,","42742344274562,,"
Comet Trading Circle,"Teku, P.O. Box: 4808, Ktm,","00977-1-4219874,,"
Danfe Construction Company (P.) Ltd.,"New Baneshwor, P.O. Box: 6811, Ktm,","00977-1-46200484620074,,"
Desh Nirman Sewa (P) Ltd.,"Balaju,","00977-1-43516384357347,,"
Dev Nirman Sewa,"Boudha, P.O. Box: 7816, Ktm,","00977-1-44782344485626,,"
Devtec Nepal (P) Ltd.,"Kantipath, P.O. Box: 3317, Ktm,","00977-1-42531724229186,,"
DEV AND SAYAR CONSTRUCTION PVT. LTD.,"Bagbazar,","42487059851054781,,"
D.M. ENGINEERING AND BUILDERS P. LTD.,"Tahachal,","4270492,,"
Estate Builders Pvt. Ltd.,"Maharajgunj, P.O. Box: 5942, Ktm,","00977-1-4372300,,"
Fuljor Nirman Company Pvt. Ltd.,"P.O. Box: 6708, Ktm,","00977-1-44198654424534,,"
FUTURE STAR CONSTRUCTION,"Satdobato,","55455755545576,,"
Galaxy Builders (P) Ltd.,"Swoyambhu, P.O. Box: 10839, Ktm,","00977-1-4284426,,"
Gaura Construction Pvt. Ltd.,"Nayabazar, P.O. Box: 2472, Ktm,","00977-1-43631409851026582,,"
Gauri Parbati Nirman Sewa Pvt. Ltd.,"Kalanki,","00977-1-4272531,,"
Gautam Shree Construction (P.) Ltd.,"Kuleshwor, P.O. Box: 19282, Ktm,","00977-1-42845644231899,,"
GEO-TECH INTERNATIONAL PVT. LTD.,"Bhanimandal, Lalitpur","553507858549206,,"
Golden Good Sherpa Construction Pvt. Ltd.,"Anamnagar, P.O. Box: 14472, Ktm,","00977-1-4216203,,"
GOODWILL BUILDERS,"Teku,","42315134241182,,"
Gorakhakali Construction Company,"Kupondole,","00977-1-5544086,,"
Gorkha Construction Co. Nepal (P) Ltd.,"Min Bhawan, P.O. Box: 2581, Ktm,","00977-1-410650741067294106731,,"
GORKHA BUILDERS PVT. LTD.,"Minbhawan,","41065074106729,,"
GOSAINKUNDA NIRMAN CO. PVT. LTD.,"Thamel,","4412561,,"
G. R. CONSTRUCTION,"Dillibazar,","4229861,,"
Hanyang Construction Co. Nepal Pvt. Ltd.,"Baluwatar, P.O. Box: 10387, Ktm,","00977-1-44277394446134,,"
HANUMAN METALS PVT. LTD.,"Putalisadak,","44111874412268,,"
Harihari Nirman Sewa,"Dillibazar,","00977-1-4475151,,"
H.G. ENT. PVT. LTD.,"Koteshwor,","460067446011722050100,,"
HIGHWAY NEPAL PVT.LTD.,"Anamnagar,","4240445,,"
HIMAL IRON AND STEEL PVT. LTD.,"Kantipath,","422653042252304225490,,"
Hirachan Construction Co. (P) Ltd.,"Pulchowk, P.O. Box: 8975 EPC 1116,","00977-1-5545656,,"
HIRACHAN CONSTRUCTION CO. PVT. LTD.,"Krishnagalli,","5545656,,"
IMDC CONSTRUCTION EQUIPMENT AND CHEMICALS,"Anamnagar,","42287084267791,,"
INCO PVT. LTD.,"Kalikasthan,","44319924433045,,"
Innovative Concept Nepal (P) Ltd.,"Durbarmarg,","00977-1-44324074424719,,"
I & S Construction Company (P) Ltd.,"Gaushala, P.O. Box: 8975 EPC 5402,","00977-1-44751519851031151,,"
Ishwor & Subash Construction P. Ltd.,"Ratopool,","00977-1-4475151,,"
Jagat Nirman Sewa (Pvt.) Ltd.,"Putalisadak, P.O. Box: 13988, Ktm,","00977-1-4241227,,"
Janamukhi Construction Co. Pvt. Ltd.,"Kupondol,","00977-1-5520423,,"
Jaya Durge Engineering & Construction Pvt. Ltd.,"Sinamangal, P.O. Box: 21583, Ktm,","00977-1-44873654468090,,"
Jeevan Nirman Sewa (P) Ltd.,"Balaju, P.O. Box: 4961, Ktm,","00977-1-435077343504334356712,,"
J. K. Associates,"Babarmahal, P.O. Box: 9411, Ktm,","00977-1-42412764242018,,"
Kailash & Company P. Ltd.,"Paknajol, P.O. Box: 4409, Ktm,","00977-1-42518614353884,,"
Kalika Construction (Pvt) Ltd.,"Maharajgunj, P.O. Box: 21534, Ktm,","00977-1-43723444373436,,"
KALIKA CONSTRUCTION PVT. LTD.,"Maharajgunj,","4372344,,"
KANTIPUR KITCHEN EQUIPMENT PVT. LTD.,"Sitapaila,","42837814302305,,"
K.C. Construction Firm,"Kupondole, P.O. Box: 2824, Ltp,","00977-1-55202545528394,,"
Koneco Pvt. Ltd.,"Koteshwor, P.O. Box: 1010, Ktm,","00977-1-44922064492205,,"
Kuruwang Nirman Sewa,"Hattigauda,","00977-1-4370295,,"
Lama Builders Co. (P) Ltd.,"Baudha, P.O. Box: 21393, Ktm,","00977-1-43719164377095,,"
Lama Construction Co. (P) Ltd.,"Maharajgunj, P.O. Box: 9962, Ktm,","00977-1-44127564423203,,"
LAMA BUILDERS CO. PVT. LTD.,"Bouddha,","4478681,,"
LAMA CONSTRUCTION CO PVT. LTD.,"Maharajgunj,","44127564423203,,"
LA,"Baneshwor,","447302444775714477526,,"
Lumbini Builders (P) Ltd.,"Babar Mahal, P.O. Box: 10618, Ktm,","00977-1-4240105,,"
LUMBINI BUILDERS PVT. LTD.,"Babarmahal,","42401054248177,,"
Mahadev Khimti Nirman Sewa Pvt. Ltd.,"Putalisadak,","00977-1-443070244304184430954,,"
Mahalaxmi Construction Concern Pvt. Ltd.,"Balaju, P.O. Box: 4961, Ktm,","00977-1-43507734356270,,"
Malla Electric Construction Pvt. Ltd.,"Durbarmarg, P.O. Box: 5633, Ktm,","00977-1-44154344244910,,"
Manandhar Construction,"Maru, P.O. Box: 1746, Ktm,","00977-1-42600864260072,,"
MANTRA NEPAL INT,"Kantipath,","42490084259289,,"
M. B. Construction Co. Pvt. Ltd.,"Satdobato,","00977-1-55244225536373,,"
MEH CONSULTANTS PVT.LTD.,"Baneshwor,","44776344477349,,"
Mittal Group of Companies,"Wotu, P.O. Box: 3760, Ktm,","00977-1-42401969851006542,,"
MITTAL CONSTRUCTION PVT. LTD.,"Tripureshwor,","422017242229484220115,,"
M. K. Nirman Sewa Pvt. Ltd.,"Babarmahal, P.O. Box: 3023, Ktm,","00977-1-42472404242289,,"
M.K. NIRMAN SEWA PVT. LTD.,"Babarmahal,","42472404242289,,"
M. R. Construction Pvt. Ltd.,"Kuleshwor,","00977-1-4286904,,"
Mudhbary & Joshi Construction Pvt. Ltd.,"GPO: 1939, Ktm, Teku,","42411824231513,,"
NARAYANI METALS,"Adarshnagar,","521568521024,,"
NARENDRA NIRMAN SEWA PVT. LTD.,"Gongabu,","4352287,,"
Nepal Construction & Engineering Corporation (P.) Ltd.,"Pyukha Tole, P.O. Box: 156, Ktm,","00977-1-422128842218664220063,,"
Nepal Pari Nirman Co.,"Bagbazar, P.O. Box: 2454, Ktm,","00977-1-42203324225827,,"
Nepal Singa Constructions (P) Ltd.,"Sinamangal, P.O. Box: 5062, Ktm,","00977-1-44146254433205,,"
NEPAL SINGA CONSTRUCTION PVT. LTD,"Tinkune,","44146254433205,,"
New Everest Construction (P) Ltd.,"New Baneshwor, P.O. Box: 1665, Ktm,","00977-1-47805184781144,,"
NEW EVEREST CONSTRUCTION PVT. LTD.,"New Baneshwor,","47815044780518,,"
Pappu Construction,"New Baneshwor, P.O. Box: 8973 NPC 725,","00977-1-44835864483991,,"
PASHUPATI HARDWARE CENTRE,"Maitidevi,","44179694420105,,"
Prakash Construction Pvt. Ltd.,"Kupondole, P.O. Box: 3129, Ktm,","00977-1-55393325523693,,"
Prera Nirman Sewa (P) Ltd.,"Sanepa, P.O. Box: 20732, Ktm,","00977-1-553936955476495547650,,"
PREFAB CONCRETE INDUSTRIES PVT. LTD.,"Kamaladi,","4240454,,"
Prompt Construction (P) Ltd.,"Bhotebahal,","00977-1-42605514252587,,"
PROMPT CONSTRUCTION PVT. LTD.,"Bhotebahal,","42605514252587,,"
P. S. Construction Co. P. Ltd.,"Dillibazar, P.O. Box: 5363, Ktm,","00977-1-44332524417136,,"
PURNA AND SONS CONSTRUCTION PVT. LTD.,"Nayabazar,","44255634280531,,"
Puspanjali Nirman Sewa,"Buddhanagar, P.O. Box: 9362, Ktm,","00977-1-4780424,,"
Rabina Construction Pvt. Ltd.,"Swoyambhu, P.O. Box: 23788, Ktm,","00977-1-43025194672014,,"
Rajshree Construction,"Bhimsengola, P.O. Box: 8975 EPC 551,","00977-1-44730244473150,,"
Ramechhap Sherpa Construction Pvt. Ltd.,"Chabahil, P.O. Box: 4286, Ktm,","00977-1-44721604478774,,"
Rasuwa Construction Company (P.) Ltd.,"Dhapasi, P.O. Box: 7946, Ktm,","00977-1-4354367,,"
RASUWA CONSTRUCTION COMPANY,"Dhapasi,","4354367,,"
Reliable Builders (P) Ltd.,"Thapathali, P.O. Box: 548, Ktm,","00977-1-4240380,,"
RELIABLE BUILDERS PVT. LTD.,"Thapathali,","42403784240380,,"
R. M. Builders,"Lalitpur, P.O. Box: 20405, Ktm,","00977-1-5521851,,"
Santoshi Nirman Sewa Pvt. Ltd.,"Anamnagar,","00977-1-4430771,,"
SHARMA AND COMPANY PVT. LTD.,"Sitapaila,","467300146730024673003-4,,"
Shiva Nirman Company (P) Ltd.,"Kalimati, P.O. Box: 303, Ktm,","00977-1-42715084281702,,"
SHIVA NIRMAN COMPANY PVT. LTD.,"Kalimati,","4271508,,"
SHRESTHA CONSTRUCTION COMPANY (HETAUDA) PVT. LTD.,"Banasthali,","43845224381506,,"
Shubha Construction Pvt. Ltd.,"Thapathali, P.O. Box: 4542, Ktm,","00977-1-42584934240295,,"
SIDDHATHA BUILDERS PVT. LTD.,"Tripureshwor,","42552834255290,,"
S. M. T. Construction,"Teku,","00977-1-4262077,,"
Sumitra Nirman Sewa (Pvt.) Ltd.,"Old Baneshwor, P.O. Box: 9002, Ktm,","00977-1-4476921,,"
Sunrise Developers,"Basantapur (H.O),","00977-1-4241504,,"
Swachchhanda Nirman Sewa (P) Ltd.,"Kalimati, P.O. Box: 4097, Ktm,","00977-1-427176242739284279941,,"
SWACHCHHANDA NIRMAN SEWA PVT. LTD.,"Kalimati,","427176242799414273928,,"
TAMANG CONSTRUCTION PVT. LTD.,"Basundhara,","43542104355473,,"
Tandan Construction Pvt. Ltd.,"Dillibazar, P.O. Box: 3572, Ktm,","00977-1-44340034439319,,"
The Kanchanjunga Construction Company (P) Ltd.,"New Baneshwor, P.O. Box: 3806, Ktm,","00977-1-4483651,,"
Thodung Construction (P.) Ltd.,"Anamnagar,","00977-1-4241675,,"
T. I. A. Improvement Project (No. 1),"Airport, P.O. Box: 7950, Ktm,","00977-1-449097644728344472835,,"
Tripura Construction Co. Pvt. Ltd.,"Gyaneshwor, P.O. Box: 3785, Ktm,","00977-1-4427308,,"
Tulsi Bhakta Construction,"Dillibazar, P.O. Box: 5561, Ktm,","00977-1-44333064433307,,"
TUNDI CONSTRUCTION PVT. LTD.,"Tahachal,","55485734272382,,"
UNIPLUS ENGINEERS PVT. LTD.,"Bagbazar,","4256304,,"
Vishal Construction,"Koteshwor, P.O. Box: 1446, Ktm,","00977-1-460067446011722050100,,"
Waiba Construction Company (P) Ltd.,"Samakhusi, P.O. Box: 9466, Ktm,","00977-1-435232943523304355172,,"
WAIBA CONSTRUCTION CO. PVT. LTD.,"Samakhushi,","43523304355172,,"
Young Sherpa Construction Co. (Pvt.) Ltd.,"P.O. Box: 20037, Ktm,","00977-1-4220696,,"
Y. P. Construction (P) Ltd.,"Kupondole, P.O. Box: 8204, Ktm,","00977-1-55270825525894,,"
CON-TECH PVT. LTD.,"Tinkune,","44873354473154,,"
Construction Solutions Pvt. Ltd.,"Putalisadak,","+977 1-4100543,,"
Marble Palace Ind. Pvt Ltd,"Tinkune & Pepsicola Road,","4112245411220149900524990149,,"
Nawaranga Nirman Sewa (P) Ltd,"Metro-6, Saraswatinagar,","014811037,9851106586,"
Pappu Construction,"2V8M+8MG,","+977-51-530153,,"
United Builders & Engineers Pvt. Ltd.,"Anamnagar,","+977-1-4771285+977-1-4770245,,"
A. D. & Khampachhe Builders,"Boudha, P.O. Box: 14233, Ktm,","00977-1-44847744472160,,"
"Arc Engineers, Builders & Contractors Pvt. Ltd.","Baneshwor, P.O. Box: 1627, Ktm,","00977-1-4477234,,"
Associated Builders & Contractors (P) Ltd.,"Basundhara, P.O. Box: 6304, Ktm,","00977-1-43551274354034,,"
ATLAS ENGINEERING AND CONSTRUCTION CO. PVT. LTD,"Sitapaila,","42777924289267,,"
Bright Construction Pvt. Ltd.,"Dillibazar,","00977-1-4430703,,"
Central Builders (P) Ltd.,unknown,"5267569852620384,,"
"Consulting Engineers, Architects & Designers (CEAD)","Ranamukteshor,","00977-1-42695824425799,,"
D'Con Consult,"Khichapokhari,","00977-1-42123699851030874,,"
Deco Unique Construction Nepal,"GPO: 15101, Ktm, Battisputali,","44941824496767,,"
DHUKUCHHU CONSTRUCTION PVT. LTD.,"Sukuldhoka,","6610721,,"
Eza Nirman Sewa,"Swoyambhu, P.O. Box: 20520, Ktm,","00977-1-4287269,,"
Force Construction & Associates (P) Ltd.,"Koteshwor,","00977-1-460221820430882043099,,"
GAURI BHAWANI ENTERPRISES PVT. LTD.,"Jay Bageshwori,","4471119,,"
Global Construction (P) Ltd.,"Chakrapath,","00977-1-4374219,,"
Gns Nirman Sewa,"Chabahil,","00977-1-44823254820355,,"
Gokarna Nirman Sewa (Pvt.) Ltd.,"Jorpati,","00977-1-4492081,,"
GORKHA CONSTRUCTION CO. NEPAL PVT. LTD.,"Minbhawan,","41065074106729,,"
HABITAT DEVELOPMENT ENGINEERS PVT. LTD.,"Battisputali,","44840724496808,,"
HASTAKALA,"Indrachowk,","4232032,,"
INNOVATIVE DESIGNERS AND ENGINEER'S ASSOCIATES IDEA PVT. LTD.,"New Baneshwor,","478192798412559069803205193,,"
JAWALAKHEL HANDWARE AND TRADERS,"Jawalakhel, Lalitpur","55241152347000,,"
Laxmi Shrestha & Co. (Pvt.) Ltd.,"Subidhanagar, P.O. Box: 4547, Ktm,","00977-1-205066344826632040031,,"
Lotus Engineers,"Bagdole, P.O. Box: 4148, Ktm,","00977-1-5528607,,"
Maccaferri Gabions (Nepal) Pvt. Ltd.,"Bhatbhateni, P.O. Box: 12565, Ktm,","00977-1-441994844308514414271,,"
Maharjan Nirman Sewa,"Balkumari, P.O. Box: 8975 EPC 1896,","00977-1-5550368,,"
Malla Builders,"Lalitpur, P.O. Box: 13725, Ktm,","00977-1-553419955218519851056709,,"
Mars Constructions,"Old Baneshwor, P.O. Box: 8756, Ktm,","00977-1-446189344737709851069914,,"
MILLENNIUM BUILDERS CONSORTIU PVT. LTD.,"Kathmandu,","43601554350624,,"
MOON CONSTRUCTION COMPANY,"Kupandole, Lalitpur","5525030,,"
NAVA NIRMAN AND CONSULTANCY SEWA PVT. LTD.,"Tinkune,","4483418,,"
Nitanta Construction Pvt. Ltd.,"Balkumari-8,","00977-1-52023979851040760,,"
PASCHIMANCHAL NIRMAN SAMAGARI KENDRA PVT. LTD.,"Milanchowk, Butwal/Bhairahawa","545579621718,,"
P.M. CONSTRUCTION CO. PVT. LTD.,"Balkhu,","43307974332046,,"
Preston Construction,"Ghattekulo, P.O. Box: 24636, Ktm,","00977-1-4438715,,"
Quality Builders Group (P) Ltd.,"Satdobato, P.O. Box: 8975 EPC 2134,","00977-1-5530808,,"
