Name,Address,Telephone
Berger Paints Nepal,"Berger House, 492, Tinkune, Koteshwor,","+977-1-5199463+977-1-5199035+977-1-5199438+977-1-5199272+977-1-5199412,,"
Ghar Gadi Nepal,"Lalitpur,","unknown,9801033880,"
Muin International Pvt. Ltd,"Jwagal, Kupondole, Lalitpur, Nepal,","01-2239988,9851068979,"
Faiz International,"Anchalpur-8, Bhairahawa,","071573834,9857010387,"
HELPING SOCIETY TRADING PVT LTD,"Kathmandu Metropolitan 25, Chittadhar Marg, Tengal, Kathmandu,","014249226,9840253927,"
SS Group of Industries Pvt. Ltd.,"Kalanki, Kathmandu, Nepal,","+977-9801620900,,"
Tirupati Impex,"Soalteemod,","+977-1-4271416,,"
Ans Electricals And Electric Workshop,"M9V8+QJ Kathmandu, Nepal,","+9779849999128,+9779849999128,"
Bhairav Machinery & tools house,"Milanchowk-9 (near standard charted bank),","071544418,9857058565,"
Hep Me Dot Com PVT.LTD.,"Samakhushi-29,,","016224455,9851017618,"
Him Electronics Pvt. Ltd.,"Narayanchaur, Naxal, Kathmandu,","00977-1-5970705,,"
Janaki Homestore,"Lekhnath Marg, Sarouchiya (West Of Mahabir Chowk),","unknown,98028090009852073906,"
Laxmi Carpet Industries,"Mulpani,","977-9860054200,977-9860054200,"
Macto Spares Concern,"House No. 149.,Opp. of Rastriya Banijya Bank Teku,","+977-1-4259867+977-1-4255656+977-1-4247631,+977-9851093475,"
Neo Store,"Norkhang Complex, Jawalakhel,","+977-1-5553222,+977-9801200105,"
SB Furniture,"Lagankhel, Lalitpur,","+97715540747,,"
DISTAR HOME APPLIANCES PVT. LTD.,"Mahabaudha,","4246113,,"
LGNepal,"CG Digital Park Chandragiri Nagarpalika,, Ward No 10/11 Satungal, Kathmandau, Nepal,","9801571717,,"
Vegetable Carpet Manufacturer Pvt. Ltd.,"Budhanilkantha 3, Kathmandu, Nepal,","009-77-1-4378765,,"
Airwell Nepal Pvt. Ltd.,"Budhanagar, Kathmandu,","9808100093,9851054683,"
JAY TRADERS AND HARDWARES,"Surkhet Road,","+977-81-411102+977-81-411003,985802001698195325519858033650,"
SEAN Seed Service Center Ltd.,"Thankot, P.O. Box: 13784, Ktm,","00977-1-4310245,,"
Smriti Khusbu Traders,"Near Jilla Prasasan Karyalaya, Dhangadi,","9848429740,9808100093,"
One House Solution Pvt Ltd,"Rajdurbar uttar Dhoka, behind hotel hiranya, tej bhawan Premisis,","unknown,98496808139851145462,"
Satya Sai Nursery,"Tikabhawan, tilottama-6, Rupendehi, Nepal,","071560205,9804408679,"
Awning Delhi,B 138 Rani Khera Delhi,"unknown,09540014001,"
NPLmart.com,"New Road,","09861651393,,"
Samjhana Nursery,"M8R4+79Q, Kalo Pool,","+977-1-5550154,+997-9841263121,"
Technology Sales Pvt. Ltd.,"Neel Saraswati Marg:699, Lazimpat,","00977-1-44169004444576,00977-9851022711,"
The Carpenter Hardware Center,"Gyaneshwor,","4420522,9851029699,"
Ex Gurkha Khukuri House,"Thamel -29,","4355032,9841317812,"
Gorakhnath Enterprises,"Narayanghat,new road,","00977-56-572237,9855063945,"
S R International pvt. ltd.,"Nikosera, thimi, Bhaktapur,","9843317867,,"
Aman Enterprises (Hardware Store),"Aman Enterprises (Hardware Store), Mercantile Building, Near Laxmi Bank, Adarshnagar, GP Road, Birgunj, Parsa, Nepal,","009779814255707,,"
Bimala carpet udhyog,"Sanothimi,","9823486995,9861485198,"
C. M. Rug House,"Nayabasti, jorpati,","014911131,9851063887,"
Dantakali Dyeing Industries (Pvt.) Ltd.,"Industrial Area in Mulpani, Kathmandu,","9801091789,,"
La Decor,"Anamnagar,","00977-1-47705404770786,98411791859851026866,"
Navin Distributors Pvt. Ltd.,"AT Complex, New Plaza Marg,","+977-1-4428196+977-1-4430785,,"
Wind Horse Carpet Manufacturer (P) Ltd.,"Gokarneswor Municipality- 9 (Previously Jorpati VDC-9),","+977 1 4911851,+977 985 100 5767,"
Yash Fans Pvt. Ltd.,"Kathmandu, Nepal,","4023720115,8700038127,"
A-One Rugs Traders,"Pulchowk, P.O. Box: 8975 EPC 677,","00977-1-2140781,,"
Balaji Coir Industries Pvt. Ltd.,"Kalanki,","00977-1-4282506,,"
Bodhi Brikchya Nursery,"Harisidhi, P.O. Box: 9926, Ktm,","00977-1-2120043,,"
BODHI BRICKCHYA NURSERY,"Lalitpur, Lalitpur","55304832120043,,"
Bright Kanchanjunga Carpet Ind.,"Baudha, P.O. Box: 10065, Ktm,","00977-1-448517444856254474152,,"
Chhiring Carpet Center Udhyog,"Boudha, P.O. Box: 1210, Ktm,","00977-1-44753084479395,,"
Designer House,"Boudha,","00977-1-4496753,,"
Everest Zone Carpet,"P.O 5924, JORPATI-7,","+977-9851033860,9866954721,"
Exotic Oriental Crafts Pvt. Ltd. / Thakur Oriental Crafts,"Khumaltaar hight Lalitpur,P.O. Box: 4228, Ktm,","00977-1-55444495552815,9851020126,"
Himalayan Arts Carpet,"Boudha, P.O. Box: 8975 EPC 4038,","00977-1-44912266213003,,"
Looksee Rugs,"Boudha #6, P.O. Box: 2197, Ktm, Nepal,","00977-1-4493-508,Cell# 437 260 5366,"
Navin Distributors (P) Ltd.,"Narbada Complex, H08,","+977-21-522467,,"
Nepal Kangri Carpet Industries,"Sinamangal, P.O. Box: 8730, ktm,","00977-1-449784644949524472670,,"
Royal Parquet,"P.O. Box: 5721, Ktm,","00977-1-44641586630958,,"
Sambota Carpet Industries,"Maharajgunj, P.O. Box: 8860, Ktm,","00977-1-40156894015677,,"
Shanghai Zenith Company,"No.416 Jianye Road, South Jinqiao Area, Pudong New Area, Shanghai","86-21-58386258,,"
Sher Nepal Crafts,"Chabahil, P.O. Box: 5468, Ktm,","00977-1-4494169,,"
Sher Nepal Carpet Udhyog,"GPO: 5468, Ktm, Chabahil,","4494169,,"
Sky Lake Carpets & Handicrafts,"Boudha, P.O. Box: 5431, Ktm,","00977-1-449143420701892071224,,"
Timilsina Carpet Industries,"Maijubahal,","00977-1-44711199841264110,,"
B-GAIN KITCHEN CONCERN,"palpa road,","9779847409854,9779847409854,"
Birat Furnishing House,"Hanumandas Road,","531004528949526273,,"
Gandaki Carpet Industry Pvt. Ltd.,"Gongabu, P.O. Box: 217, Ktm,","00977-1-43550454353258,00977-9841539620,"
Hands for Help Nepal,"Baluwatar, P.O. Box: 5045, Ktm,","00977-1-4440652,00977-9851051736,"
Himalaya Crafts,"Narayan Arcade,","4357912,9851130425,"
N.Gens Traders Pvt Ltd,"Thadodhunga, Sanepa lalitpur,","01-5527773,98139715809818220747,"
Air Link (Cargo) Nepal Pvt.Ltd.,"Leading Cargo Agency 1992, P.O. Box: 19731,","00977-1-9771 4255160,00977-9751002846,"
Ajima Rug Industries (P.) Ltd.,"Tusal, Boudha, P.O. Box: 8548, Ktm,","00977-1-447772544822642367168,00977-9851059635,"
BN FURNITURE,"SABITRI COMPLEX, NAHARCHWOK,","9851087105,,"
Furnitech Centre,"Pulchowk, P.O. Box: 19585, Ktm,","00977-1-5538879,00977-9851078405,"
Himalay Nurpu Carpet Industry,"Jorpati, P.O. Box: 12649, Ktm,","00977-1-2070815,00977-9851055104,"
Home Furnishers Pvt. Ltd.,"Tripureshwor,","00977-1-42546014262240,00977-9851022656,"
In Style International Pvt Ltd,"Manbhawan, P.O. Box: 2444,","00977-1-015008575,00977-9851094093,"
National Wood Tech (Royal Parquet),"Lokanthali, P.O. Box: 5721, Ktm,","00977-1-6630959,,"
RHB Galaicha Industries,"Samakhusi, P.O. Box: 7817, Ktm,","00977-1-4352750,00977-9851039087,"
S.N.P. Traders Group Pvt. Ltd.,"Bansbari, P.O. Box: 12567, Ktm,","00977-1-4375993,00977-9851008983,"
Wandi Carpet Industries,"Boudha,","00977-1-4478647,00977-9803005711,"
AAYUSH ENGINEERING,"Shivashakti Ind. Estate, Ahmedabad","91-79-30918616,,"
Amity Carpet Industries (P) Ltd.,"Balkumari, P.O. Box: 2291, Ktm,","00977-1-55238035542662,,"
Annapurna Carpet Industry (P) Ltd.,"Jorpati,","00977-1-4471936,,"
BAJRA AND BAJRACHARYA ENTERPRISES,"Lagankhel, Lalitpur","553341355248515533447,,"
Bath 'N' Room,"Tara Bhawan,Teku Hospital Road, Tripureshwor,","00977-1-4240565,+977-9802024167,"
BEST WHOLESALES CO.PVT. LTD.,"Naxal,","44397984420392,,"
Better Homes Pvt. Ltd.,"Kamaladi, P.O. Box: 3161, Ktm,","00977-1-44256404411302,,"
Bholanath Narayan Carpets (P) Ltd.,"Dhapakhel, P.O. Box: 4770, Ktm,","00977-1-55210475536150,,"
Bhrikuti Carpets,"Jorpati, P.O. Box: 11531, Ktm,","00977-1-49128674912798,,"
Bimal Spark House,"Bhotebahal,","00977-1-4253320,,"
Carpet House,"Indrachowk, P.O. Box: 1290, Ktm,","00977-1-42320394250110,,"
Charisma Classic Consumer Products,"Kupondole Bus Stop, P.O. Box: 13181, Ktm,","00977-1-55422884371227,,"
Chameli Nursery Pvt. Ltd.,"Pulchowk, P.O. Box: 8975 EPC 859,","00977-1-55483855528692,,"
City Carpet Industries,"Boudha, P.O. Box: 20132, Ktm,","00977-1-4114115,,"
Classic Custom Rugs (P.) Ltd.,"Jorpati,","00977-1-4913058,,"
Classic Custom Rugs Pvt. Ltd.,"Boudha, Mahankal-6,","4114115,,"
Creative Rugs Centre,"Subhidhanagar,","00977-1-4481087,,"
Creative Decor,"446 Gairidhara Marg,","977 4413499,,"
D.B.S. Carpet Industries,"Jorpati, P.O. Box: 20132, Ktm,","00977-1-449066644921119851031454,,"
Everest Carpet Manufacturers (P) Ltd.,"Budhanilkantha, P.O. Box: 2115, Ktm,","00977-1-43716484372556,,"
Everest Looms,"Budhanilkantha, P.O. Box: 10255, Ktm,","00977-1-43724474377013,,"
Everest Memorial Carpet Industries,"Maharajgunj, P.O. Box: 6459, Ktm,","00977-1-4373147,,"
Everest Sherpa Carpet Industries (ESCI),"Boudha, P.O. Box: 12063, Ktm,","00977-1-44836374496363,,"
Exotic Oriental Crafts Pvt. Ltd.,"GPO: 4228, Ktm, Sainbu,","55446315535568,,"
Formation Carpets Pvt. Ltd.,"Jawalakhel, P.O. Box: 3459, Ktm,","00977-1-500007150002735531941,,"
GAUTAM OVERSEASE,"Kuleshwor,","42878144285783,,"
Golden Dragon Rug,"Thamel, P.O. Box: 357, Ktm,","00977-1-4259835,,"
Handloom Carpet Industries,"Bhaise Pati, P.O. Box: 1568, Ktm,","00977-1-552256255906439851020224,,"
Handmade Rugs (P.) Ltd.,"Balkumari, P.O. Box: 20001, Ktm,","00977-1-52017745203897,,"
HANSRAJ HULASHCHAND AND CO. PVT. LTD.,"Teku,","42300014261200,,"
Himalayan Bamboo Pvt. Ltd.,unknown,"523632524969,,"
Himalayan Bamboo Pvt. Ltd.,"Teku, P.O. Box: 19407, Ktm,","00977-1-4100049,,"
Ice Cubes Modular Kitchen,"Gairidhara,","00977-1-4413499,,"
Jadhun Carpet Industries,"Balaju, P.O. Box: 5381, Ktm,","00977-1-4350230,,"
Jadun Arts & Crafts,"Balaju, P.O. Box: 5381, Ktm,","00977-1-43502304351204,,"
Jawalakhel Handicraft Center (P) Ltd.,"Ekantakuna, P.O. Box: 263, Ktm,","00977-1-552712055213055525237,,"
Kamal Rug Industries,"Lalitpur, P.O. Box: 8975 EPC 1199,","00977-1-5532906,,"
Kandel Carpet Industries,"Kapan,","00977-1-481069998412996739851022062,,"
Karma Tara Carpet Industries (P.) Ltd.,"Swoyambhu, P.O. Box: 2856, Ktm,","00977-1-42710154272181,,"
Kitchen Concept Pvt. Ltd.,"Teku, P.O. Box: 8975 EPC 2700,","00977-1-4221858,,"
Knots & Crafts (Nepal),"Dhumbarai, P.O. Box: 10461, Ktm,","00977-1-43712439851032526,,"
Kumari Carpet Centre,"Jorpati, P.O. Box: 4359, Ktm,","00977-1-44721889851020670,,"
Lharemo Carpet Industries,"Jorpati, P.O. Box: 11531, Ktm,","00977-1-49128674912798,,"
Lotus Holdings (P) Ltd.,"Jawalakhel, Lalitpur, P.O. Box: 3459, ktm,","00977-1-5000071,,"
Mandala Carpet Industries,"Durbar Marg, P.O. Box: 8937, Ktm,","00977-1-42413294483207,,"
Master Weaver,"Ekantakuna,","00977-1-50007345000813,,"
National Orient Teppich,"Balaju, P.O. Box: 3150, Ktm,","00977-1-4350236,,"
Naulo Teepich,"GPO: 8843, Ktm,","43318124332573,,"
Naulo Carpet Industry,unknown,"331812,,"
Nepal Biotech Nursery Pvt. Ltd.,"Bhainsepati, P.O. Box: 8975 EPC 1171,","00977-1-5591349,,"
N. K. Rugs Industries,"Boudha,","00977-1-44953499851026942,,"
"Ostar Tools Co, Limited","4-902, No.1269, Zhangyang Road, Shanghai","0086-21-58870860,,"
Overseas Trading Co. (Pvt.) Ltd.,"Dhapasi, P.O. Box: 710, Ktm,","00977-1-435708643536604356995,,"
Pashupatinath Inc.,"Jorpati, P.O. Box: 7319, Ktm,","00977-1-44854309851021774,,"
Patan Karnali Carpet Industry,"Boudha, P.O. Box: 4026, Ktm,","00977-1-49111124910301,,"
Patan Karnali Carpet Inds,"Jorpati,","977-1-446011244643014479156,,"
Pemten Carpet Industries,"Boudha, P.O. Box: 5256, Ktm,","00977-1-447150244860214478654,,"
Phempo Carpet Industries (Pvt.) Ltd.,"Gongabu, P.O. Box: 19448, Ktm,","00977-1-4357120,,"
Pioneer Carpet Industries,"Dhumbarahi, P.O. Box: 11025, Ktm,","00977-1-437860043785004372116,,"
Quality Kitchen Equipment (P) Ltd.,"Gairidhara,","00977-1-4413499,977-9841242808,"
Revive Craft,"Lal Durbar,","00977-1-4228568,,"
ReviveNepal Pvt. Ltd.,"Mid Baneshowr,","977-1-4467666,,"
Royal Arts Pvt. Ltd.,"Satdobato, P.O. Box: 3600, Ktm,","00977-1-55251475541640,,"
Royal Decorates Flooring & Furnishing,"Maitidevi, P.O. Box: 21914, Ktm,","00977-1-4421756,,"
RS Interiors (P) Ltd.,"Satdobato, P.O. Box: 4686, Ktm,","00977-1-552256855326695536476,,"
Rugs For All Pvt. Ltd.,"P.O. Box: 3459, Bkp,","00977-1-6632898,,"
Shambala Handicraft,"Jorpati, P.O. Box: 19398, Ktm,","00977-1-491195849129019851045728,,"
Sharma Carpet Manufacturers P. Ltd.,"Satdobato, P.O. Box: 3600, Ktm,","00977-1-552514755416405536002,,"
S. H. Carpet Industry,"Dhumbarahi, P.O. Box: 8975 EPC 5113,","00977-1-437170643754249851021157,,"
SH Carpet Industry,"Dhumbarahi,","00977-1-43717064375424,,"
"SinoSiamCapet Co.,Ltd.","45, Soi 59 Khlongjun Bangkapi Bangkok 10240","66 2 377 0578,,"
Stupa Rug International,"Boudha, P.O. Box: 13820, Ktm,","00977-1-20713492071350,,"
Surya Rug House,"Gyaneshwor, P.O. Box: 10040, Ktm,","00977-1-442471544372374435746,,"
The Standard Nursery,"Bansbari, P.O. Box: 995, Ktm,","00977-1-43712674372522,,"
Tibetan Traditional Carpet,"Boudha, P.O. Box: 24259, Ktm,","00977-1-44721419841334202,,"
Tibetan Rugs P. Ltd.,"Dhobhighat, P.O. Box: 516, Ktm,","00977-1-553417755366855526916,,"
Universal Trading Circle Pvt. Ltd.,"Putalisadak, P.O. Box: 8975 EPC 5289,","00977-1-44298554423260,,"
USHA MARBLES,"Butwal/Manigram,","9857021832/ 071-546512,,"
Yak Carpet Industry,"Bhaisipati, P.O. Box: 1026, Ktm,","00977-1-55907315534167,,"
Yeti Fabric Ltd.,"Factory, P.O. Box: 929, Ktm,","00977-1-66113416611351,,"
"YUYAO NO.2 STANDARD FASTENER FACTORY(Biaoer(Yuyao) Trading Co.,Ltd.)","No.9 the East of National Highway, Wu Cheyan San Jiaozhan Station, Huang Jiabu Town, Yuyao City, Zhejiang Province, China,","86-574-62003860,,"
Zenith Carpet Industries,"Maijubahal, P.O. Box: 9335, Ktm,","00977-1-4484269,,"
Butwal smart interior,"devinagar,","071410141,9857070985,"
Decora Kitchen Pvt. Ltd.,"Kupondole,","00977-1-5543851,00977-9851067859,"
Gauri Shankar Carpet Udhyog,"Thali, P.O. Box: 19998, Ktm,","00977-1-4450192,00977-9851046068,"
Jatan Import Export (P) Ltd.,"Chuchepati, P.O. Box: 10297, Ktm,","00977-1-4461341,00977-9841272058,"
Kitchen Mart Pvt. Ltd.,"Banasthali,","00977-1-4388058016206150,00977-9851011145,"
Ratna Gift Center,"Baghdurbar, P.O. Box: 304, Ktm,","00977-1-422752142314164245450,00977-9851091826,"
Sleek Kitchen Concepts,"Srijana Chowk,","061-534364,+9779845245980,"
Twenty First Nepal Pvt. Ltd.,"New Baneshwor,","47842804784276,,"
BLUE SKY TRADERS AND BUILDERS PVT. LTD.,"Tinkune,","4499931,,"
Chameli Nursery (P) Ltd.,"Pulchowk,","00977-1-5528692,,"
Creative Touch,"Thamel,","00977-1-4701415,,"
Discover Orchid,"Citi Center,","00977-1-40117899849216927,,"
Eco Parquet & Decorator P. Ltd.,"Balaju, P.O. Box: 7103, Ktm,","00977-1-444558943639859851036513,,"
Eco Parquet & Decorators,"Hattisar, P.O. Box: 7103, ktm,","00977-1-444558943639859851036513,,"
ECO PARQUET AND DECORATOR PVT. LTD.,"Hattisar,","44455894363985,,"
Electric Light System Pvt. Ltd.,"Kamaladi,","00977-1-44300569851082682,,"
GNEXT ENTERPRISES,"Soalteemode,","4272328016910560,,"
Green Plants Farm,unknown,"00977-1-66335976633348,,"
Karnor Carpet Manufacturers (P) Ltd.,"Jorpati, P.O. Box: 5132, Ktm,","00977-1-49125564912557,,"
Khamsum Carpets,"Ekantakuna, P.O. Box: 2421, Ktm,","00977-1-5535772,,"
Mahabaudha Carpet Industry,"Patan Ind. Estate, P.O. Box: 3110, Ktm,","00977-1-55222919851037157,,"
Modern Parquet & Decorators (P.) Ltd.,"Balaju, P.O. Box: 19309, Ktm,","00977-1-43567764350578,,"
MODERN PARQUET AND DECORATORS PVT. LTD.,"Balaju,","43567764350578,,"
Natural Parquet,"Lazimpat,","00977-1-44367379851004258,,"
NATURAL DESIGNERS PVT. LTD.,"Balaju,","43881229851004258,,"
Naulo Teppich,unknown,"00977-1-43318129851043926,,"
Om Parquet (P) Ltd.,"Putalisadak, P.O. Box: 2258, Ktm,","00977-1-20020934416981,,"
Paradise Carpet Inds. Pvt. Ltd.,"Boudha,","00977-1-448416244602429851067446,,"
Paramount Carpet Industry,"Gothatar, P.O. Box: 8725, Ktm,","00977-1-49911234991124,,"
Rugs Art Pvt. Ltd.,"Boudha,","00977-1-0162121519851041643,,"
Seti Suppliers,"New Baneshwor, P.O. Box: 8973 NPC 137,","00977-1-44893699851045046,,"
Sneha Concern,"Ranipauwa,","520817,,"
Trisong Carpet Manufacturer,"Jawalakhel, P.O. Box: 8975 EPC 2788,","00977-1-55235845524268,,"
Ultra Group Nepal,"Tripureshwor,","00977-1-41170434117143,,"
Ultra Home Pvt. Ltd.,"Tripureshwor,","00977-1-41170434117143,,"
Wind Horse Carpet Manufacturer (P.) Ltd.,"Jorpati,","00977-1-4912144,,"
Everest Pressure Cooker,"Kalika Nagar, Butwal Sub Metropolitian - 9, Rupandehi,","071-437692,9802628392,"
Gautam Overseas (P) Ltd.,"Gautamshree Complex, Kuleshwor-14,","+977-1-4287814+977-1-4273310,,"
OM PARQUET PVT. LTD.,"Kamaladi,","20020934416981,9851123030,"
Ratna Laxmi International Pvt. Ltd.,"Rajha, Nepalganj, Banke,","081-551075,9858050244,"
Excel Trading Co. Pvt. Ltd.,"Dillibazar, P.O. Box: 24967, Ktm,","00977-1-4443142,00977-9841268461,"
Gauri Ganesh Impex (Silk Yarn Supplier),"Battisputali, P.O. Box: 8258, Ktm,","00977-1-44708914480407,00977-9851084240,"
Home Light Electricals,"Kalimati,","00977-1-4670697,00977-9851022294,"
H.P. Rugs Industries,"Jorpati,","00977-1-4476969,00977-9851085434,"
Kalsang Carpet Industry,"Kapan, P.O. Box: 5030, Ktm,","00977-1-44801254811145,00977-9851033209,"
Mamata Enterprises,"Koteshwor,","00977-1-663322066388846633235,00977-9851023094,"
Radiant Trading Concern,"Mahaboudha, P.O. Box: 4184, Ktm,","00977-1-42698024269797,00977-9851032703,"
R.P. Carpet Industries Pvt. Ltd.,"Pingansthan, P.O. Box: 3180, Ktm,","00977-1-44888584472891,00977-9851025560,"
Shepherd Carpet Industries (P) Ltd.,"Chabahil, P.O. Box: 10297, Ktm,","00977-1-44613414499610,00977-9841272058,"
Silkroad Rugs Industries,"Boudha,","00977-1-4915167,00977-9851020393,"
Zambu Carpet Udhyog,"Jorpati,","00977-1-23343059841284154,00977-9803707719,"
AASMA IMPORT,"Yetkha,","4231948,,"
Abhijit Carpet,"Kamaladi, P.O. Box: 3263, Ktm,","00977-1-4245319,,"
Alaska Enterprises,"Dharan Road,","527984,,"
Allied Foam Industries,"Patan Ind. Area,","00977-1-5541081,,"
Amar Nursery,"Lazimpat, P.O. Box: 4278, Ktm,","00977-1-44114954429005,,"
Ambience Life Style P. Ltd.,"New Baneshwor, P.O. Box: 6030, Ktm,","00977-1-478107147810724781073,,"
Amber Nursery,"GPO: 5868, Ktm, Lazimpat,","44114954429005,,"
Anand Oriental Decorator,"Tripureshwor, P.O. Box: 5040, Ktm,","00977-1-42423894241760,,"
Anand Floor & Furnishing,"P.O. Box: 10995, Ktm,","00977-1-442841444278064434075,,"
Apex Carpet Industries,"Boudha, P.O. Box: 1903, Ktm,","00977-1-4480429,,"
Ashoka Carpet Industries,"Swoyambhu, P.O. Box: 7840, Ktm,","00977-1-42505324413447,,"
Astamangal Carpet Udhyog,"Boudha, P.O. Box: 4229, Ktm,","00977-1-4478063,,"
A to Z Quick Order Supplier,"Gucchatole,","00977-1-4262698,,"
Azima Kitchenware,"Ason, P.O. Box: 344, Ktm,","00977-1-42239984229265,,"
Balajee Trading,"Indrachowk,","00977-1-42439704232025,,"
Bansbari Carpet Udhyog,"Bansbari, P.O. Box: 2419, Ktm,","00977-1-20903879851051381,,"
Bansal Lights,"Kamaladi,","00977-1-42682014244296,,"
Basudhari Carpet Industries,"Narayantar, P.O. Box: 5825, Ktm,","00977-1-4472942,,"
Bhadgaon Woolen Industries (P) Ltd.,"Salhagari, P.O. Box: 710, Ktm,","00977-1-6612232,,"
Bharat Carpet Washing Udhyog,"Budhanilkantha, P.O. Box: 850, Ktm,","00977-1-437015343793019851023420,,"
BOTANICAL NURSERY,"Godawari Road, Lalitpur","5560548,,"
Boudha Designer Carpet (P) Ltd.,"Jorpati, P.O. Box: 9165, Ktm,","00977-1-44842354470905,,"
Carpet City Industries,"Jorpati, P.O. Box: 6726, Ktm,","00977-1-44851174468700,,"
Carpet Trading Company (Pvt) Ltd.,"Boudha, P.O. Box: 164, Ktm,","00977-1-4496332,,"
Charisma Classic Consumer Products (P) Ltd.,"Bansbari, P.O. Box: 8975 EPC 4135,","00977-1-43712274352665,,"
Chirag Foam Industries (P) Ltd.,"BID, Balaju, P.O. Box: 11491, Ktm,","00977-1-4350384,,"
Chorten Carpet Pvt. Ltd.,"Thapathali, P.O. Box: 3114, Ktm,","00977-1-41018104101610,,"
Chuteng Carpets,"Jawalakhel, P.O. Box: 8975 EPC 798,","00977-1-55239725523974,,"
Comfort Care Trading,"Baluwatar, P.O. Box: 21533, Ktm,","00977-1-4417257,,"
Continental Company (Pvt.) Ltd.,"Boudha, P.O. Box: 164, Ktm,","00977-1-4496332,,"
Cottage Carpet House,"Chapat, P.O. Box: 8975 EPC 1190,","00977-1-55257005590060,,"
Creation Exports Nepal,"Chabahil, P.O. Box: 1244, Ktm,","00977-1-44864754493860,,"
CREATE BATH PVT. LTD.,"Teku,","42300524216476,,"
Danagiri Handicraft,"Pulchowk, P.O. Box: 1791, Ktm,","00977-1-5522522,,"
Dege Carpet Pvt. Ltd.,"P.O. Box: 8222, Ktm,","00977-1-447918448005394800040,,"
Deki Carpet International,"P.O. Box: 5092, Ktm,","00977-1-44798234498148,,"
Dhondup Khangsar,"Durbarmarg, P.O. Box: 4533, Ktm,","00977-1-42427324231150,,"
Distar Home Appliance,"Mahaboudha, P.O. Box: 21296, Ktm,","00977-1-42461134246092,,"
Dolkar Carpet Industries (Pvt.) Ltd.,"Swoyambhu, P.O. Box: 8025, Ktm,","00977-1-42623564471785,,"
"DREAMS, The Furnishing Centre","New Plaza, P.O. Box: 9102, Ktm,","00977-1-4432020,,"
ELECTRIC AND MACHINERY TOOLS,"Narayangadh, Chitwan","520920521513,,"
ELECTRON INTERNATIONAL PVT. PVT. LTD.,"Teku,","4269721016214930,,"
Endless Knot Carpet Industries,"Gongabu, P.O. Box: 5390, Ktm,","00977-1-43519724355292,,"
EURO TRADERS PVT. LTD.,"Putalisadak,","44165124416179,,"
Everest Galaicha Udhyog,"P.O. Box: 5468, Ktm,","00977-1-44342684494169,,"
Everest Floriculture (Pvt.) Ltd.,"Tinkune, P.O. Box: 10265, Ktm,","00977-1-446951144695124469513,,"
Exclusive Nepal Tibet Carpet Pvt. Ltd.,"Boudha, P.O. Box: 3210, Ktm,","00977-1-4470432,,"
Fishtail Rugs Pvt. Ltd.,"Kamalpokhari, P.O. Box: 691, Ktm,","00977-1-44348534434394,,"
Flora Nepal Pvt. Ltd.,"Kupondole, P.O. Box: 4129, Ktm,","00977-1-5545285,,"
Florid Corner,"Kumaripati, P.O. Box: 8975 EPC 1479,","00977-1-555340655410679841546533,,"
