Name,Address,Telephone
Suvidha Sewa Pvt. Ltd.,"Sorhakhutte, Post Box No:4930,","+977-1-4390607,,"
The River Overseas (P.) Ltd.,"Battisputali, Gaushala,","+977-1-4462431+977-1-44622432,,"
TRUST NEPAL OVERSEAS PVT. LTD.,"Chappalkarkhana, Maharajgunj,,","+977-1-4-377190+977-1-4-377196+977-1-4-370677,,"
Vision & Value Overseas Pvt. Ltd.,"Dhapasi Marg, Basundhara,","+977 -1- 4379749+977-1- 4379162+977-1-4379450,,"
Worldways Manpower Inc. (P.) Ltd.,"M8JW+8QC,","+977-1-4601865+977-1-4602386,,"
Green Tick Nepal Pvt. Ltd.,"4th Floor Mahalaxmi Complex Prayag Marg Minbhavan Nepal,","01-4620741,,"
INTERNATIONAL MANPOWER RECRUITMENT PVT. LTD.,"P. O. Box: 24009 Gwarko,","+977 â1 5204346+977 â1 5204347+977 â1 5204348,,"
Landmark Manpower Solution,"Ranibari Chock, Samakhushi,","+977-1-4390091,+9779818462560,"
meroJob.com,"Baneshwor,","+977 1 448 1262+977-1-410-6701,,"
Organisation Development Centre (ODC),"1/145 Kupondole -1,","unknown,+977-9863191677,"
Paramount Employment Consultant Pvt. Ltd.,"Balkumari 4, Lalitpur, Kathmandu, Nepal,","00977-01-51862695186160,,"
Rojgari Sanjal Pvt. Ltd.,"Baneshwor, kathmandu, Nepal,","+977 9851316217,,"
Simrik Overseas Pvt. Ltd.,"Kalimatidole, P.O. Box: 8721, Ktm,","00977-1-4389700,,"
Tokyo International Education Institute,"Mid Baneshwor,","+977-1-4569078+977-9745667878,,"
Trust Nepal Overseas (P.) Ltd.,"P8PV+Q68, Jhaldhunga Marg,","+977 1-4377190+977 1-4-377196+977 1-4-370677,,"
VocalPanda,"Chakupat , Lalitpur, Nepal,","+977 981-7865376,,"
Yoj Rental,"New Baneswor, Kathmandu,","+9779818080526,,"
Advisory Centre for Int'l Edcuation (ACIE),"Kumaripati-5, Lalitpur Nepal (3rd Level of NMB Bank Building),","+977-1-5008675,9801012383,"
Al Ajeets Management and Outsourcing Pvt Ltd,"Tara Hall Chowk, Singamangal-9, Kathmandu, Nepal,","977-9803395899,,"
Aqua Care International,"Reshamkothi,6 Road no-3 Near National Academy Campus,","9804233851,9855021096,"
Career Launcher Education Pvt. Ltd.,"Jawalakhel, Lalitpur, Nepal,","97715532359,9779851046744,"
Institute of Enterprise Development Pvt. Ltd (IED),"Surkhet, Birendranagar,","083-521565,9848022940,"
Kailash International Manpower Pvt. Ltd.,"Samakhushi, P.O. Box: 9276, Ktm,","00977-1-43577344381922,,"
kumarijob.com,"Bijulibazar, Kathmandu,","01-4478845 01-2299255,9801178845 9801178846 9801178847,"
Olive Media Pvt. Ltd.,"Chabahil, Kathmandu, Nepal,","00977 1 4469264,00977 9813938585,"
Prince International Employment Services Pvt. Ltd.,"Minbhawan, P.O. Box: 8973 NPC 788,","00977-1-44612664461267,,"
Radisson Hotel Training,"Kalimati, Kathmandu,","01-4302909,98681080169851044265,"
Rolling Plans Pvt Ltd,"bijulibazar-10, kathmandu,Nepal,","+977-1-4784183/4785215,,"
Agricultural Technology Centre (ATC),"Lane-2, Jwagal 10, Lalitpur,","+977155259565522755,,"
Career Disha Nepal,"Lalupate Marg, Kathmandu 44600,","+97716613893,,"
DD OVERSEAS PVT. LTD.,"DD Tower, Tilganga, Airpirt, kathmandu, Nepal,","+977-1-44659224469471,+977-980112222398011222279801122220,"
Management Training Nepal,"Kathmandu Nepal,","+977 1 5186386,+977 98511998869801199886,"
Nepal to Canada Immigration Consultancy,"Pashupati Road, Gyaneshwor,","unknown,,"
Rightpath Career Counselling,"putalisadak- kathmandu, Nepal,","01-4418581,,"
Wise International Nepal Pvt. Ltd.,"Dhapasi-7, Basundhara, P.O. Box: 24426, Ktm,","00977-1-4373784,00977-9851059220,"
Global Alliance Consultancy Services Pvt. Ltd.,"Samakhusi, P.O. Box: 10931, Ktm,","00977-1-43549184382850,00977-9813919510,"
ROLEX RECRUITMENT AGENCY PVT. LTD.,"Baluwatar,","977 1 472111447211284720542,977 9851044752,"
SSS Overseas Pvt. Ltd.,"Ratopul -09,,","+97714382036,+9779823674291Whatsapp,"
Support Human Resources Pvt. Ltd,"Old Baneshwor, P.O. Box: 25780, Ktm,","00977-1-44624924460548,,"
Viral Nepal Job Placement,"mirchaiya,","9811075545,9811075545,"
Beta International Manpower Pvt. Ltd.,"Maharajgung, P.O. Box: 13327, ktm,","00977-1-47209224721924,,"
Elan International Manpower Pvt. Ltd.,"Tokha Rd,","+977-1-4388493,,"
Himalayan Logistics & Recruitment P. Ltd.,"Gairidhara, P.O. Box: 5513, Ktm,","00977-1-4004516,00977-9841538840,"
N.B. INTERNATIONAL MANPOWER PVT. LTD.,"Sinamangal 09,","+977 01 4110041,+977 9851069135+977 9849489982,"
Om Shree Mahashakti Employment Pvt. Ltd.,"Samakhushi,","00977-1-4357662,,"
TNV Certification Pvt. Ltd.,"Putalisadak, Kathmandu, Nepal,","9860555163,9860555163,"
AskMe Management,"Bagmati,","+977 -1-4537389,,"
Creative Ring,"Sanothimi,","01-6636333,,"
DAI,"P965+QVC, Kathmandu 44600,","+977 -1-5107445,,"
Kribhani Jobs Nepal Pvt. Ltd,"Teku, 207/24 Milan Marg,","014222326,016201326,"
Lumbini Job Placement Pvt. Ltd.,"Bagbazar,","014221883,9851038577,"
Sriyog,"Main Rd (North), Biratnagar 56613,","+977-98511-37-068,,"
Goodwill International Pvt. Ltd.,"Basundhara,","00977-1-4383859,00977-9801091126,"
Notary Public Office,"Bagbazaar (in front of Padma Kanya Campus),","9771 4219283,977 9849530970,"
Sunkoshi Manpower Service P. Ltd.,"P84J+QW2, Mahakavi Marg,","+977-1-4422108,,"
Swastika,"kalimati, teku,","01-4244319,9841664724,"
Amity Human Resources Pvt. Ltd.,"Basundhara, Kathmandu Nepal,","00977-1-4382832/4382833,00977-9851106487,"
ANS Associate Pvt. Ltd.,"Gairidhara, P.O. Box: 23064 KPC 926,","00977-1-40045594004597,00977-9851089179,"
Araniko Overseas Pvt. Ltd.,"Kupondole, P.O. Box: 8975 EPC 2516,","00977-1-5555365/5536040/5555357,00977-9851041947/9801041947,"
Atlas Overseas Employment (P) Ltd.,"Dhumbarahi, P.O. Box: 12374, Ktm,","00977-1-43741614374162,00977-9851031523,"
Aussizz Group,"Kalyan Complex, New Plaza Chowk, Putalisadak, ,","+977 1 4230803,,"
Blue Ocean Overseas Pvt. Ltd.,"Gongabu, P.O. Box: 15142 KPC 175,","00977-1-43517324365826,00977-9851062301,"
Classic Overseas Manpower Pvt. Ltd.,"Sinamangal, P.O. Box: 8975 EPC 4270,","00977-1-41126794112681,00977-9849592963,"
Continental Manpower (Nepal) Pvt. Ltd.,"Jawalakhel, P.O. Box: 9134, Ktm,","00977-1-555111155522225538877,00977-9851033749,"
Creative Job (Pvt.) Ltd.,"Jwagal 10, Kupondol,","01-5261018,9867976611 ( Job Posting Service),"
Delta Employment Service Pvt. Ltd.,"Maharajgunj, P.O. Box: 2234, Ktm,","00977-1-401603340162734016105,00977-9851001937,"
Expert Job Solution,"Sinamangal,","+977 1 4110565,,"
Force One Pvt. Ltd.,"Tripureshwor, P.O. Box: 8974 CPC 396,","00977-1-42325504261365,00977-9841072272,"
Foreignlink educational consultancy,"siddhartha chowk, pokhara-8, kaski, nepal,","977-61-540548,977-9846325921,"
Frontline Recruitment Pvt. Ltd.,"New Baneshwor, P.O. Box: 13708, Ktm,","00977-1-41176664117667411766841176694117670,00977-9801061515,"
Genuine Placement Pvt. Ltd.,"Gairidhara, P.O. Box: 8974 EPC 203,","00977-1-4433771,00977-9841205666,"
Globlink Overseas Service (P) Ltd.,"Swoyambhu, P.O. Box: 21827, Ktm,","00977-1-42838032181237,00977-9851023676,"
Karma International Employment Service Pvt. Ltd,"Gyaneshwor,","00977-1-4424152,00977-9803898939,"
Kathmandu International Inc. Pvt. Ltd.,"Gongabu 5 Samakhusi , P.O. Box: 9321, Ktm,","00977-1-43611174352265,+977 9851009805,"
Manpower Agency Nepal,"Nepal,","9801061515,+9779801061515,"
Motherland Overseas Pvt. Ltd.,"Sinamangal, P.O. Box: 15142 KPC 750,","00977-1-44656824494015,00977-9851021578,"
Nealco International Pvt. Ltd.,"Samakhushi, P.O. Box: 21233, Ktm,","00977-1-43566824356782,00977-9851027207,"
Paju International Pvt. Ltd.,"New Baneshwor, P.O. Box: 10325, Ktm,","00977-1-47829154782975,00977-9851026076,"
Potala Overseas (P) Ltd.,"Dhapasi, P.O. Box: 24094, Ktm,","00977-1-44630262054219,00977-9841231032,"
Prayas Re-employment Consultant Pvt. Ltd.,"Maharajgunj, P.O. Box: 27, Ktm,","00977-1-47211514721344,,"
Prism Overseas Employment Pvt. Ltd.,"Banasthali, Chamati Road,","+977-1-5903723+977-1-5904722,,"
SCM Manpower Company (P) Ltd.,"Gairidhara, P.O. Box: 8974 CPC 203,","00977-1-400404940040504433771,00977-9851039487,"
Skyway Management Pvt.Ltd.,"Gaushala,","00977-1-44601604460697,00977-9851041538,"
Surejob.com,"Lionschowk,kl mall 2nd floor,","056571516,9806985817,"
Teamforce Overseas Pvt. Ltd.,"Dhapasi,","00977-1-4354467,00977-9851029496,"
ACTIVE OVERSEAS PVT. LTD.,"Kathmandu,","4425755,,"
Al-Zafar International Pvt. Ltd.,"Kupondole, P.O. Box: 21, Ltp,","00977-1-55221005550242,,"
ANAND OVERSEAS SERVICES PVT. LTD.,"Maharajgunj,","4374666437477743748884374999,,"
Anjulima International Pvt. Ltd.,"Manbhawan, P.O. Box: 23251, Ktm,","00977-1-553520555378035537809,,"
Appolo Overseas Service Pvt. Ltd.,"Samakhushi, P.O. Box: 25038, Ktm,","00977-1-43636484364403,,"
Aroma International (P) Ltd.,"Jawalakhel, P.O. Box: 8975 EPC 1039,","00977-1-5525292016217303,,"
ARUN OVERSEAS PVT. LTD.,Lalitpur,"55241675545018,,"
Ashutosh Manpower Consultancy Services (P) Ltd.,"Nayabazar, P.O. Box: 11767, Ktm,","00977-1-43591364360446,,"
ASHUTOSH MANPOWER CONSULTANCY SERVICES PVT. LTD.,"Nayabazar,","43591364360446,,"
ATLAS OVERSEAS EMPLOYMENT PVT. LTD.,"Tinkune,","44890104468256,,"
Bajra Human Resources (P) Ltd.,"Sanepa, P.O. Box: 23901, Ktm,","00977-1-55558235555824,,"
Birad Associates Pvt. Ltd.,"Dhapasi,","00977-1-43797364379617,,"
Bj Overseas Pvt. Ltd.,"New Plaza, P.O. Box: 2618, Ktm,","00977-1-44309054438698,,"
Blue Sky International (P) Ltd.,"Maharajgunj, P.O. Box: 19346, ktm,","00977-1-4650797,,"
Blue Sky International Pvt. Ltd.,"Maharajgunj, P.O. Box: 19346, Ktm,","00977-1-4650797,,"
Bright Star Human Resources (P) Ltd.,"New Baneshwor,","00977-1-4494671,,"
Broadway Overseas Employment Service Pvt. Ltd.,"Maharajgunj, P.O. Box: 8975 EPC 5516,","00977-1-4417973,,"
Capital International Manpower Pvt. Ltd.,"Basundhara, P.O. Box: 6430, Ktm,","00977-1-435977243841904384191,,"
CAPITAL INT'L MANPOWER PVT. LTD.,"Basundhara,","435977243841904384191,,"
Destiny Human Resource Nepal Pvt. Ltd.,"P.O. Box: 8975 EPC 5444, Subidha Nagar, Tinkune,","00977-1-4111889,,"
D. N. International Nepal Overseas Employment Agency Pvt. Ltd.,"Maharajgunj, P.O. Box: 20831, Ktm,","00977-1-43776624379269,,"
D.N. INTERNATIONAL NEPAL OVERSEAS EMPLOYMENT AGENCY,"Maharajgunj,","4425969,,"
D. Proton Manpower Suppliers (Pvt.) Ltd.,"Samakhushi, P.O. Box: 8973 NPC 577,","00977-1-43523692080594,,"
Dynamic Sales & Services (P) Ltd.,"Basundhara, P.O. Box: 2012, Ktm,","00977-1-435461443568314356625,,"
Dynamic Staffing Solution Nepal Pvt. Ltd.,"Samakhushi, P.O. Box: 5354, Ktm,","00977-1-4357127,,"
DYNAMIC SALES AND SERVICES PVT.LTD.,"Basundhara,","435461443568314356625,,"
DYNAMIC SALES AND SERVICE S PVT. LTD.,"Basundhara,","43566254356831,,"
Eagle Overseas Service Pvt. Ltd.,"Gongabu, P.O. Box: 13359, Ktm,","00977-1-43869514386952,,"
First Growth Worldwide Employment Service (P.) Ltd.,"Shantinagar, P.O. Box: 5911, Ktm,","00977-1-41077804107798,,"
FIRST GROWTH WORLDWIDE EMPLOYMENT SERVICE,"Shantinagar,","41077804107798,,"
Fish Ladder Employment Service Pvt. Ltd.,"Baneshwor, P.O. Box: 5290, Ktm,","00977-1-44656724465675,,"
Fishladder Employment Service (P.) Ltd.,"Baneshwor, P.O. Box: 5290, Ktm,","00977-1-44656724465675,,"
FULL MOON OVERSEAS SERVICES PVT. LTD.,"New Baneshwor,","47834174784649,,"
Fusion International (P.) Ltd.,"New Baneshwor, P.O. Box: 2420, Ktm,","00977-1-44649622040548,,"
Global International Recruitment Pvt. Ltd.,"Galkopakha, P.O. Box: 26269, Ktm,","00977-1-4363362,,"
Globe Link Overseas Service Pvt. Ltd.,"Sitapaila, P.O. Box: 21827, Ktm,","00977-1-42838034891639,,"
GRAND SHIKHAR OVERSEAS PVT. LTD.,"Lazimpat,","4416940,,"
Hamro Internship,"Hetauda,","+9779765423437,,"
HBS Consultancy,"Kathmandu, Nepal,","+97753876895,,"
International Job Connection Pvt. Ltd.,"Maharajgunj, P.O. Box: 4351, Ktm,","00977-1-47204384720645,,"
Jobs Dynamics,"Kamalpokhari, Kathmandu, Nepal,","977-1-62258334432458,,"
Jupiter Overseas Concern (P.) Ltd.,"Sinamangal, P.O. Box: 12816, Ktm,","00977-1-44626054464178,,"
JUPITOR OVERSEAS CONCERN PVT. LTD.,"Sinamangal,","44626054464178,,"
Lucky HR Solution Pvt. Ltd.,"Pulchowk, P.O. Box: 8975 EPC 2611,","00977-1-552056255506345555144,,"
Meridian Associates Pvt. Ltd.,"Sinamangal, P.O. Box: 8973 NPC 172,","00977-1-200189944686284473801,,"
Muktinath Overseas (P) Ltd.,"Samakhushi, P.O. Box: 13128, Ktm,","00977-1-43834704383471,,"
NEW YORK TRAVELS & TOURS PVT. LTD.,"Thamel,","42383174228575,,"
Noor Opportunities Overseas Pvt. Ltd.,"Bag Bazar, P.O. Box: 7636, Ktm,","00977-1-422292242472574219770,,"
Orchid Human Resources Pvt. Ltd.,"Basundhara, P.O. Box: 15142 PPC 363,","00977-1-435977243841904384191,,"
Our Destiny Employment Services Pvt. Ltd.,"Teku, P.O. Box: 12027, Ktm,","00977-1-41045974104574,,"
Paradise International (P.) Ltd.,"Buddhanagar, P.O. Box: 14329, Ktm,","00977-1-47845494782583,,"
Prudential Overseas Pvt. Ltd.,"New Baneshwor, P.O. Box: 13524, Ktm.,","00977-1-448690144700104460339,,"
ROSE INTERNATIONAL PVT. LTD.,"Sinamangal,","44858632062238,,"
Sagar Recruitment (P) Ltd.,"Dhumbarahi, P.O. Box: 21807, Ktm,","00977-1-44422322071459,,"
SCM MANPOWER PVT. LTD.,"Baluwatar,","4426064,,"
SEA LINK OVERSEAS SERVICES PVT. LTD.,"Basundhara,","4363019,,"
Sun & Company Pvt. Ltd.,"Baluwatar, P.O. Box: 4302, Ktm,","00977-1-44263544444048,,"
SUN AND COMPANY PVT. LTD.,"Baluwatar,","442635444440482043346,,"
Thapa Employment Services (P) Ltd.,"Manbhawan, P.O. Box: 323, Ltp,","00977-1-55237355544855,,"
THAPA EMPLOYMENT SECURITY SERVICES PVT. LTD.,"Lalitpur, Lalitpur","5523735,,"
The Gorkha Re-Employment P. Ltd.,"Baneshwor, P.O. Box: 10673, Ktm,","00977-1-446188842619994261666,,"
THE GURKHA RE-EMPLOYMENT PVT. LTD.,"New Baneshwor,","41040444104088,,"
Third-Eye Overseas Concern (P) Ltd.,"Old Baneshwor, P.O. Box: 21223, Ktm,","00977-1-44643584461216,,"
Thirdeye Overseas Concern Pvt. Ltd.,"Sinamangal, P.O. Box: 9818, Ktm,","00977-1-44643584462716,,"
Titanic Manpower Supplier P. Ltd.,"Basundhara, P.O. Box: 19904, Ktm,","00977-1-43532524364659016217943,,"
TITANIC MANPOWER SUPPLIERS PVT. LTD.,"Dhapasi,","43532524364659,,"
United International Manpower (P.) Ltd.,"Pulchowk, P.O. Box: 8975 EPC 1203,","00977-1-5534117,,"
UNITED INTERNATIONAL MANPOWER PVT. LTD.,"Pulchowk, Lalitpur","55341175531205,,"
V. V. International Pvt. Ltd.,"Tinkune, P.O. Box: 8975 EPC 5171,","00977-1-41116024111962,,"
WORLD VISION INTERNATIONAL MANPOWER SERVICE PVT. LTD.,"Kupandole, Lalitpur","50116605011661-63,,"
Yeti Overseas Pvt. Ltd.,"Maharajgunj,","00977-1-47203662091130,,"
Zenith Overseas Consultants (P) Ltd.,"Hattisar, P.O. Box: 8763, Ktm,","00977-1-44457374445736,,"
à¤¨à¤¯à¤¾ à¤à¤¾à¤à¤¿à¤°,"à¤à¤¾à¤ à¤®à¤¾à¤¡à¥à¤, à¤¨à¥à¤ªà¤¾à¤²,","+097701,,"
Active Overseas (P) Ltd.,"Samakhusi, P.O. Box: 8974 CPC 146,","00977-1-43866034351722,,"
Grand Shikhar Overseas (P) Ltd.,"Lazimpat, P.O. Box: 20900, ktm,","00977-1-4416940,,"
Gulf Horizon International Inc. Pvt. Ltd.,"Bishal Nagar, P.O. Box: 13966, Ktm,","00977-1-44119882160807,,"
Highlander Employment Consultancy (P) Ltd.,"Samakhushi, P.O. Box: 11288, Ktm,","00977-1-4351540,,"
