Name,Address,Telephone
Air conditioner Suppliers,"Near Mali Petrol Pump, Kalimati,","01-4276114,9808100093,"
Add Link It Solution,"Bharatpur-3, Sheedchowk,","9867854777,9867854777,"
Neo-Tech Engineering Pvt. Ltd.,"Koteshwor-35,","01-5199733,9851099585,"
Nplmarket,"banasthali,","9823474650,9823474650,"
New Microland Computer And Suppliers,"Siraha Road, Rajbiraj,","+977-031-533722,9814747550,"
Sulabhbazar,"Boudha, Nayabasti,","9851154847,,"
Aircon Nepal Private Limited,"Tahachal, Soalteemod,","01-4302740,9802958402,"
Gadgets & Gizmos Traders P. LTD,"Bhatbhaneni, Tangal,","+977-1-4434447,9851142446,"
JAY BHAWANI VIDYUT UDYOG PVT LTD,"Birgunj,","+9779811886638,9811886638,"
MEGATECH TRADE GROUP,"3rd floor, King's Way Tower, Ghantaghar,","977-1-4233501,977-9801110303,"
Newamax Digital,"Laxmi Bhawan, Purano Sinamangal, Pepsi Chowk,","015156166,985114425198602677409849281925,"
Star Office International,"P83C+QXH,","+977-1-4255377,+977-9851062239,"
Super Sound,"Bishal Bazar, Naya Sadak, Shop No. 76,","00977-1-4242184,9841256928,"
Air Conditioning Suppliers Nepal,"Near Mali Petrol Pump, Kalimati,","9801004440,9808100093,"
Muin International Pvt. Ltd,"Jwagal, Kupondole, Lalitpur, Nepal,","01-2239988,9851068979,"
Airtech Industries Pvt. Ltd.,"1st Floor, Sharada Complex, Panchyan Marg, Thapathali,","+977-1-4219999,,"
Carp Concern,"Kalaiya,Bara,Nepal,","053551496,9845313151,"
LGC,"Kathmandu Nepal ,","9842536987,9842536987,"
SS Group of Industries Pvt. Ltd.,"Kalanki, Kathmandu, Nepal,","+977-9801620900,,"
Whitehat electronics pvt. Ltd,"Newroad,","01-4263907,,"
www.synergyestore.com,"Bagdurbar,","+977-01-4233587,9813279992,"
Ans Electricals And Electric Workshop,"M9V8+QJ Kathmandu, Nepal,","+9779849999128,+9779849999128,"
Him Electronics Pvt. Ltd.,"Narayanchaur, Naxal, Kathmandu,","00977-1-5970705,,"
KR Electrical Hub,"Birendranagar-1,Dodhekhali,","9866711769,9814548503,"
Mahalaxmi power interprises,"mahalaxmi 2 lalitpur imadol,","unknown,9851166928,"
Mahalaxmi Power Enterprises,"Imadole-6 , Lalitpur,","01-5203435,9851166928,"
Crusade Himalaya,"Keshar mahal, Thamel,","4423578980-8121644,,"
DISTAR HOME APPLIANCES PVT. LTD.,"Mahabaudha,","4246113,,"
Namaste Infosys,"Kupondole,","+977-984-903-5740,9865711117,"
NASA COMPUTER SYSTEM,"Traffic Chowk,","+977-71-540514,+977-985-7033900,"
NPLmart.com,"New Road,","9851221241,9851221241,"
Ocean Computer Pvt. Ltd.,"1st Floor, JDA Office Complex, No.:206 Baghdurbar, In Front of China Town Shopping Mall,","+977-1-4254444+977-1-4266795,,"
Premier Wires (P) Ltd.,"Janakipath,Bhrikuti Chowk,","+977-21-503075+977-21 503031+977-21 503019,,"
Reeva ElectroTech Pvt. Ltd.,"satdobato-15, Lalitpur,","4478305,9849987898,"
Technomark Air Condititon,"Opposite to Bharatpur metropolitan Office,Chitwan,NEpal,","056521150,9855050756,"
Tesla Air Conditioner,"Narayanghat,","+977 56 533505,+977 9855064367,"
THE WAVES GROUPS TRADING PVT. LTD.,"Kapurdhara Marg 140, Lainchaur,","442726444104234410435,,"
Airwell Nepal Pvt. Ltd.,"Budhanagar, Kathmandu,","9808100093,9851054683,"
Infosys Nepal,"Red Cross Marg, Soaltee Mod, ,","00977-1-4030582/4030583,,"
Nikhil Multi Servies Pvt. Ltd.,"Macchapokhari, Balaju, Kathmandu, Nepal 44611,","00977-1-43516576221823,00977-9841404217,"
Smriti Khusbu Traders,"Near Jilla Prasasan Karyalaya, Dhangadi,","9848429740,9808100093,"
Aircon Nepal Incorporated,"Opp. to Rani Sati Mandir - Adarshanagar,","051-528877,9855035123,"
DURGE SHREE FURNITURES,"kamal pokhrari,","014422436,9851072105.9803310408,"
Sagar Distribution Pvt. Ltd.,"Kalanki,","00977-1-40365084036690,00977-9843075030,"
sah technology pvt. ltd.,"baneshwor chowk,","014780466,9807849343,"
Satyam impex,"9/147 main road,","021-526337,9852026021,"
Chandrama Suppliers,"Damak-8, Backside of JANATA Bank,","9814065998,9862754174,"
Faiz International,"Siddharthanagar-8, Bhairahawa,","9802673541,9847032521,"
Iskcon Infosys,"Main Rd (North),","+977-21-522423+977-21-535054+977-21-528150,,"
NPLmart.com,"New Road,","09861651393,,"
Sarita Enterprises,"Bhrikuti chowk,","9842499381,9802753790,"
Techattitude,"Bhagwati Marga, Kathmandu 44600,","+977 -1-4417551,,"
Daily Stationery,"Kathmandu Nepal.,","9851243302,008618367992600,"
"Freelight Optic & Electronic Technology Co.,Ltd","Gushu, Xixiang, Shenzhen","86-755-33167678,,"
NARAYANI INFOSYS PVT. LTD.,"Khichapokhari,","424082242269174267894,,"
Paraphase controls & transformers,"334/9 Shastri nagar Delhi-110031,","01165257851,92106382058376863221,"
Puspa Bijuli Bhandar,"Damak-9, Chiyadokan, Jhapa,","9862754174,9814065998,"
Renu Air Conditioning Suppliers,"Kalimati, Near Mali Petrol Pump,","+9779861611221,+9779801004440,"
U-soft Computer Technosys,"Tebahal,","00977-1-4240896,00977-9851017516,"
Maas Planet,"New Road Complex , New Road ,","00977-1-4224507,00977-9851052615,"
My Computer Shop,"Newroad,","+977 1-4248175,00977-9851135798,"
Sky Infosys,"mainroad, Hetauda-10, Makawanpur,","+977-57526933,+9779855068933,"
UGRATARA TECHNICAL GOODS SUPPLIERS,"PH59+R9X, Bhimdutt Pant Highway,","+977-91-523604+977-1-523603,+977-9848420667+977-9858420667,"
ANTIC COMPUTER TRADING,"Kavre,","660427662124,98510-70054,"
Demac Industries Pvt. Ltd.,"Kupondole,Lalitpur,","9851010940,9801010940,"
East Point Computer World,unknown,"+977-25-581145,,"
Genial Techno Trading Pvt. Ltd.,"Kamalpokhari,","00977-1-44430104429415,,"
Generation Next Communications Pvt. Ltd.,"Durbar Marg,","00977-1-42208644220872+977-1-2222672,,"
KAUSIKI INFOSYS INTERNATIONAL,"People's Plaza, Pako Sadak,","+977-1-4241438,,"
PRAGYA ELECTRIC CENTER,"Bhotebahal-22,","9808100093,9801004440,"
Sastodeal,"Pandol Marga, Kathmandu 44600,","+977-15-970-000,,"
Technos Electronics,"Bagmati,","+977 14267629,,"
Abdul Electric Works Shop,"Thamel,","00977-1-4414569,9873363580.,"
Mac Support Pvt. Ltd.,"Kantipath, P.O. Box: 13127, Ktm,","00977-1-42406524222467,,"
S. Sahara Trade Service,"Maharajgunj,","01-4427012,9801030700,"
Airtech Industries Private Limited,"Panchayan Marg, Thapathali,","014219999,+9779851085462,"
Fewa Mart,"Muni Bhairab Marga, Tinkune,","977-1-5199731,9851239244,"
Mac Support Nepal,"Kantipath,","42406524222467,,"
RATHI GROUP OF INDUSTRIES,"Hatkhola-7, District - Morang,","+977-21-442626. +97-1-442216+977-1-442068,,"
Renu Trade Link,"Near Mali Petrol Pump, Kalimati,","9840027100,9808100093,"
SmartDoko,"Kathmandu, Nepal,","9801013311,,"
Team Asia Nepal Pvt Ltd,"Subidhanagar,","00977-1-4111540,00977-9851032742,"
Yash Fans Pvt. Ltd.,"Kathmandu, Nepal,","4023720115,8700038127,"
Aircon Nepal Private Limited,"Shripur,","051-522520,9801191777,"
Computer Care,"Kupondole, P.O. Box: 10063, Ktm,","00977-1-55219845521131,,"
Crystal Lights,"Kamaladi, P.O. Box: 7550, Ktm,","00977-1-44164634423903,,"
Danfe Soft Teck,"Gongabu,","98510415229849469988,,"
GLOBAL LINK TECHNOLOGY Pvt. Ltd,"Thapathali, Kathmandu, Nepal.,","01-410057201-410057301-4100574,,"
Innoxa Trading Pvt. Ltd,"Naxal, P.O. Box: 4414718,","00977-1-44453844425899,,"
Interactive Computer Systems Pvt. Ltd.,"New Road, P.O. Box: 13876, Ktm,","00977-1-422785442397304239730,,"
Interactive Group Pvt. Ltd.,"GPO: 13876, Ktm, New Road Gate,","42278544224423,,"
NeMass International (P) Ltd.,"Kupondole, P.O. Box: 9511, ktm,","00977-1-55450306203427,,"
Pramilan electronic,"Shera Bazzar,","066520161,9819111424,"
Sagar Infosys,"Building No. 623, Master Marga Kalanki Ward No. 14,","+977-1-5218 008+977-1-5219 530+977-1-5218 509+977-1-5218 779,+977 980-1132868,"
SANJAN TRADERS,"Mayadevi-5, Rupandehi,","9807733393,,"
Smart Enterprises Pvt. Ltd.,"GPO: 10063, Ktm, Kupondole,","42317994230180,,"
Touchstone Sales and Services Pvt. Ltd.,"Harihar Bhawan,","00977-1-5546950,,"
VisitNepal Network Pvt. Ltd.,"Thamel, P.O. Box: 5273, Ktm,","00977-1-44177754418508,,"
Digital Cameras & Computers,"New Road,","00977-1-42245814241608,00977-9851044905,"
HIMALAYAN OFFICE AUTOMATION,"New Road,","+977-61-533301,,"
INNOVATIVE TECHNOLOGY TRADING INSTITUTION (ITTI),"Jawalakhel, Lalitpur","5544352,,"
MANAKAMANA REFRIGERATION TRADING PVT. LTD.,"Kalimati,","016923292,+977-98510949289841384272,"
Nepali Shopping,"Shankhamol,","00977-1-5006638,00977-9849378297,"
Servo Max Engineering Works,"Om Ashram,Shripur,","051-528934,98550217279845049523,"
SK Computer Suppliers,"Chabahil,","00977-1-4461178,00977-9841236002,"
United Technology,"Khichapokhari,","00977-1-423362142313154224406,9851047981,"
Adcores (P) Ltd.,"Kamaladi,","00977-1-42467004247054,00977-9851025011,"
Click! Solution Center,"Natole,","00977-1-5536649,00977-9841338209,"
Delta International,"Dilli Bazaar,","00977-1-4416633,00977-9851114053,"
DreamPC,"Putalisadak,","00977-1-4231434,00977-9841222634,"
ENERGY AND CONSTRUCTION CO. PVT. LTD.,"Kalanki,","01622018998510180639741106152,,"
Everest trade Concern,"Ghantaghar,Link road,","051-523011,,"
GAJUR PVT. LTD.,"Putalisadak,","4246978,,"
ICT store Nepal Online shopping,"Newroad,","9851126092,9851126092,"
In Style International Pvt Ltd,"Jamal, P.O. Box: 2444,","00977-1-015008575,00977-9851094093,"
In Style International Pvt.Ltd,"Jamal, P.O. Box: 2444, Ktm,","00977-1-4233302,00977-9851094093,"
IT MOUNT PVT. LTD.,"Dillibazar,","2103098,,"
justin zou,"No. 268 Shaoshi Road, Shaoyang, Hunan, China, P.O. Box: 422000,","86-739-5262198,86-187-74481908,"
Loyal Computers,"New Road,","+977-1-5324346,+977-9851010246+977-9863447370+977-9864463054,"
Marigold Solutions Pvt. Ltd.,"New Road,","00977-1-42331444247671,00977-9851054668,"
Microland Consultant,"Kupondole,","00977-1-55303735520456,,"
MICROLAND CONSULTANTS,Lalitpur,"55303735520456,,"
Microplus Pvt. Ltd.,"160 Kumari Marga 6, Dillibazar,","00977-1-4521032,,"
Nepallink,"Thamel, P.O. Box: 2455, ktm,","00977-1-4700110,,"
Nep-Tech Trade Concern,"Computer Bazaar, à¤ªà¥à¤¤à¤²à¥à¤¸à¤¡à¤,","00977-1-4417050,,"
Ok Dam Online Shopping,"Bagmati,","+977 9801322220,,"
Online Computers,"Bhanu Chowk,","521826526449,,"
Pal International Infosys Pvt Ltd.,unknown,"011-664786,9841654334,"
Pinnacle Computer Suppliers,"Putalisadak,","00977-1-44436154435100,,"
SAJHA COMPUTER,"PF28+M9H,","+977-71-543893,,"
Sankata Computer Enterprise,"New Road,","00977-1-4239648,00977-9851018034,"
SSI Education,"Mahendra Pool,","531920534196,,"
Techno Global IT Support Pvt. Ltd.,"Putalisadak,","00977-1-4430203,00977-9851059969,"
Aadhunik Automation Center,"New Road, P.O. Box: 23175, Ktm,","00977-1-42393709851067255,,"
Action Point Nepal Pvt. Ltd.,"Tripureswor,","00977-1-42308424244797,,"
Associated Enterprises,"Pyaphal (H.O), P.O. Box: 790, Ktm,","00977-1-42509344261888,,"
Associated Enterprises,"Putalisadak (Branch Off.), P.O. Box: 790, Ktm,","00977-1-425093442489304269675,,"
Base International Pvt. Ltd.,"Baneshwor, P.O. Box: 20561, Ktm,","00977-1-44806564472904,,"
BELTRONIX COMPUTER AND ELECTRONICS ENGINEERS,"Newplaza,","4429777,,"
Bishwas Traders,"GPO: 2618, Ktm, Putalisadak,","44309054438698,,"
Bridge Tech International Pvt. Ltd.,"Putalisadak, P.O. Box: 8449, Ktm,","00977-1-4264724,,"
Caldron Graphic Nepal Pvt. Ltd.,"Bansbari,","00977-1-43735084378589,,"
CAS Trading House (P) Ltd.,"Ramshah Path, P.O. Box: 2932, Ktm,","00977-1-443085844308594440271,,"
CAS TRADING HOUSE PVT. LTD.,"Putalisadak,","443085944308584440271,,"
City Computer Systems,"GPO: 4347, Ktm, New Road,","4220058,,"
Compro Computers Pvt. Ltd.,"Durbar Marg, P.O. Box: 8853, Ktm,","00977-1-42307124227508,,"
Compu Sell Pvt. Ltd.,"Kalimati, P.O. Box: 20041, Ktm,","00977-1-4277717,,"
Compro International,"GPO: 8853, Ktm, Durbar Marg,","423071242275084219462,,"
COMPUTER ADVANCE SYSTEM,"Kamaladi,","42408814241664,,"
COMPUTER BAZZAR,"Putalisadak,","44175834417633 Ext.130,,"
COSMIC COMPUTER SYSTEM PVT. LTD.,"Chabahil,","4461720,,"
COSMIC ELECTRICAL ENG. ASSOCIATES PVT. LTD.,"Kathmandu,","4287602,,"
COUNCIL FOR TECHNICAL EDUCATION AND VACATIONAL TRAINING (CTVT),"Sanothimi,","663040866306796631458,,"
Creative Technology,"Kupondole, P.O. Box: 20690, Ktm,","00977-1-5544771,,"
Crossweb International Pvt. Ltd.,"Bijulibazar, P.O. Box: 7163, Ktm,","00977-1-47821294781488,,"
CSDE Trading House,"Naxal,","00977-1-44165304436725,,"
CSE Systems & Office Automation Pvt. Ltd.,"New Road,","00977-1-42678944240822,,"
Cyber International (P) Ltd.,"New Road, P.O. Box: 1779, Ktm,","00977-1-42405814269893,,"
Cybernetics Pvt. Ltd.,"Kamaladi,","00977-1-42331464233147. 4233148,,"
D AND D INTERNATIONAL,"Khichapokhari,","42488954244408,,"
D & D International,"Khichapokhari, P.O. Box: 1848, Ktm,","00977-1-42488954244408,,"
Digital House,"Jawalakhel, P.O. Box: 8975 EPC 1153,","00977-1-55242425521083,,"
Digital System Trading House,"New Road,","00977-1-42316764230587,,"
Digitek International Pvt. Ltd.,"New Road, P.O. Box: 25477, Ktm,","00977-1-42287272013396,,"
Dove International Pvt. Ltd.,"GPO: 20184, Ktm, Baneshwore,","4499113,,"
ELECTROBYTE TECHNOLOGY PVT. LTD.,"Naxal,","44455804445581,,"
Elite Networks,"Nag Pokhari Colony Marg, P.O. Box: 5134, Ktm,","00977-1-4429026,,"
Elite Networks,"Nagpokhari, P.O. Box: 5134, Ktm,","00977-1-4429026,,"
E-lite Components Enterprises,"Bagbazar, P.O. Box: 8975 EPC 5430,","00977-1-4220706,,"
eMax International,"Putalisadak,","00977-1-20404564426957,,"
E Sewa Nepal,"Lazimpat, P.O. Box: 11429, Ktm,","00977-1-4414670,,"
Eshita Trading (P) Ltd.,"GPO: 7363, Ktm, New Road,","42533014267808,,"
EXALT ENGINEERING INDUSTRIES,"Mahakali Caves Road, MUMBAI","91-22-2821376428313764,,"
Fond Nepal Pvt. Ltd,"Putalisadak, P.O. Box: 3747, Ktm,","00977-1-4429815,,"
GAUTAM OVERSEASE,"Kuleshwor,","42878144285783,,"
Giznp,"Bagmati,","unknown,,"
Harati Computers Services (P.) Ltd.,"Kantipath,","00977-1-426062242183454253658,,"
Harati Computer Services Pvt. Ltd.,"Kantipath,","42606224218345,,"
High Tech Pioneer (P) Ltd.,"Dillibazar,","00977-1-47702844770472,,"
HIGH TECH PIONEER PVT.LTD.,"Kalikasthan,","47702844770472,,"
Hilltake Electrical & Refrigeration Industries (P) Ltd.,"second floor,sherpa mall,Durbarmarg ,Kathmandu,Nepal,","00977-1-4215933/4215771/4215788,,"
HILLTAKE ELECTRICALS AND REFRIGERATION IND.,"Soalteemode,","42890464289048,,"
Himal Refrigeration & Electrical Industries Pvt. Ltd.,"Tripureshwor, P.O. Box: 13417, Ktm,","00977-1-42155924266745,,"
Independent Expo House Pvt. Ltd.,"Tangal, BhatbhateniPO Box. 3427,","416104,,"
Infonet Trade Concern,"Kupandole, P.O. Box: 23175, Ktm,","00977-1-55317179851067255,,"
INFORMATION TECHNOLOGY SYSTEM CENTER,"Hattisar,","44325404436671,,"
Insyst Pvt. Ltd.,"GPO: 2659, Ktm, Nacchi Galli,","4241593,,"
Integrated Communication Nepal Pvt. Ltd.,"Jyatha, P.O. Box: 8975 EPC 5571,","00977-1-42181844218135,,"
International Trade Concern,"New Road,","00977-1-42664614265104,,"
INTEGRATED MERCANTILE SOLUTION,"Lazimpat,","4411477,,"
Ishan Infosys Pvt. Ltd.,"New Road, P.O. Box: 21274, Ktm,","00977-1-424444042471194247425,,"
ITNTI (Information Technology & Telecom International Pvt. Ltd.),"Hattisar, P.O. Box: 10528, Ktm,","00977-1-4439987/85,,"
JNJ International,"Putalisadak, P.O. Box: 8975 EPC 5131,","00977-1-442043244204114233148,,"
Kasthamandap Asia International,"Kumaripati-20, Lalitpur, P.O. Box: 8975 EPC 1389,","00977-1-554939055493915542317,,"
Lotus System Pvt. Ltd,"Jawalakhel, P.O. Box: 8975 EPC 2151,","00977-1-5522738,,"
Lumbini Electrical Engineering Fabricator Pvt. Ltd.,"Dhumbarahi, P.O. Box: 8973 NPC 702,","00977-1-44381589851092473,,"
Lumbini Industries Pvt. Ltd.,"Tripureshwor, P.O. Box: 2337, Ktm,","00977-1-426087842607854265631,,"
Mahesh Overseas Enterprises,"Khichapokhari,","00977-1-42500664220222,,"
MANOSMA SOFTWARE PVT. LTD.,"Anamnagar,","4436767,,"
MARK International,"Pako, New Road,","00977-1-4218423,,"
Maruti Computer Trade Concern,"Khichapokhari, P.O. Box: 5689, Ktm,","00977-1-422529342269174254412,,"
Max International,"Computer Bazaar,","00977-1-44157864420679,,"
Mercantile Office Systems,"Durbar Marg, P.O. Box: 876, Ktm,","00977-1-42207734243566,,"
Met International Pvt. Ltd.,"Babar Mahal, P.O. Box: 2496, Ktm,","00977-1-4242898,,"
Microtech Computers,"GPO: 610, Ktm, Sundhara,","424754142480544246201,,"
MICROTECH INTERNATIONAL PVT. LTD.,"Sundhara,","42475414248054,,"
M.I.T. INTERNATIONAL PVT. LTD.,"New Road,","4218423,,"
Multinet Pvt. Ltd.,"Chhetrapati,","00977-1-42694644267880,,"
Multi Engineering Trade Concern,"GPO: 2496, Ktm, Babar Mahal,","4242898,,"
Multi Engineering & Development P. Ltd.,"GPO: 2489, Ktm, New Baneshwor,","4783235,,"
My PC Home,"Maitidevi,","00977-1-44205834417382,,"
Narayani Infosys (P) Ltd.,"Khichapokhari, P.O. Box: 5689, Ktm,","00977-1-42678944226917,,"
NATIONAL INSTITUTE OF COMPUTER EDUCATION INFORMATION TECHNOLOGY,"New Baneshwor,","4495080,,"
NCAT Trading House Pvt. Ltd.,"Gairidhara, P.O. Box: 89, Ktm,","00977-1-400476840047716216123,,"
N-CAT TRADING HOUSE PVT. LTD.,Lalitpur,"55456035545604,,"
NetCom Nepal Pvt. Ltd.,"Jorpati, P.O. Box: 21383, Ktm,","00977-1-44992594218618,,"
Nikita Exim,"GPO: 556, Ktm, New Road,","4240650,,"
OMNI BUSINESS CORPORATE INTERNATIONAL PVT. LTD.,"Kupandole, Lalitpur","50115355550337,,"
Only At Nepal Pvt. Ltd.,"Thamel, P.O. Box: 19305, Ktm,","00977-1-42236944259085,,"
P AND G TECHNOLOGY PVT. LTD.,"Maharajgunj,","4720332,,"
PC Care (Last Line for Computer Solution),"Mahendra Pool,","5284519856022003,,"
PHOTO CONCERN PVT. LTD.,"New Road,","42232754227028,,"
PIONEER WIRE PVT LTD,Lalitpur,"554477155544775,,"
Powerline Electrical Services India Pvt. Ltd,"#301, 7th Main, 2nd Block, Kalyan Nagar, Bangalore-560 043","080-25456306,,"
Purna Metal Concern Ind.,"Patan Industrial Estate,","00977-1-5521407,,"
Samiksha Enterprises,"P.O. Box: 2544, Ktm,","00977-1-422956042295874229888,,"
Sharnam IT Pvt. Ltd.,"Putalisadak,","00977-1-42445044244901,,"
Sky Nepal Pvt. Ltd.,"Thapathali, P.O. Box: 24190, Ktm,","00977-1-42393994101531,,"
SoftWrite Nepal Inc.,"Lal Durbar,","00977-1-4439364,,"
Source Rack,"Babarmahal,","00977-1-42331464233147,,"
Space Tec Computer P. Ltd.,"Kantipath, P.O. Box: 9667, Ktm,","00977-1-42633684249268,,"
Star Office System Pvt. Ltd.,"New Baneshwor, P.O. Box: 11256, Ktm,","00977-1-44692992041746,,"
Tara International Pvt. Ltd,"Chhetrapati,","00977-1-422941342515944268510,,"
Tara Servcies,"Chhetrapati,","00977-1-422941342515944268510,,"
The Waves Group,"Lainchaur, P.O. Box: 10702, Ktm,","00977-1-442232744214064427264,,"
Total Integrated IT Solutions Pvt. Ltd.,"Maitidevi,","00977-1-44205834417382,,"
Touchstone Sales & Services Pvt. Ltd.,"GPO: 8975 EPC 1751, Harihar Bhawan,","55469495546950,,"
Trade Chitwan Pvt. Ltd.,"Near Indradev Cinema, Shahid Chowk, Narayangarh, Chitwan,","unknown,,"
TRISHAKTI CABLE IND.PVT.LTD.,"Dillibazar,","44340034434007,,"
TSN GROUP,"Minbhawan,","4465165016218796,,"
Unique Computer Trade Concern,"New Road,","00977-1-16623814,,"
Uniphone Telecom Industries,"New Baneshwor,","4784177,,"
Uplink Inc. Pvt. Ltd.,"Dhobighat, P.O. Box: 15142 KPC 194,","00977-1-21133045538829,,"
VARDHAMAN STAMPING PVT. LTD.,"Ambawadi, Ahmedabad","91-79-26469609,,"
World Distribution Nepal (P.) Ltd.,"Kantipath, P.O. Box: 11291, Ktm,","00977-1-424370642550884263600,,"
WORLD DISTRIBUTION NEPAL PVT. LTD.,"Kantipath,","424370642462344263600,,"
ANCHOR ELECTRONICS AND ELECTRICALS PVT. LTD.,"Kathmandu,","4229922,,"
Bhandari Photo Shop,"Thamel, P.O. Box: 11569, Ktm,","00977-1-4700604,00977-9841294574,"
C-link Dot System,"Jawalakhel,","00977-1-5532205,00977-5535616,"
Computer Trade Center,"Bishalnagar,","00977-1-4420987,00977-9721308992,"
E-Biz Links Pvt. Ltd,"Lalitpur, P.O. Box: 1590, Ktm,","00977-1-5532586,00977-9851090448,"
Electronics & Communication Engineering Pvt. Ltd.,"Tahachal Marg, P.O. Box: 1786, Ktm,","00977-1-42732744279494,00977-9851065050,"
EMatrix Private Limited,"New Baneshwor,","00977-1-9802034629,00977-9841751388,"
Gravity Link Pvt. Ltd.,"New Road,","00977-1-42599819851104138,00977-9721442185,"
I.Nepal Pvt. Ltd.,"Teku,","00977-1-+977-1+4249587,00977-9849499948,"
Macrotech Solution P.Ltd.,"Chabahil,","00977-1-9851118254,00977-9841443196,"
Nap International Pvt. Ltd.,"Jhochhen,","00977-1-42225754245778,00977-9851062954,"
NATIONAL COMPUTER WORLD,"New Road,","53452225321213,9851036273,"
Nihal International,"Sundhara,","00977-1-42380072010808,9851015043,"
Primax Service Center (Canon),"New Road,","00977-1-42250424242861,,"
R R Trade Links Pvt. Ltd.,"Bafal, Kathmandu,","00977-1-2234567,00977-9801030700,"
Samari IT Solutions (P.) Ltd.,"Kantipath,","00977-1-4215848,00977-9841298472,"
Space Tech Computer Pvt. Ltd.,"Kantipath, P.O. Box: 9667, Ktm,","00977-1-4263368,00977-9851046697,"
Tech Solutions,unknown,"023585019,9842760400,"
Techzilla Pvt. Ltd.,"Battisputali,","00977-1-2290533,00977-98412917229801011414,"
TECHNOS CORPORATION (NEPAL),"Khichapokhari,","42676294248729,,"
TEJ BINAYAK COMPUTER HOUSE AND CYBER,"GOTHATAR-3,","01-4993406,9843340527,"
Alliance Infotech,unknown,"00977-1-4491263,,"
Apnet Computer Services,"Thamel, P.O. Box: 5461, Ktm,","00977-1-4423932,,"
Asian Multi Traders Pvt. Ltd.,"Jhochhen, P.O. Box: 13991, Ktm,","00977-1-424463742429082012012,,"
Beltron Trading Pvt. Ltd.,"Kopundole,","00977-1-55279995521999,,"
Chino Dot Com Pvt. Ltd.,"Narayanghat,Chitwan,","056521240,9855064367,"
Cisco IT Concern,"Butwal-6, Bhairahawa","5414629857028139,,"
Cisco IT Conern,"New Baneshwor, P.O. Box: 8975 EPC 2532,","00977-1-4784697,,"
City Computer System,"New Road,","00977-1-42200584216227,,"
Commercial Network Pvt. Ltd.,"Kamaladi,","00977-1-4419760,,"
Computer Advanced Technology Pvt. Ltd.,"New Road,","00977-1-4222575,,"
Computer Concern,"Putalisadak,","00977-1-4426606,,"
Computer House,"Nacchi Galli,","00977-1-4241593,,"
COMPUTER LINKS,"Bagbazar,","4220696,,"
Creative Technology,"Bhrikuti Chowk, P.O. Box: 116, Brt,","530935,,"
Cybernetics Pvt. Ltd.,"Putalisadak,","00977-1-44204324420411,,"
Digital Biz Spot Pvt. Ltd.,"Kupondole, P.O. Box: 8975 EPC 2094,","00977-1-21003672114167,,"
Digitek Infosys,"Putalisadak,","00977-1-44176334417583 Ext 222,,"
Dolphin Associates Pvt. Ltd.,"GPO: 8975 EPC 5362, Kamaladi,","4243071,,"
E-Com Systems,"Buddhanagar, P.O. Box: 8973 NPC 507,","00977-1-4784900,,"
Explore Digital,"Kamaladi,","00977-1-01-4011556,,"
Flash International,"New Road,","00977-1-4222384016910454,,"
Fortune Global Pvt. Ltd.,"Kantipath, P.O. Box: 23903, Ktm,","00977-1-4212468,,"
GNEXT ENTERPRISES,"Soalteemode,","4272328016910560,,"
