Name,Address,Telephone
Himalayan Creative Arts,"Mahapal, P.O. Box: 241, Ltp,","00977-1-552386555540769851066409,,"
Mahalaxmi Jewellery,"Teku,","00977-1-42419914241993,,"
SALONI TRADE CONCERN PVT LTD,"Kathmandu,","42260184245901,,"
Swarna Griha,unknown,"6610986619349851050176,,"
Temple Art Exposition,"Durbarmarg, P.O. Box: 1489, Ktm,","00977-1-4499731,,"
Thabahil Craft (P) Ltd.,"Thamel, P.O. Box: 21324, Ktm,","00977-1-44103889851010438,,"
Trident Craft (P.) Ltd.,"Thamel, P.O. Box: 21324, Ktm,","00977-1-44113854443640,,"
Trident Craft Pvt. Ltd.,"GPO: 21324, Ktm, Thamel,","4411385,,"
My Shop - online shopping in Nepal,"Nakkhu, Lalitpur,","unknown,9851222136,"
Silver House,"Newroad,","+977-1-5713376,,"
ASRI JEWELERS PVT. LTD.,"New Road,","4249506,,"
Classic Diamond Jewellers,"Harihar Bhawan, P.O. Box: 5847, Ktm,","00977-1-554646255464635546464,,"
GANAPATI RUDRAKSHA HOUSE,"Tripureshwor,","41170339851035350,,"
Gorkha Gems & Jewellers,"Mangalbazar, P.O. Box: 2516, Ktm,","00977-1-5541548,,"
Kathmandu Ornaments,"New Baneshwor, P.O. Box: 11746, Ktm,","00977-1-44767774498999,,"
MY 7 DIAMONDS INTERNATIONAL PVT. LTD.,"Gongabu,","2081409,,"
Nepal Handmade Silver Jewellery Workshop,"Boudha,","00977-1-4499809,,"
ORIENTAL CREATION,"Tahachal,","4270516,,"
SARASWATI GAHANA GRIHA,"Maitidevi,","4445412,,"
Shree Ridhi Sidhi Jewellers,"Bishal Bazar,","00977-1-422810442281524243184,,"
S.Kumar Watch Company,"Tribhuwan chowk,","081521118,009779848031176009779847996635,"
Swiss International,"Dharmapath, P.O. Box: 1536, Ktm,","00977-1-4220190,,"
Vairab Jewelry & Gems,"Indrachowk,","00977-1-42221864238286,,"
VAIRAB JEWELRY AND GEMS,"Indrachowk,","42221864238286,,"
GEOSUNNYGEMS INTERNATIONAL,129 Yakubu Gowon Crescent Asokoro Abuja,"+2348036494114,+2348036494114,"
OM JWELLERY CENTRE,"3/12,RAMJANKI PATH,BIRATNAGAR,","00977-21-528671,,"
Prem Guruju Jewellers,"Bagbazar,","01-4225104,9841259833,"
Shree Mahalaxmi Jewellers,"12/13, Rangeli Road Near NMB Bank,","+977-21-516643,,"
Ajanta Quartz,"New Road, P.O. Box: 1861, Ktm,","00977-1-42562364218213,,"
Aquamarine Enterprises,"Basantapur, P.O. Box: 1529, Ktm,","00977-1-42445674253553,,"
Arjun Metalers,unknown,"522758,,"
Ashiya Gift House,"Thamel,","00977-1-4265093,,"
BALAJI SUN CHANDI PASAL,"Amarpath, Butwal/Bhairahawa","545005,,"
Creative Arts,"Thamel,","00977-1-4700269,,"
Crystal Light Rough Stone,"Thamel,","426783498412180739851026542,,"
24 CT,"New Road,","00977-1-4240288,,"
Ebisu Jewellers,"Durbar Marg,","00977-1-422281542190164247226,,"
EBISU JEWELLERS CENTRE PVT. LTD.,"Durbarmarg,","422281542190164247226,,"
Gahana Griha,"New Road,","00977-1-42248264224886,,"
GEM's Empire,"Thamel,","00977-1-4269096,,"
GEM-SPOT AND JEWELLERY,"Thamel,","4250608,,"
IMS TELETIME NEPAL PVT. LTD.,"New Road,","42207274220343,,"
Jolly Gems,"Soaltee Crowne Plaza, P.O. Box: 194, Ktm,","00977-1-42722424274494,,"
Laxmi Silver & Gold Workshop,"Thamel,","00977-1-4700869,,"
Marzan Fine Jewellery,"Lazimpat,","00977-1-4442939,,"
Millennium Crafts,"Thamel, P.O. Box: 10752, Ktm,","00977-1-4258999,,"
National Gems & Jewelleries,"GPO: 13982, Ktm, Sanepa,","5525591,,"
Nava Durga Jewellery,"Thamel, P.O. Box: 13857, Ktm,","00977-1-42295034218008,,"
Nepal Gold & Silver Art Association,"Old Baneshwor, P.O. Box: 21162 WIB 829,","00977-1-44236484445327,,"
Nepal Gold & Silver Dealer's Association,"Dhalko, P.O. Box: 20712, Ktm,","00977-1-4260586,,"
Nepal Trade Network (P) Ltd.,"New Road, P.O. Box: 1861, Ktm,","00977-1-4256236,,"
NEPAL TRADE NETWORK PVT LTD,"Ganabahal,","42562364218213,,"
NOOR GEMS,unknown,"42216644225052,,"
Om Jewellery,"Thamel, P.O. Box: 10344, Ktm,","00977-1-47009134276901,,"
Om Victor Gems,"Thamel,","00977-1-4443487,,"
Ornament House,"New Road,","00977-1-422482642248864244932,,"
PANCHA,"Bouddha,","4479044,,"
Pragya Jewellery Workshop,"Thamel,","00977-1-4260412,,"
Regency Watch,"Durbarmarg,","00977-1-4243458,,"
Sulux Centre,"Durbar Marg Branch,","00977-1-42225394227103,,"
Time Point (Citizen),"Ratna Plaza, P.O. Box: 2817, Ktm,","00977-1-42228184220297,,"
Traditional Trade Craft,"Jyatha,","00977-1-4256982,,"
Victor Gems,"Thamel,","00977-1-4443487,,"
YAK AND YETI ENTERPRISES PVT.LTD.,"Lazimpat,","44137604413552,,"
Yaqoot Enterprises,"Thamel,","00977-1-4219338,,"
Maitry Jewellers,"Gabahal,","00977-1-5533259,,"
Nepal Crystal Legend Links,"Thamel, P.O. Box: 10781, Ktm,","00977-1-4220368,00977-9851035797,"
Rojen Jewellery & Curio Shop,"Jyatha,","00977-1-4251533,00977-9841638519,"
Aastha Jewellery,"Thamel,","00977-1-4430539,,"
ABHUSAN GRIHA,"New Road,","42548274225567,,"
Agarwal Pearl's,"Bishal Bazar,","00977-1-42282534222048,,"
Anand Jewellers,"Indrachowk,","00977-1-4247461,,"
Annapurna Jewellery,"Ason, P.O. Box: 8975 EPC 5249,","00977-1-42264354225224,,"
Art De Patan P. Ltd.,"Mahapal, P.O. Box: 241, Ltp,","00977-1-55238659851066409,,"
Asia Gems,"New Road,","00977-1-4258325,,"
Astamangal Jewellery Industry,"Pyukha Tole, P.O. Box: 12412, Ktm,","00977-1-4248317,,"
AWARD GEMS,"Thahiti,","4227198,,"
B AND B GOLD SILVER CRAFT PVT. LTD.,"Lazimpat,","4422545,,"
Bentex Jewellery,"Chabahil, P.O. Box: 9618, Ktm,","00977-1-44801154482417,,"
BHAGAWATI GAHANA PASAL,"Maitidevi,","4233648,,"
Cottage Craft Emporium,"Lakeside,","9846025261,,"
Crystal Legend,"Thamel, P.O. Box: 1324, Ktm,","00977-1-42203689851035797,,"
Eco-Design Jewellery,"New Road Gate, P.O. Box: 2510, Ktm,","00977-1-42239304248278,,"
Gahana Ghar,"Pulchowk, P.O. Box: 11585, Ltp,","00977-1-55290505535578,,"
Gem House,"New Road, P.O. Box: 3390, Ktm,","00977-1-4244717,,"
Gem World,"Durbar Marg,","00977-1-4223886,,"
Gems Ornaments Emporium,"Super Market, P.O. Box: 512, Ktm,","00977-1-42232714232371,,"
Guna Jyasa Pasa,"Bhedashing,","00977-1-4244442,,"
Guna Jyasa Pasa,"Pulchowk, P.O. Box: 11630, Ktm,","00977-1-55341485525105,,"
Gyan Ratna & Sons,"Kalimati,","00977-1-42853844285105,,"
Harati Jewellery,"Thamel, P.O. Box: 2160, Ktm,","00977-1-4267124,,"
Himalaya Minerals Gems Nepal Pvt. Ltd.,"Thamel, P.O. Box: 6708, Ktm,","00977-1-2172889,,"
Himali Gems Industry (P) Ltd.,"Thamel, P.O. Box: 6708, Ktm,","00977-1-4423329,,"
Kamdhenu,"Super Market,","00977-1-4228162,,"
Keshab's Statue & Jewellery,"Kalimati,","00977-1-4274501,,"
Laxmi Jewellery,"Naghal Tole,","00977-1-4264482,,"
Mana Kaji Shakya Jeweller,"Phasikeba,","00977-1-42228204266084,,"
NANDINI RUDRAKSHA,"Bishalbazar,","42281834242745,,"
New Gem's Ray Traders,"New Road,","00977-1-42447514232553,,"
New Neem Rana Gift House,"Chhetrapati,","00977-1-4236093,,"
NEW SHAKYA WATCH SHOP,"Kavre,","661272,,"
Ornament Emporium,"Bishal Bazar, P.O. Box: 512, Ktm,","00977-1-42232714232371,,"
ORNAMENT HOUSE (GAHANA GRIHA),"Khichapokhari,","42248264244932,,"
Pierre and Kathleen Jewellery,"Chhetrapati, P.O. Box: 1134, Ktm,","00977-1-4250885,,"
Poornima Ornaments,"Pulchowk,","00977-1-55501219851032909,,"
Potala Arts,"Thamel,","00977-1-4429440,,"
Prasani Traders,"Thahity,","00977-1-4228154,,"
Pragya Enterprises,"Thamel,","4400913,,"
R. B. Enterprises,"Pyukha, P.O. Box: 11581, Ktm,","00977-1-42533364222291,,"
Samyak Gems & Jewellery,"New Road, P.O. Box: 5255, Ktm,","00977-1-4244659,,"
Samay Distributors,"Pako New Road,","00977-1-42314804312081,,"
Sayami Export,"Thamel, P.O. Box: 693, Ktm,","00977-1-4274723,,"
Season Gold Workshop,"Gongabu,","00977-1-43592999851034552,,"
Shakya Ornaments,"Paknajole,","00977-1-4381228,,"
SHAKYA WATCH SHOP,"Kavre,","661272,,"
Shree Bhadrakali Gold and Silver Shop,"Maitidevi,","00977-1-44290599851067400,,"
Shree Ganapti Jewellers,"Bishal Bazar,","00977-1-42215654221492,,"
Shree Vairab Jewelry,"New Road 144,","00977-1-42684754238266,,"
SHREE VAIRAB JEWELLERY,"New Road,","42382664268475,,"
SHREE GANAPATI JEWELLERS,"Bishalbazar,","42215654221492,,"
SHREE PASHUPATI JEWELLERS,"Amarpath, Butwal/Bhairahawa","54447998570293659847201229,,"
Shree Mahalaxmi Jewellery House,"7/98,Main Road, P.O. Box: 4821,,","021-514382021-513359,,"
Siam Gems & Jewellery,"Durbarmarg,","00977-1-4246418,,"
Siddhi Binayak Jewellers,"Thamel,","00977-1-44139824223525,,"
Siddhi Jewellery,"Jyatha,","00977-1-42183434223525,,"
SMRITI WATCH AND MOBILE SERVICE,"Mahendra Pool,","5412099846028138,,"
The Time Zone,"New Baneshwor,","00977-1-4782469,,"
Time World,"New Road,","00977-1-42321764232824,,"
Vairab Jewellery & Gems,"Indrachowk,","422218642684754221212,,"
WATCH CLINIC,"Khichapokhari,","42210134220561,,"
NEW LAXMI JEWELLERS,"Khichapokhari,","4244329,,"
Popular Watch Centre,"Jamal,","00977-1-4228821,,"
Ratna Gahana,"New Road,","00977-1-4263900,,"
SUN CHANDI BIKRETA,"Asan,","4222762,,"
UGRA TARA JEWELLERS,"Asan,","4258457,,"
NEPAL FORUM OF ENVIRONMENTAL JOURNALIST,"Thapathali,","4261191,,"
Mahalaxmi Jewellery,"Main Road (North),","+977-21-524382,,"
Swarovski,"Kamalpokhari,","00977-1-4011603,,"
Barah Jewellery Industries Pvt. Ltd.,"Bhanuchowk,","025-526777520056,,"
Heroesim,"Gairidhara, P.O. Box: 6787, Ktm,","00977-1-4678935,00977-9878987534,"
Ashutosh International (P) Ltd.,"Indra Chowk, P.O. Box: 10339, Ktm,","00977-1-4240084,,"
ASH,"Kathmandu Plaza,","4231630,,"
AZIMA GEMS AND JEWELLERY,"Basantapur,","42236334224486,,"
Baba Jewellery,unknown,"528871,,"
Bakade Jewellery,"Guchha Tole,","00977-1-42209884258461,,"
B AND B GOLD AND SILVER CRAFT PVT. LTD.,"Jyatha,","4218573,,"
BAN EXPORT HOUSE,"New Baneshwor,","4482694,,"
Century Jewellery Shop,"Jyatha,","00977-1-4249259,,"
Chandy Moon Jewellery Workshop,"Jyatha,","00977-1-4226739,,"
CHANDANI GAHANA SHOWROOM,"Chabahil,","44936219851068571,,"
CI.BI. ART TURE,"Thamel,","42525554251899,,"
24 CT GOLD ORNAMENTS AND JEWELLERIES,"New Road,","4240288,,"
C.T.M. INTERNATIONAL,"Khichapokhari,","42476354248148,,"
Estelle Jewellery,"Nagpokhari, P.O. Box: 2666, Ktm,","00977-1-44338004435682,,"
Fozia Creative Centre,"Thamel,","00977-1-4263787,,"
GAYTRI JEWELS,"Chhetrapati,","4213836,,"
GI GEMS AND JEWELLERY INDUSTRY,"Thamel,","42127924226822,,"
GOLD ORNAMENTS AND JEWELLERIES,"New Road,","4240288,,"
HIMALAYAN GEMS NEPAL,"Thamel,","4259550,,"
HIMALI RATNA UDHYOG PVT. LTD.,"Thamel,","4410834,,"
Jai Shiv Watch,"Dugambahil,","00977-1-4230473,,"
KABISH ART PLACE,"Thamel,","4424620,,"
LAXMIPOOJA EMPORIUM,"Phasikeba,","4256304,,"
LOVELY GEMS WHOLESALE AND RETAILE,"Basantapur,","4216271,,"
Mandala Jewellery,"Thamel, P.O. Box: 2160, Ktm,","00977-1-4700863,,"
MANANG JEWELLERY AND GEMS,"Thamel,","4416737,,"
NEW NEVIES CORNER,"Khichapokhari,","4221971,,"
NEW TANDON JEWELLERS,"Sadarline,","520490,,"
NEW UNIQUE GEMS AND JEWELLARY,"New Road,","42231114245821,,"
Nirjala Gold & Silver Dealer,"Indrachowk,","00977-1-42672849851022762,,"
NLIGHT JEWELLERY AND LAPIDARY,"Thamel,","4211081,,"
OM MANI,"Thamel,","4220222,,"
PAUSA CRAFTS,"Khichapokhari,","4252702,,"
Primax International,"GPO: 564, Ktm, New Road,","42240794248407,,"
RAJ BAHADUR SHAKYA AND BROTHER,"Laldurbar,","4217849,,"
RATNA JEWELLERY,"Makhan, Palpa","520088520237,,"
R. B. Enterprises,"Factory,","00977-1-55274665532521,,"
R. Craft Centre,"Makhan Tole,","00977-1-4227463,,"
R. K. Jewellers,"Bangemudha, P.O. Box: 20494, Ktm,","00977-1-425903342590214231989,,"
RK JEWELLERS,"Bangemuda,","42590334259021,,"
R. M. Jewellery Shop,"Jhochhen,","00977-1-42474544250122,,"
SHAMA GEMS,unknown,"4244725,,"
Shiva Shakti Jewellers (P) Ltd.,"Gaushala, P.O. Box: 9547, Ktm,","00977-1-4492909,,"
SHIVA SHAKTI JEWELLERS PVT. LTD.,"Gaushala,","44780154355947,,"
SIGMA TRADING CO. PVT. LTD.,unknown,"4221331,,"
TELE TIME CENTER.,"Dharmapath,","42323044232327,,"
THE DREAM JEWELLERY,"Indrachowk,","42640734435537,,"
Tibet Gems & Jewelleries,"Thahity,","00977-1-42622764259232,,"
Time Centre,"New Road,","00977-1-42305404220038,,"
TIME WATCH COMPANY PVT. LTD.,"Gongabu,","43531914242348,,"
Trade Palace,"Dillibazar, P.O. Box: 2982, Ktm,","00977-1-4413736,,"
Unique Gems & Jewellery,"New Road,","00977-1-42231114245821,,"
West End Watch Co.,"Shukrapath,","00977-1-4259088,,"
J. Diamonds,"Blue Bird Mall,","00977-1-4262012,00977-9841541389,"
Laxmi Gahana Griha,"New Baneshwor,","00977-1-2043711,00977-9841220157,"
Manish Jewellers,"Rangeli Road,","528352535380,9852621141,"
New Time Centre,"Khichapokhari,","00977-1-4215956,00977-9841238288,"
Ruby Land Gems & Jewellery,"Khichapokhari,","00977-1-9841444088,00977-9841333799,"
Shree Chamradevi Jewellers,"Nayabazar,","00977-1-4360500,00977-9851083181,"
Aabhusan Griha,"New Road,","00977-1-42548274225567,,"
Aabhushan Kunja,"Naxal,","00977-1-4418043,,"
AABHUSHAN KUNJ,"Naxal,","4418043,,"
AGATE HOUSE,unknown,"4232845,,"
AGARWAL'S MANSAROVAR,"Supermarket,","4222048,,"
AGRAWAL BHANDAR,"Khichapokhari,","4244835,,"
Akash Bhairab Gahana Griha,"Bhedasingh,","00977-1-4221009,,"
AKAL MAN AND OMBIR MAN TAMRAKAR,"Mahabaudha,","41500774150189,,"
Alankar Gold & Silver Shop,"Maitidevi,","00977-1-4424585,,"
Ali-Shalimar Gems,"Durbar Marg,","00977-1-4222551,,"
ALLAHDIYA GEMS AND JEWELLERY,"Thamel,","4225264,,"
AMAR BIR SINGH TANDUKAR,"Khichapokhari,","42201894468596,,"
AMAR PREM GEM,"Chhetrapati,","4212674,,"
ANANDA PUZZLE RING CENTRE,"Lagan,","4254322,,"
ANMOL JEWELLERS,"New Baneshwor,","4783510,,"
Apsara Ornaments,"Jyatha,","00977-1-424235542542089851023879,,"
Arjun Jewellers,"Bhedasingh,","00977-1-4230903,,"
Asha & Sons,"Pulchowk,","00977-1-5536570,,"
ASHA AND SONS,"Pulchowk, Lalitpur","5536570,,"
ASHESH COLLECTIONS,"Kamaladi,","4482786,,"
ASHISH SUN CHANDI GAHANA PASAL,"Amarpath, Butwal/Bhairahawa","540569,,"
A.S. Jewellery,"Ason,","00977-1-4258748,,"
Asoka Gems Cutting (P) Ltd.,"Industrial Estate,","521763,,"
ASTAMANGAL JEWELLERY,"Pyukha,","4248317,,"
ASUKA GEMS PVT. LTD.,"Ind.State,","521763,,"
Baba Gold & Silver House,"Main Road,","523515,,"
BAGESHWORI JEWELLERS,"Sadarline,","521458,,"
Baili Watch Center,"Balaju,","00977-1-2092175,,"
Bajra Jyasa Pasa,"Bhedasingh,","00977-1-4222604,,"
Bajracharya Abhusan Kendra,unknown,"540205542837,,"
BAJRA JYASHA PASA,"Bangemuda,","4222604,,"
BAJRACHARYA AABHUSHAN CENTRE,"Amarpath, Butwal/Bhairahawa","540205,,"
BAJRACHARYA JEWELLERS,"Sabhagriha Chowk,","525105537470061229956,,"
BAJRACHARYA DHAMMA JEWELLERS,"Amarpath, Butwal/Bhairahawa","5401949857025187,,"
Banepa Watch Shop,"Tindobato,","011-661650,,"
BARAILY SUN CHADI PASAL,"Narayan Path, Butwal/Bhairahawa","522215,,"
BARALI GOLD AND SILVER SHOP,"School Chowk, Chitwan","521156,,"
BAUDDHA JEWELERS,"Gallamandi, Butwal/Bhairahawa","522172,,"
Bedman Mahendraman Guvaju,"Moharia Tole,","522434522429,,"
Bhaibhab Laxmi Gold & Silver Palace,"New Road,","00977-1-4252244,,"
Bhajuratna Jewels,"Gabahal,","00977-1-55330855534917,,"
BHAT-BHATENI JEWELLERS,"Bhatbhateni,","4426978,,"
BHADRAKALI JEWELLERY,"Wotu,","4248022,,"
Bhimratna Sun Chandi Pasal,"Mangalbazar,","00977-1-5534910,,"
Bhintuna Jewellers,"Chabahil,","00977-1-4460810,,"
BHIM SOON CHANDI PASAL,"Anandban, Butwal/Bhairahawa","560090,,"
BHUPAL MAN SHREEPAL MAN JEWELLERS,"Indrachowk,","4222151,,"
BIkash Diamond,"Durbarmarg,","00977-1-42527304252731,,"
BINOD B.S.TAMRAKAR,"Thamel,","4212666,,"
Birendra Man & Brothers Gold & Silver Jewellery,"Lagan,","00977-1-42207264257247,,"
BIRENDRA MAN AND BROTHERS,"Nardevi,","4266122,,"
BIRENDRA MAN SHAKYA,"New Road,","42291574278428,,"
BISHOWKARMA SUN CHADI AND KHUKURI PASAL,"Bank Road, Butwal/Bhairahawa","521412,,"
Blue Star Traders,"New Road,","00977-1-42384269851087881,,"
Bright Gems,"Kalimati,","00977-1-42751494227681,,"
British Gorkha Jewellery Shop,"Maharajgunj,","00977-1-4375744,,"
Buddchra Ghana Ghar,"Moharitole,","520242,,"
Buddhacharya Gahana Griha,"Moharia Tole,","520242523921,,"
Buddhacharya Jewellers,"Mahanya Tole,","523921520731,,"
24 Carat Jewellers,"Manbhawan,","5524784,,"
Charumati Jewellers,"Guchha Tole,","00977-1-42678469851065867,,"
CHAINS NEPAL,"Kalimati,","4272242,,"
CHAIN JEWELLERS,"Bhimsensthan,","4258924,,"
CHANDRAMA GOLD AND SILVER HOUSE,"Battisputali,","4463107,,"
Chhiring Arts,"Thamel,","00977-1-4251708,,"
CHISTEE GEMS,"Thamel,","4251734,,"
CITY ORNAMENTS,"Gabahal, Lalitpur","5550084,,"
CITIZEN SERVICE CENTRE AND SHOWROOM (TIME POINT),"Dharmapath,","4222818,,"
Correct Time Watch Co.,"Lagankhel,","00977-1-55361339851038046,,"
Craft 2000 (Jewellry Branch),"Durbar Square,","00977-1-4260494,,"
CRAFT GEMS,"Thamel,","4227141,,"
Creative Gems & Jewellery,"Satghumti,","00977-1-4700281,,"
Crystal World,"Thamel,","00977-1-9851062293,,"
CRYSTAL TIME,"Khichapokhari,","4224832,,"
Cullinan Gem,"New Road,","00977-1-4224793,,"
DAINA JEWELLERY CENTRE,"Bank Road, Butwal/Bhairahawa","522236,,"
DARBAR JEWEL,unknown,"42200064248719,,"
DASARATH MUNI PARASMUNI SHAKYA,"Rampath, Butwal/Bhairahawa","540792,,"
Deepak Jewellers,"Maisthan,","522145,,"
DEEP JEWELLERS,"Sadarline,","520478522483,,"
DESIGHN AND PRODUCTION,"Asan,","4248572,,"
Dev Corner,"Naxal,","00977-1-443486844231179851025043,,"
Dhan Jyasa Pasa,"Chuchhepati,","00977-1-4493105,,"
DHANA JYASA PSA,"Chabahil,","44931054248324,,"
Diamond Gallery,"New Road,","00977-1-42203542063297,,"
DINESH MAN SHAKYA,"Naradevi,","4246356,,"
DIPENDRA JYASHA PASA,"Pako, New Road,","4223931,,"
DKNY,"Tripureswor,","00977-1-4221451,,"
Dukan No. 79,"New Road,","00977-1-443487542221029851021537,,"
DURBAR GEMS,unknown,"4227099,,"
EBISU JEWELLERY,unknown,"42268624247226,,"
ECO-DESIGN JEWELRY,"New Road,","42239304248278,,"
EKJATI JEWELLERY,"Nhaikantala,","42290714224032,,"
Electronic Shoppee,"Ratna Plaza,","00977-1-42405694244873,,"
Emirald City Trading Concern,"Moharia Tole,","522342525342,,"
Everest Diamond Mart,"New Road, P.O. Box: 977, Ktm,","00977-1-4221899,,"
Everest Mahadev Rudrakshya & Pearls,"Bishal Bazar,","00977-1-44699049851068138,,"
FASHION GEMS,unknown,"4231958,,"
Fine Cullinan Jewellery,"New Road,","00977-1-4224793,,"
FINE JEWELLERY,"Thamel,","4229155,,"
FIVE STAR JOURNAL SERVICE CO.PVT.LTD.,"Krishnagalli, Lalitpur","5524489,,"
Four Nine Golden Ornaments & Jewellery,"New Road,","00977-1-4243492,,"
Four Nine Jewelleries,"Mohariya Tole,","523909522342,,"
FOUR NINE,"Pako, New Road,","4243492,,"
Gahana Kunj,"New Road,","00977-1-4247477,,"
Gahana Palace,"New Road Gate,","00977-1-42313924220911,,"
GAHANA KUNJA,"Khichapokhari,","4247477,,"
GAHANA PASAL,"Pako, New Road,","4223277,,"
GALLARY OF JEWELLARY,"Khichapokhari,","4229452,,"
GANDAKI SOONCHANDI PASAL,"Amarpath, Butwal/Bhairahawa","541115,,"
GANESHAYA SUN CHANDI PASAL,"Amarpath, Butwal/Bhairahawa","54418898069313729803556491,,"
Gautam Shakya Gold & Ornaments,"Ason Tole,","00977-1-42564814226118,,"
GAUTAM SHAKYA GOLD AND ORNAMENTS,"Asan,","4256481,,"
Gem House,"Tahachal,","00977-1-4271250,,"
Gem International,"Thamel,","00977-1-4701367,,"
Gem Plaza,"Durbar Marg,","00977-1-4224516,,"
GEMS ORNAMENT EMPORIUM,"Supermarket,","4223271,,"
GEM PALACE,"Basantapur,","4223950,,"
GEMS AND CRAFTS CENTRE,"Thamel,","4221226,,"
G.K.GEMS,"Thamel,","42112394414097,,"
Gold House The Ornament Store,"New Road,","00977-1-42398154239835,,"
Gold & Silver,"Thahity,","4230744,,"
GOLD AND SILVER ORNAMENTS MAKERS,"Yetkha,","4260176,,"
GOLD HOUSE,"New Road,","42398154239835,,"
GORKHA JEWELLERY,"Jawalakhel, Lalitpur","5525471,,"
Gosainkunda Gems & Jewellery,"Thamel,","00977-1-4700601,,"
GREEN PERFUME CENTRE,"Khichapokhari,","4221895,,"
GULMELI SOON CHANDI PASAL,"Amarpath, Butwal/Bhairahawa","542616,,"
Guna Silver Mart,"Pulchowk,","00977-1-5534149,,"
GUNA JYASHA PASA,"Pulchowk, Lalitpur","55251055534148,,"
Gurujuko Gahana Pasal,"New Baneshwor,","00977-1-4494262,,"
GURU NANAK JEWELLERS,"Sadarline,","523193,,"
GYAN RATNA AND SONS,"Kalimati,","4285105,,"
Hallmark,"Jyatha,","00977-1-4250608,,"
Hama Galaxy Jewellery Jyasa,"Pyukha Tole, P.O. Box: 12412, Ktm,","00977-1-4226415,,"
HAMRO GULMELI SUN CHANDI PASAL,"Amarpath, Butwal/Bhairahawa","5405649847045837,,"
HAMAA GALAXY JEWELLERY,"Pyukha,","4226495,,"
Harsha Jewellery Shop,"Bangemudha,","00977-1-4231426,,"
HARATI ABHUSAN GRIHA,"Guchhatole,","4249051,,"
HARERAM HAREKRISNA,"Milanroad, Chitwan","520573,,"
Himalaya Jewels,"Kupondole,","00977-1-5523273,,"
Himalayas A Tiberain Jewellery House,"Thahity,","00977-1-4250988,,"
Himchuli Stores,"Durga Market,","524023,,"
HIMAL GAHANA GRIHA,"Amarpath, Butwal/Bhairahawa","9857020556548356543052,,"
Hirakaji Rajbhai Shakya,"Hakha Tole,","00977-1-5526013,,"
HIRA KAJI JEWELLERY,"Phasikeba,","4255997,,"
HOME ELECTRONICS,"Bagbazar,","42438004218147,,"
Hongkong & Singapore Jewellers,"New Baneshwor,","00977-1-4267473,,"
HONGKONG JEWELLERS,"Sadarline,","520508,,"
INTERNAATIONAL MARKETING SERVICES,Lalitpur,"5523544,,"
Jai Mata Di Gold Palace,"New Road,","00977-1-42437364243678,,"
