Name,Address,Telephone
Hyundai Electronic Concern,"P.O. Box: P.O. Box 556, ktm,","00977-1-4240650,,"
INTERACTIVE ELECTRONICS PVT. LTD.,"New Baneshwor,","47832084782581,,"
Kathmandu Electro Tech Service,"Tebahal,","00977-1-422634442465189851065029,,"
Kathmandu Electronics & Computer (P) Ltd.,"Naxal, P.O. Box: 3846, Ktm,","00977-1-4423540,,"
Kathmandu Repairing Centre,"Tebahal,","4246518,,"
Keren International,"Sundhara, P.O. Box: 5160, Ktm,","00977-1-4232855,,"
Kirara Electronics Nepal,"New Road, P.O. Box: 12648, Ktm,","00977-1-422871942539004267636,,"
Kuber Electronics,"New Road, P.O. Box: 9332, Ktm,","00977-1-42551384242146,,"
K.V. Overseas Marketing Pvt. Ltd.,"Putalisadak, P.O. Box: 10148, Ktm,","00977-1-4445743,,"
MAHESH OVERSEAS ENTERPRISES/ HEMANT TRADE CENTRE PVT. LTD.,"Khichapokhari,","42500664249880,,"
MANTRA NEPAL INT,"Kantipath,","42490084259289,,"
Multitec Trade Circle,"Thapathali,","00977-1-425734742576984215155,,"
NAULO SRIJANA ENTERPRISES,"Kathmandu,","4426646,,"
Neco-Av (P) Ltd.,"Kamalpokhari, P.O. Box: 4047, Ktm,","00977-1-44179864419145,,"
Nepal Electric Vehicle Industry (P.) Ltd.,"Lazimpat, P.O. Box: 8975 EPC 5154,","00977-1-443600044269994435600,,"
Nepal Electrical Vehicle Industry Pvt. Ltd.,"Lazimpat, P.O. Box: 8975 EPC 5154,","00977-1-443600044269974435600,,"
Nepal Electronics Pvt. Ltd.,"Gabahal,","00977-1-5552333,,"
Nepal Electronics,"Gabahal,","5537537,,"
NEPAL TRADE NETWORK PVT LTD,"Ganabahal,","42562364218213,,"
Nikita Exim (P) Ltd.,"New Road, P.O. Box: 6155, Ktm,","00977-1-42401514232620,,"
NIKITA EXIM PVT. LTD.,"New Road,","42401514232620,,"
Pacific Electro-Machinery Concern,"Dugambahil, P.O. Box: 369, Ktm,","00977-1-4223849,,"
Patan Electronics,"Gabahal,","00977-1-5533950,,"
Patan Multi Computers & Electronics,"Pulchowk,","00977-1-55259855520417,,"
Power Tools & Control,"Sundhara, P.O. Box: 8209, Ktm,","00977-1-422203542321409851062487,,"
Preesu Electronics,"Tahachal, P.O. Box: 3418, Ktm,","00977-1-4270963,,"
Quality Trade Link,"Sirjana Chowk,","530476,,"
Sampada Electronics,"Bishal Bazar,","00977-1-422297842283534231048,,"
Saurabh Photo International,"Tinkune,","00977-1-4111864,,"
SHIV TRADE INTERNATIONAL,"Kathmandu,","4220173,,"
Shobha Enterprises,"New Road, P.O. Box: 7458, Ktm,","00977-1-42677444263925,,"
Shree Eco Visionary (P) Ltd.,"Bhanimandal, P.O. Box: 8975 EPC 1082,","00977-1-2122030,,"
Shreworld Trading House,"Kamaladi, P.O. Box: 2920, Ktm,","00977-1-4230494,,"
Shuva Electronic Enterprises,"Sundhara, P.O. Box: 23084, Ktm,","00977-1-422112042318414268450,,"
Sigma Resources Pvt. Ltd.,"Balaju, P.O. Box: 4605, Ktm,","00977-1-43600002030303,,"
S. N. Electronics,"Bagbazar,","00977-1-4224989,,"
Space Electronic Line,"New Road,","00977-1-42420074222776,,"
The Electronic Shop,"Dharmapath, P.O. Box: 1414, Ktm,","00977-1-42405694244873,,"
THE ELECTRONIC SHOPPE,"Dharmapath,","42405694244873,,"
TIME LINE ELECTRONICS PVT. LTD.,"Durbarmarg,","422913842464814233302,,"
WATT AND VOLTS HOUSE,"Dillibazar,","4411330,,"
W. P. International Pvt. Ltd.,"Kupondol, P.O. Box: 8973 NPC 503,","00977-1-55482175544900,,"
Baba Electronics Service,"Kalanki,","00977-1-4281172,00977-9841326857,"
Dhukuti Nepal International Pvt. Ltd.,"Naxal,","00977-1-4264322,00977-9851038224,"
HaatMandu,"Shantinagar,","unknown,+9779841649480,"
Horizons Electronics General Trading,"Dunge Dhara,","00977-1-6923290,00977-9802038006,"
Interactive Electronics,"Putalisadak,","00977-1-44170554424879,00977-9741128619,"
Jai Shiv Shakti Electronics,unknown,"527220,,"
Next Electronics Sales and Service,"Gongabu, P.O. Box: 21199, Ktm,","00977-1-4380483,00977-9851093990,"
Prudential Trading Pvt. Ltd.,"Golfutar, P.O. Box: 24304, Ktm,","00977-1-9721454264,00977-9841267135,"
Rajdhani Traders,"New Road,","00977-1-4442647,00977-9851038665,"
Rays International,"Tripureshwor,","00977-1-4261162,00977-9851050700,"
Sharp Showroom,"Thapathali,","00977-1-42545634245771,,"
Shrestha Electronics,"Kwalkhu,","00977-1-5531956,00977-9851040589,"
Sipradi Autoparts Pvt. Ltd.,"Kalanki,","00977-1-43155504315551,00977-9841034630,"
Acro International Trading,"Thapathali,","00977-1-4425489,,"
Advantech Trade Link,"Teku,","00977-1-4247949,,"
Advance Electronics Service Centre,"Maharajgunj,","00977-1-44118094373176,,"
A-One Electronics Pvt. Ltd.,"New Baneshwor,","00977-1-47805154786222,00977-9851039017,"
BHAWANI TRADE CONCERN,"Traffic Chowk, Butwal/Bhairahawa","5443305446805408679857020830,,"
BHAGWATIDEVI TRADE LINRS,"Butwal/Bhairahawa,","5453894374109847130876,,"
BINAYAK ELECTRONICS,"Chabahil,","4479374,,"
B. S. Electronic,"Maitidevi,","00977-1-44175574428074,,"
Central Home Luxury,"Tripureshwor,","00977-1-4117300,,"
Dayamatic Electronics,"Wotu Tole, P.O. Box: 11827, Ktm,","00977-1-424791542440894260470,,"
DIWASI TRADERS,"Narayangadh, Chitwan","5708675705945708949855055474,,"
Dongol Electro-Electronic Centre,"Bhimsenthan,","00977-1-42606444229827,,"
ELECTRONIC WORLD,"Praharitole, Butwal/Bhairahawa","526100521798,,"
Emco Electronics & Computers,"Putalisadak,","00977-1-42447694252902,,"
FAIR DEAL ELECTRONICS,"Jawalakhel, Lalitpur","5536107,,"
Fridge and ac sales & service,"Gongabu,","00977-1-4380483,,"
Gadgets and Gizmos,"Durbar Marg,","00977-1-9803212961,,"
Gautam Electric & Electonics Centre,"Thapathali,","00977-1-4230908 4230893,,"
GK Electronics,"Ason,","00977-1-4228069,,"
GUDDI,"Bishalbazar,","4221870,,"
Hansophone Electric & Electronics,"Purano Baneshwor,","536604,,"
HH & Co. Pvt. Ltd.,"Durbar Marg, P.O. Box: 363, Ktm,","00977-1-42303824230378,,"
IEC International Electronic Concern (P) Ltd.,"Ramshahpath, P.O. Box: 12588, ktm,","00977-1-44221074421991,,"
Integrated Electronic Services Pvt. Ltd.,"Bagbazar,","00977-1-4244678,,"
Jai Shiv Shakti Electronics,"Naghel,","00977-1-42594719851073156,,"
Janaki Electronics,"New Road,","00977-1-4220328,,"
Kantipur Electronics & Computers,"Naxal,","00977-1-4423540,,"
Leotronix Service Centre,"New Road,","00977-1-4246260,,"
MARK INTERNATIONAL PVT. LTD.,"Pako, New Road,","4224130,,"
Namaste T. V. Center,"New Baneshwor,","4781779,,"
National Electronics & Computers,"Kalikasthan, P.O. Box: 8975 EPC 5622,","00977-1-4440773,,"
NAVARANG T.V. CENTRE,"Itahari,","5803325868399852020076,,"
Nikita Exim (P) Ltd.,"New Road, P.O. Box: P.O. Box 6155, ktm,","00977-1-4240151,,"
Om Mangalam Traders Repairing Center,"Baluwatar,","00977-1-4444467,,"
OM SHIVA ELECTRONIC ENGINEERING SERVICE,"Dharmapath,","4246340,,"
PAGARIA ELECTRONIC NEPAL,"Adarshnagar,","527464,,"
Pana Vision,"New Road,","00977-1-4248923,,"
Patan TV Center,"Lagankhel,","00977-1-5526521,,"
Pcubes Electronics,"Kupandole,","00977-1-5550140,,"
Pradhan Electroland Pvt. Ltd.,"Chabahil, P.O. Box: 20188, Ktm,","00977-1-44854159851068408,,"
Raj Trading Concern,unknown,"00977-1-44931322142474,,"
R.K. ELECTRONICS,"Maisthan,","523536,,"
SAURAV TRADE LINK,"Sadarline,","520261,,"
Sharp Showroom,"Pulchowk,","00977-1-55469495546950,,"
Shiv Electronics Concern,"Super Market, P.O. Box: 5797, Ktm,","00977-1-42291614242240,,"
Sigma Resources Pvt. Ltd.,"Kupondole, P.O. Box: 4605, Ktm,","00977-1-55407445527486,,"
Sonu Service Centre,"New Road,","00977-1-4225654,,"
SUJATA LIGHTING SUPPLIERS,"Kalopool,","4419469,,"
TechnoHome,"Pulchowk, P.O. Box: 5638, Ktm,","00977-1-5521142,,"
Tie Institute,"Putalisadak,","00977-1-4238410,,"
Top Electric Vehicle P. Ltd.,"Maru,","00977-1-4266155,,"
Tuladhar TV/AV Center,"New Road,","00977-1-4245301,,"
Tuladhar TV'AV Center,"New Road,","4245301,,"
DAKSHINKALI ELECTRONICS CENTER,"New Road,","5413489846069986,,"
Jumbo Electronics,"New Road,","00977-1-01-2013200,,"
Sony Service Center,"Kantipath,","00977-1-4259289,,"
Happy Home,"New Road,","00977-1-42230044222543,,"
SPEI Pvt. Ltd.,"Bhotebahal, P.O. Box: 8975 EPC 5450,","00977-1-42464439841214371,,"
T T Center,"Bishal Bazar, P.O. Box: 1387, Ktm,","00977-1-4224210,,"
Alfa Electronics Services,"New Road, P.O. Box: 3640, Ktm,","00977-1-4220993,,"
Balaji Electronics,"Sukrapath,","00977-1-4220201,,"
Blue Horse Electronics,"Ranamukteshwor,","00977-1-42596419851027580,,"
Butwal Engineering Works (P) Ltd.,unknown,"540212540386,,"
C.T.M. INTERNATIONAL,"Khichapokhari,","42476354248148,,"
DIPPAN ELECTRONICS,"Bardiya,","4207279848026090,,"
DRN TOWER,"Mahabaudha,","4230847,,"
Electronic Trade Centre,"Ason,","00977-1-4229391,,"
ELECTRO APPLIANCES PVT. LTD.,"New Road,","42328174232818,,"
ETC Electronic,"Ason,","00977-1-4229391,,"
EURO ELECTRONICS,"Lalitpur,","55238395534263,,"
Everest Technical Institute (P) Ltd.,"GPO: 19632, Ktm, Gongabu,","4355200,,"
Hans Electronics & Electricals,"GPO: 8975 EPC 5550, Putalisadak,","4226876,,"
Harishan Electronic Home Service,"Sukrapath,","00977-1-42446249851041500,,"
HOOVER ELCTRIC CONCERN,"Jawalakhel, Lalitpur","5527080,,"
JAI ELECTRONICS,"Mahabirsthan,","527044,,"
Kathmandu Electronics Service Centre,"Maitighar Chowk,","00977-1-42237624255945,,"
Khasha Electronics Suppliers,"Mahaboudha,","00977-1-4257467,,"
KUMARI AUDIO VIDEO WORLD,"Ram Mandir, Butwal/Bhairahawa","540648,,"
Microtech,"Kupondole,","00977-1-5523754,,"
M/S R. K. Light Centre,"Sundhara,","00977-1-42268234248444,,"
Nepal Hima Trade Link Pvt. Ltd.,"Bakhhundol, P.O. Box: 1335, Ktm,","00977-1-5546076,,"
Nepal Gas Heating Enterprises,"Soaltee Mode,","00977-1-42716349851073545,,"
NEPA HIMA TRADE LINK PVT. LTD (SONY),"Bakhundole, Lalitpur","554607655507055553808,,"
New Siddhartha Enterprises,"New Road,","00977-1-4262183,,"
NEW SUPER STAR ENTERPRISES,"New Road,","42420004230971,,"
NIKKI ENTERPRISES,"Makhan,","4225503,,"
NIRANJANA TRADERS PVT. LTD.,"Khichapokhari,","4225841,,"
OLYMPUS INTERNATIONAL PVT. LTD.,"Khichapokhari,","42227254248971,,"
Omit Electronic Shop,"Mahendra Pool,","523293521679,,"
Overseas Electronics,"Khichapokhari,","4222542,,"
PINNACLE INTERNATIONAL TRADERS,"Putalisadak,","4215947,,"
Sony Electronics,"Koteshwor,","00977-1-4496684,,"
Sunrose International Pvt. Ltd.,"Pulchowk, P.O. Box: 15142 KPC 363,","00977-1-5524711,,"
Suraj Electronis Center,"Bishal Nagar,","00977-1-4432158,,"
VISION ELECTRONICS,"Pokhara,","522010,,"
A-One Sales & Services Pvt. Ltd.,"New Baneshwor,","00977-1-47804124780084,00977-9851032849,"
City Electronics,"New Baneshwor,","00977-1-4785490,,"
Digiworld,"Mainroad,","21-522662,9852027083,"
Society Moves on Alternative Source Pvt. Ltd.,"Panipokhari,","00977-1-01-6922054,00977-9851104100,"
V-Tech Electronic Traders & Home Appliances,"New Baneshwor,","00977-1-4783596,00977-9851060125,"
Aakashdeep Electronics,"GPO: 1894, Ktm, Putalisadak,","44300154467260,,"
A2B Varieties Centre,"Lake Side,","521791,,"
Ace Electronics,"Dillibazar,","00977-1-44320114430007,,"
Aditya Electronics,"Boudha,","00977-1-4467710,,"
Advanced Tech Services,"New Road,","00977-1-4260789,,"
Agro Engineering Works (P) Ltd.,"Ind. Estate, Bhairahawa","540179,,"
Akash Deep Electronics,"Putalisadak,","00977-1-4430196,,"
Akashdeep Electronics Pvt. Ltd.,"Putalisadak, P.O. Box: 1894, Ktm,","00977-1-44300154430891,,"
AKASHDEEP ELECTRONIC PVT.LTD.,"Putalisadak,","44300154430891,,"
Alankaran Electronic,"New Road,","00977-1-4249703,,"
Alfa Electronics (P) Ltd.,unknown,"521529,,"
AMAR ELECTRONICS,"Maisthan,","524916,,"
Amuse Traders P. Ltd.,"Kalimati, P.O. Box: 6833, Ktm,","00977-1-42744794276368,,"
AMUL TRADERS,"Kanchanpur,","5247705242501,,"
AMUSE TRADERS PVT. LTD.,"Kalimati,","42744794276368,,"
Anand Eletronics,unknown,"021-536049,,"
Anish Electronics,"Ason,","00977-1-4250290,,"
Anish Traders,"Mahaboudha,","00977-1-4245088,,"
Anuj Electronics & Computer Service,unknown,"00977-1-9841206835,,"
A-One Sales & Services Pvt. Ltd.,"Pulchowk,","00977-1-5543597,,"
A One Electronics Pvt. Ltd.,"Gothatar,","00977-1-9851070237,,"
A-One Sales & Services,"New Baneshwor,","4780412,,"
A-ONE SALES AND SERVICE,"Baneshwor,","47804124780084,,"
Appolo Electronics Services,"Thamel,","00977-1-4416416,,"
ARANIKO ELECTRIC,"Narayan Path, Butwal/Bhairahawa","526446,,"
ARUN IMPEX,"Praharitole, Butwal/Bhairahawa","520279,,"
ASHA HITTER UDHYOG,"Thimi,","66319964783093,,"
ASIAN ELECTRONICS,"Gharbari Tole,","521189,,"
ASMITA ELECTRONICS,"Kailali,","5605309848429951,,"
ATRONICES GALLARY,"Kailali,","5612489845433014,,"
Awon Electronic,"Putalisadak,","00977-1-4416644,,"
Bake Bihari,unknown,"529900,,"
Balaju T. V. Center,"Balaju,","00977-1-20830969851066706,,"
Bansal T.V. Center,"Birtamod, Jhapa","023-540028,,"
BANDU ELECTRICALS AND ELECTRONICS,"Bank Road, Butwal/Bhairahawa","522948,,"
Baral Traders,"Mahabaudha,","00977-1-42585779851027066,,"
Beltron Trading Pvt. Ltd.,"Kantipath,","00977-1-42496844249784,,"
BG VIDEO AND ELECTRONICS,"Gabahal, Lalitpur","55345169841323629,,"
BIBHUS TRADING CONCERN,"Dhoka Bahal,","4221380,,"
Bishal Electrics,"Balaju,","00977-1-4353242,,"
Bishal Electronic Centre,"Balaju,","00977-1-4352856,,"
BISHNU HOUSE,"Khichapokhari,","4222070,,"
Blue Diamond Electronics Suppliers,"Bagdurbar,","00977-1-2011301,,"
Bohara Electric Radio Stores,"Main Road,","530187,,"
Boudha Electric & Electronic Service Center,"Boudhanath Road,","00977-1-4488049,,"
"B. P. Radio, Watch Sales Centre","Mahendra Pool,","523693,,"
B.R. Electronic,unknown,"00977-1-6213237,,"
B. R. Electronics,"Kalopul,","00977-1-4410597,,"
Broadtech P. Ltd.,"New Road,","00977-1-42317779851049072,,"
B.R. SUPPLIERS,"Sauffarsatikar, Butwal/Bhairahawa","522445,,"
Buddha Electronics,"Banasthali,","00977-1-4350499,,"
Cable Technology (P) Ltd.,"Traffic Chowk,","521344,,"
CG Digital Pvt. Ltd.,"Chabahil,","00977-1-6205707,,"
Chaudhary Electronic,"Mahaboudha,","00977-1-4219716,,"
CHAUTARI ELECTRICALS,"Kailali,","560921,,"
CHHHATRADEVI ELECTRONICS,"Amarpath, Butwal/Bhairahawa","98471239389847189510,,"
CIRCUIT ELECTRONICS CENTRE,"Pako, New Road,","4263372,,"
City Shop,"New Road,","00977-1-4255108,,"
Classic Electronics Traders,"Chabahil,","00977-1-44662579841232690,,"
Click SolutionCenter,"Lalitpur,","00977-1-5536649,,"
Comet Electro Machinery Traders,"Teku,","00977-1-4242882,,"
COMPWARE TRADERS,"Nayabazar,","524823,,"
Creative Light,"Bhotebahal,","00977-1-4231180,,"
Creative Electronics Concern,"Balaju,","00977-1-4361843,,"
CRT Electronics,"Lalitpur,","00977-1-5527194,,"
Dallu Electronics,"Dallu,","00977-1-42769084289409,,"
Delta Electronics,unknown,"520261,,"
DELTA ELECTRONICS CENTRE PVT. LTD.,"Dillibazar,","421722,,"
Detect Trade Links,"Dillibazar,","00977-1-4430402,,"
D.G. ELECTRONIC,"Chabahil,","44841159841217646,,"
DHAMALA TRADERS,"Kailali,","5603099848427625,,"
Digital Wave Center,"New Baneshwor,","00977-1-4781779,,"
Digital Electronics,unknown,"530720530353Ext. 234,,"
Digital Electronics & Computers,"Old Baneshwor,","00977-1-2060303,,"
DIGITAL POINT,"New Road,","4258912,,"
Dream World Electronic,"Gongabu,","00977-1-4387091,,"
Electro Kitchen Conern,"Bhotebahal,","00977-1-4229525,,"
Electrovoice,"New Road,","00977-1-4216629,,"
Electronic T.V. House,"Kalanki,","00977-1-42799939851045330,,"
Electronics Home,"Bishal Bazar,","00977-1-4221910,,"
Electronics Service Centre,"Dharmapath,","00977-1-4247472,,"
Electronics Service Centre,"Boudha,","00977-1-2073138,,"
Electrovioce,"New Road,","4216629,,"
ELEGANT ELECTRIC WIRING SERVICES,"Sanepa,","5524789,,"
ELECTRO GOODS,Lalitpur,"5544399,,"
Evolotion Trading Pvt. Ltd.,"Khichapokhari,","00977-1-4244408,,"
Extra Life Line center,"Kalimati,","00977-1-4278044,,"
F.A. ELECTRONICS,"Goligadh, Butwal/Bhairahawa","523649,,"
Fair Deal Electronic,"Jawalakhel,","00977-1-55361075548146,,"
FINE WATCH AND TV CENTER,"Kalanki,","427229098510581299841257098,,"
Force Electronics,"Tinkune,","00977-1-4111630,,"
Gadgets and Gizmos,"Bhatbhateni,","00977-1-4411244,,"
Ganga Digital Electronics,"Thimi,","00977-1-663761566326159841212479,,"
Gautam Electric & Electronic Centre,"Chipledhunga,","533529551682,,"
GAURA ELECTRICALS AND GOODS SUPPLIERS,"Chabahil,","4479521,,"
Genuine Electronics,"Lagankhel,","00977-1-55258885530500,,"
Gurung Traders,"Mahendra Pool, P.O. Box: 149, Pkr,","521591525691,,"
Gurung Electronics,"Bansbari,","4372034,,"
GURAYA ELECTRONIC CONCERN,"Khichapokhari,","42239444226828,,"
Happy Home,"Boudha,","00977-1-4479192,,"
Happy Home,"Kamaladi,","00977-1-4266143,,"
Happy Home,"Maharajgunj,","00977-1-4650601,,"
Harati Mata Enterprises,"Mahaboudha,","00977-1-4219094,,"
Hari Electronics Service Center,"Minbhawan,","00977-1-2040283,,"
HARIYALI ELECTRONICALS,"Kailali,","9848421093,,"
Her Choice Pvt. Ltd.,"Satdobato,","00977-1-55259322222401,,"
Hi-Tech Electronics,"New Road,","00977-1-4251334,,"
Home Service Electronics,"Kaldhara,","00977-1-42585189841240437,,"
HOOVER ELECTRICAL AND ELECTRONICS CONCERN,"Lalitpur, Lalitpur","5527080,,"
