Name,Address,Telephone
NEW MADAN FURNISHERS PVT. LTD.,Lalitpur,"55232365520318,,"
NEW MAC D,"Kupandole, Lalitpur","50105275010532,,"
Nibble International,"Dillibazar,","00977-1-4430502,,"
Nibble International,"New Baneshwor, P.O. Box: 3673, Ktm,","00977-1-4782397,,"
NU-MODE FURNITURE PVT. LTD.,"New Baneshwor,","44827044106040,,"
Nuwok (P) Ltd.,"Kupondole, P.O. Box: 279, Ltp,","00977-1-5520013,,"
NUWOK PVT. LTD.,"Kupandole, Lalitpur","5520013,,"
PADMA SHREE PVT. LTD.,"Nagpokhari,","44119004435688,,"
Pashupati Saw Mill & Furniture Industry,"Maitighar, P.O. Box: 6249, Ktm,","00977-1-4226636,,"
P.B. FURNISHING,"Bagbazar,","42290174252388,,"
RATUAL ENTERPRISES,"Man Bhawan, Lalitpur","55269635528959,,"
Sarawagi Brothers,"Murli,","522042521336,,"
Saurabh International Concern,"Kalimati, P.O. Box: 8975 EPC 7101,","00977-1-42700714274650,,"
SCIENTIFIC AND TECHNICAL EQUIPMENT CO. PVT. LTD.,Lalitpur,"5520399,,"
Shree Padma Furniture Factory (P) Ltd.,"Gyaneshwor,","00977-1-441186544122824426929,,"
SHREE PADMA FURNITURE FACTORY PVT.LTD.,"Gyaneshwor,","44356884426929,,"
S. L. International Trade Concern,"Bijulibazar, P.O. Box: 389, Ktm,","00977-1-47815434783544,,"
SUNDAR FURNITURE IND. PVT. LTD.,"Kalimati,","42728794270730,,"
Sushant Steel Iron & Wooden Ind. Pvt. Ltd.,"Tinkune, P.O. Box: 8973 NPC 488,","00977-1-44682724246386,,"
Tripura Iron & Steel Industries,"Tahachal,","00977-1-42737654282862,,"
Triveni Plasto Polymers (P) Ltd.,"Adarsha Nagar,","522668522224,,"
UJHAN TRADERS,"Dillibazar,","44305234413169,,"
United Furniture,"Putalisadak,","00977-1-42284124227624,,"
WORLDWIDE TRADING CO. PVT. LTD.,"Lazimpat,","44125474415647,,"
Florid Furniture,"Mulpani,","00977-1-4153756,00977-9851060005,"
Helambu Furniture Industries (P) Ltd.,"Jorpati,","00977-1-4485647,00977-9851013978,"
Millan Brother's Saw Mill Pvt. Ltd.,"Gurjudhara,","00977-1-4310653,00977-9851048859,"
S.N Joshi and Sons Company Pvt. Ltd,"Laganlkhel,","+977-1-5004047+977-1-5523864,,"
Aakriti Interior Pvt. Ltd.,"Baneshwor,","00977-1-4462832,,"
A One Decor,"Dhobighat,","00977-1-5550371,,"
APALA D,"Surkhet Road,","5237489858023242,,"
Arto Furniture Pvt. Ltd.,"Pulchowk,","00977-1-5541805,,"
Best Interiors,"New Baneshwor, P.O. Box: 1949, Ktm,","00977-1-4782864,,"
Bhadrakali Metals (P) Ltd.,"Hattigauda, P.O. Box: 14395, Ktm,","00977-1-4376700,,"
BHADRAKALI METALS PVT. LTD.,"Hattigauda,","4376700,,"
Blue Line Concern,"Dillibazar,","00977-1-4421257,,"
B4U Enterprises,"Chabahil,","00977-1-21113539851038613,,"
CLASSIC INTERIOR,"Dhobighat, Lalitpur","5528549,,"
Decorative Furniture,"Kumaripati, P.O. Box: 8775, Ktm,","00977-1-5537711,,"
DEEP CURIO ARTS PVT. LTD.,"Mandikhatar,","9841265068,,"
Design Furniture Udyog,"Lagankhel, P.O. Box: 1419, Ktm,","00977-1-5538627,,"
Ego Decorator,"Dilli Bazar, P.O. Box: 8975 EPC 5346,","00977-1-200246598412621359851049377,,"
Fattaju Industries (P.) Ltd.,"Bagbazar, P.O. Box: 21828, Ktm,","00977-1-42583324246106,,"
FATTAJU INDUSTRIES PVT. LTD.,"Bagbazar,","424610642583329841525868,,"
FURNITURE MART,"Biratnagar,","537554,,"
GLOBUS ENTERPRISES,"New Baneshwor,","47823974782401,,"
Home Furnitures Pvt. Ltd.,"Tripureshwor,","00977-1-42546014262240,,"
Hyolmo Furniture and International Business,"Boudha,","00977-1-9803571506,,"
IRON TOUCH,"Sitapaila,","4275649,,"
Janaki Steel Industries,"Lekhnath Marg,","521931522742,,"
Jaya Furnitures,"Thapathali, P.O. Box: 1292, Ktm,","00977-1-4413169,,"
Kamal Steel Furniture,"Tersapatti,","521808521606,,"
Mainali Kastha Karyalayal,"Tangal, P.O. Box: 11836, Ktm,","00977-1-44131454427687,,"
Makesh Traders,"Thapathali,","00977-1-4245786,,"
MD Furniture,"Maharajgunj,","00977-1-47214842151832,,"
METRO RADIOLOGY AND IMAGIING PVT. LTD.,"Naxal,","4435200442380544354004413250,,"
NARAYANI FURNITURE CETER,"Narayangadh, Chitwan","5269159855055693,,"
New Pashupati Steel Furniture Udhyog,Bijuwar 6,"086-460099,,"
Pacific Furniture,"GPO: 19585, Ktm, New Baneshwor,","47818174780280,,"
PASHUPATI FURNITURE'S,"Bagbazar,","42455394246595,,"
Patan Iron & Steel Industries (P) Ltd.,"Patan Industrial Estate,","00977-1-55264165527617,,"
Patan Iron & Steel Industries Pvt. Ltd.,"Patan Industrial Estate,","55264165527722,,"
PATAN IRON AND STEEL INDUSTRIES PVT. LTD.,"Ind.State, Lalitpur","55264165527617,,"
Pradeep Furniture Industry,unknown,"00977-1-66308109851068465,,"
PRATIMA TRADE CONCERN PVT. LTD.,"Tripureshwor,","42164214254408,,"
Q' Interiors- The Design Company,"New Baneshwor, P.O. Box: 1238, Ktm,","00977-1-2043303,,"
RESUNGA KASTHA FURNITURE UDHYOG,"Surkhet Road,","5251069848098748,,"
Rich Interior (P.) Ltd.,"Putalisadak, P.O. Box: 8974 CPC 602,","00977-1-44210004417201,,"
R.S. ENTERPRISES PVT. LTD.,"Putalisadak,","44283574439121,,"
SAJAWAT FOAM HOUSE,"New Road,","5391619856028010,,"
Sarojini Furniture,"Dillibazar,","00977-1-44299809841459994,,"
SHARP GLOBAL MARKETERS,"Tripureshwor,","4249621,,"
SHURUCHI FURNISHERS,"Bagbazar,","4222886,,"
Square Packing Box,"Thamel,","00977-1-44135024420183,,"
S & R Traders,"Dillibazar,","00977-1-44254896611108,,"
Suman Fruniture Udyog,unknown,"023-580196,,"
The Goodwill Furniture,"Kopundole,","00977-1-5523697,,"
Touchwood Furniture,"Dillibazar, P.O. Box: 8350, Ktm,","00977-1-4422873,,"
TRENDZ DESIGN,"Ekantakuna, Lalitpur","55203605538549,,"
Tridevi Furnishers,"New Baneshwor, P.O. Box: 8973 NPC 651,","00977-1-44643439851059336,,"
Unique Furnishers,"Jawalakhel, P.O. Box: 57, Ltp,","00977-1-5548018,,"
Urban Design,"Anamnagar,","00977-1-4102684,,"
Venustas Decor,"Gwarko,","00977-1-5203200,,"
VENUSTAS D,"Gwarko, Lalitpur","52032009851118800,,"
VIJAY SHREE IMPEX,"Bhotebahal,","4255207,,"
Carpenter Hardware Center,"Gyaneshwor,","00977-1-44176844420202,,"
JOSHI FURNITURE,"Narayangadh, Chitwan","5201429845045845,,"
Smith & Fabricators,"Jawlakhel,","9813551085,9813734794,"
Sunny Furnishing Center,"Dillibazar,","00977-1-4428175,,"
KHOTANG FLOORING AND FURNISHING,"Bouddha,","0162239779851040485,,"
Sweet Home Furniture,"Ghantaghar,Birganj","unknown,98450248669855026126,"
FURNITECH CENTER,"Pulchowk, Lalitpur","5538879,,"
Homely Furniture Pvt. Ltd.,"Bhatbhateni,","00977-1-442817244281774426114,,"
Alternative Furniture,"Chabahil,","00977-1-4016011,,"
FURNITURE PLANET,"Minbhawan,","2103308,,"
Aaram Iron Furniture,"Old Baneshwor,","00977-1-44738524468996,,"
Aaysha Interiors (P.) Ltd.,"Haatigaunda,","00977-1-437785043787369851073628,,"
AAYSHA INTERIORS PVT. LTD.,"Hattigauda,","43778509851073454,,"
AYUSH FURNISHERS,"Hospital Line, Butwal/Bhairahawa","540812,,"
Bagmati Moulding Industries (P) Ltd.,"Adarsha Nagar,","521425,,"
BIGI IRON AND STEEL INDUSTRY,"Ind.State, Lalitpur","5525640,,"
Bindheshwori Furniture Industries (P) Ltd.,unknown,"520598523381,,"
DCBL BANK LIMITIED,"Kamaladi,","41686054168606,,"
DIBYA SAW MILL AND KASTHA UDHYOG,"Tinkune,","4474610,,"
GRIHA SHRINAGAR PVT. LTD.,"Jawalakhel, Lalitpur","5525377,,"
Kantipur Wrought Iron Furniture,"Hattigauda, P.O. Box: 8975 EPC 4180,","00977-1-4370168,,"
Kin Kraft (P) Ltd.,"Nakhu,","00977-1-5532743,,"
KUMBHESHWOR TECHNICAL SCHOOL,"Kumbeshwor, Lalitpur","55222715522692,,"
KUNAL FURNISHING,"Teku,","42217984221431,,"
MEGA FURNITUE MART,"Putalisadak,","4444437,,"
NEPAL WOOD AND ALLIED INDUSTRIES PVT. LTD.,"Shripur,","522040,,"
NUWUD INTERNATIONAL P.LTD.,"Mahabaudha,","42634054150143,,"
Podrej Steel Furniture,"Buddhanilkantha,","00977-1-4470818,,"
PRAMOD SCIENTIFIC TRADERS,"Thapathali,","4260674,,"
R. S. COLLECTION,"Thamel,","4264818,,"
Saurabh International Concern,"Murli,","521973521336,,"
SHRUTI FRUNISHERS,"Adarshnagar,","525946523964,,"
SIDDHI FURNISHING CENTER,"Lagankhel, Lalitpur","5524164,,"
STEEL WOOD,"Krishnagalli, Lalitpur","5522231,,"
STEEL WOOD PVT. LTD.,"Ind.State, Lalitpur","55222315524951,,"
SUDEEP TRADERS,"Chitwan,","5241069855055085,,"
SUPREME COMMERCIAL CONCERN,"Tripureshwor,","42163719851062485,,"
TOUCH WOOD TRADING COMPANY PVT. LTD.,"Tripureshwor,","4261174,,"
Triveni Plasto Polymers (P) Ltd.,"Indrachowk, P.O. Box: 772, Ktm,","00977-1-42240744248732,,"
TRIMUTRI METAL AND FURNITURE,"Surkhet,","522332,,"
TRIVENI PLASTO POLIMERS PVT.LTD.,"Putalisadak,","42240744248732,,"
Upreti Saw Mill & Yubak Furniture Udyog,"Baneshwor,","00977-1-44735434491456,,"
Vijaya Furniture,"Dillibazar, P.O. Box: 5018, Ktm,","00977-1-44114494411733,,"
Bal Gopal Furniture,"Sainbu,","00977-1-2123281,00977-9841218359,"
BHUWAN dai,"nayabazar,","00977-1-4212835,00977-9841012383,"
CLASSIC FIBERGLASS INDUSTRY,"Indrachowk,","42277094222731,,"
Gorakhanath Kastha Uthyog,unknown,"011-440462,9851050444,"
Nabin Kastha Udhyog,"Mahalaxmisthan,","00977-1-5538592,00977-9851098852,"
Shree Ganesh Grill and Rod Furniture Center,"Maligaun,","00977-1-2084143,00977-9841208028,"
Shree Surya Chandra Furniture Industry,"Naya Buspark,","011-661331662031,9851055055,"
AAFNAI FURNITURE UDHYOG,"Narayangadh, Chitwan","5313749845045984,,"
Adhunik Furniture Trade Center,"Hanumandas Road,","522419,,"
Amas Furniture Udyog,"New Baneshwor,","00977-1-4470830,,"
ANANDA FURNITURE,"Chhetrapati,","4252788,,"
Angu Kastha Udyog,unknown,"056-520386,,"
ANISH STORE,"Bagbazar,","4226699,,"
Anjana Adhunik Furnisher,"Rangeli Road,","525244,,"
ANJANA ADHUNIK FURNITURE,"Rangeli,","525244,,"
Annapurna Kastha Udhyog,"Bansbari,","00977-1-4372397,,"
Anuj Store,"Bagbazar,","00977-1-4226699,,"
A ONE INTERNATIONAL D,"Bagdole, Lalitpur","5001015,,"
A. P. Kastha Udygo,"Putali Bazar,","521383,,"
A.P. KASTHA UDYOG,"Putalibazar,","521363520359,,"
Apsara Furniture Udhyog,"Thankot,","00977-1-4312613,,"
ARIHANT MULTI-FABRICS LTD,"Sonapur,","540385,,"
Arjun Sharma Furniture,"Buddhanagar,","00977-1-4780731,,"
Arun Furniture,"Rangeli Road,","526523,,"
A. S. Furnishing,"Lagankhel,","00977-1-5531251,,"
Ashok Kastha Karyalaya,"Tersapatti,","520062,,"
ASHIM KASTHA UDYOG,"Bagar,","5380199856020856,,"
Ati Sunder Steel Furniture,"Narayangadh,","056-520800,,"
ATI SUNDER STEEL FUNITURE INDUSTRY,"Narayangadh, Chitwan","520800,,"
A. T. S. Furniture Industries Pvt. Ltd.,"Golfutar, P.O. Box: 8133, Ktm,","00977-1-43755589803056796,,"
A.T.S. FURNITURE INDUSTRIES PVT. LTD.,"Golfutar,","4375558,,"
Avinash Furniture Udyog,"Gaidakot, Gorkha","064-521620,,"
AVINASH FUNITURE UDYOG,"Gaidakot, Chitwan","521620,,"
Ayush Furnitures,"Hospital Lane, Bhairahawa","540812542666,,"
AZEE ENTERPRISES,"Dillibazar,","44267479841713511,,"
Baba Furniture Udyog,"Rangeli Road,","526607,,"
BABALUKO PASAL,"Narayangadh, Chitwan","533032,,"
Bagh Bachhala Furniture Enterprises,"Kalanki,","00977-1-9841317658,,"
BAGMATI FURNITURE HOUSE,"Kupandole, Lalitpur","55203789841642244,,"
Bajra Furniture Centre,"Kumaripati,","00977-1-55388505539385,,"
BAJARANGA ENTERPRISES,"Kalimati,","4274454,,"
BAJRA TRADERS,"Kumaripati, Lalitpur","5538850,,"
Balaju Sundar Kastha Udhyog,"Balaju,","00977-1-435085742833339851041250,,"
Bangalamukhi Enterprises,"Kalimati,","00977-1-42874009851035707,,"
BANKALI FURNITUTE UDHYOG,"New Baneshwor,","4482258,,"
BANGLAMUKHI FURNITURE UDYOG,"Old Baneshwor,","4419544,,"
Barahi Furniture,"Kumaripati,","00977-1-5538609,,"
BASANTA FURNITURE UDYOG,"New Buspark,","528426,,"
B&B Furniture,"Dillibazar,","00977-1-4424552,,"
B & B Suppliers,"Dillibazar, P.O. Box: 8975 EPC 5367,","00977-1-443446744245529851035214,,"
Bhadrakali Wrought Iron Furniture,"Hattigauda, P.O. Box: 14395, Ktm,","00977-1-43767004377520,,"
Bhagawati Furniture Udyog,unknown,"527559,,"
Bhakta Furniture Udhyog,"Kalimati,","00977-1-4275537,,"
Bhanu Furniture Udhoyg,"Malepatan,","521602,,"
Bharat Sanmaika House,"Dharan Road,","527442,,"
BHAIRAV IMPEX AND SUPPLIERS,"Narayan Path, Butwal/Bhairahawa","520717,,"
BHAWANISHERS FURNITURE AND FURNISHING,"Dillibazar,","4418916,,"
BHAIRAVNATH IRON INDUSTRY PVT. LTD.,"Ind.State, Lalitpur","5526910,,"
BHATBHATENI FURNITURE UDYOG,"Baluwatar,","4412835,,"
BHAILI FURNISHING CORNER,"Putalisadak,","4413051,,"
BHRIKUTI FURNITUR UDYOG,"Narayangadh, Chitwan","5017925215879845050245,,"
BHUVNESHWORY SAW MILL AND FURNITURE INDUSTRY,"Kanchanpur, Kanchanpur","521184521154,,"
Bibek Furniture Udhyog,"Pardi,","527900,,"
Bijay Iron Steel Furniture Industries,"Chabahil,","00977-1-4488309,,"
BIJUKCHHE TRADE CONCERN,"New Road,","5215105394149856026896,,"
Bikash Furniture Industry,"Tersapatti,","520715524982,,"
Bikash Steel Furniture Udhyog,"Tersapatti,","522280524982,,"
Bikram Furniture,"Soaltee Mode,","00977-1-42731054273468,,"
BIKASH KASTHA KARYALAYA,"Kamaladi,","4413649,,"
Binakali Furniture Udhyog,"New Baneshwor,","00977-1-4780258,,"
Bindhabasini Kastha Udhyog,"New Road,","528799521054,,"
BINAKALI FURNITURE UDYOG,"Buddhanagar,","47802589851087732,,"
BINDESHWORI FURNITURE UDHYOG PVT. LTD.,"Ind.State,","520598527838,,"
Bishal Kastha Karyalaya,"Patan Ind. Estate, P.O. Box: 8975 EPC 943,","00977-1-55224015548683,,"
Bishnu Woodwork Furniture,"Prithvi Chowk,","521938,,"
Bishwokarma Furniture Center,"Samakhushi,","00977-1-9851055387,,"
Biswa Wood Worker,"Tersapatti,","520158,,"
Biswokarma Wood Industries,"Jawalakhel, P.O. Box: 3882, Ktm,","00977-1-5537463,,"
Bishwokarma Wood Industries,"Satdobato,","00977-1-55374639841210879,,"
BISHAL IMPEX,"Jhapa,","540406,,"
BISHNU WOODWORK FUNITURE PVT. LTD.,"Prithibichowk,","521936,,"
BISHOW FURNITURES AND GENERAL SUPPLIERS,"Kalimati,","4278819,,"
BISHWO KARMA FURNITURE,"Nayabazar,","4359345,,"
BISHWAKARMA FURNISHING CENTER,"New Road,","5222809846023820,,"
BOMBAY DYEING,"Putalisadak,","4242046,,"
BOUDHANATH FURNITURE AND FURNISHING CENTER,"Bouddha,","44995789851037848,,"
B. S. Furniture Traders,"Samakhushi,","00977-1-43563509851054226,,"
BUILDING MATERIALS AND MANUFACTURING COMPANY,"Ind.State, Lalitpur","5522253,,"
Butwal Steel Furniture,"Ward 8, Bhairahawa","540529540657,,"
BWOSA FURNITURES,"Bagbazar,","4224306,,"
Century Furniture,"Maharajgunj, P.O. Box: 10196, Ktm,","00977-1-4413722,,"
CENTURY FURNITURE AND FURNISHING HOUSE,"Maharajgunj,","44137224414635,,"
CHANDRA GOPAL UMA SHANKER,"Narayangadh, Chitwan","520474521834,,"
CHANDRACHUN FURNISHING,"Bouddha,","44773129841211673,,"
CHANDAN STEEL FURNITURE,"Bhairahawa, Butwal/Bhairahawa","98470865039804407364,,"
CHANDIKA FURNITURE UDHYOG,"Mahadevsthan,","4473206,,"
CHAUDHARY FURNITURE UDYOG,"Praharitole, Butwal/Bhairahawa","5207335226809847038733,,"
Chetak Furniture,"Naxal,","00977-1-4416710,,"
Chitwan Kastha & Furniture Udyog,unknown,"520350,,"
CHITWAN KASTHA AND FURNITURE UDYOG,"Chitwan,","520350,,"
CHITWAN FURNISHURES,"Main Road, Chitwan","526883,,"
City Furnishing Center,"Teku, P.O. Box: 9622, Ktm,","00977-1-4254178,,"
CLASSIC DECOR AND SUPPLIER,"Bagbazar,","4227104,,"
Clean Wood Furniture,"Goshwara Road,","522561,,"
Cuckoos Furnitures,"Man Bhawan,","00977-1-5525377,,"
Dantakali Furniture,unknown,"523234,,"
DANTAKALI STEEL FRNITURE,"Putaliline,","523234,,"
DANFE METAL INDUSTRY,"Ind.State, Lalitpur","5525725,,"
DDHRUBA KASHTHA AND FURNITURE UDHYOG,"Jorpati,","4479718,,"
Decor Door & Wood Products,"Chhata, Pipara,","521376,,"
DECOR DOOR AND WOOD PRODUCTS,"Chatapipara,","521376,,"
DECORET HOME,"Kumaripati, Lalitpur","5537711,,"
DECOR DOORS AND WOOD PRODUCTS PVT. LTD.,"Khichapokhari,","4221412,,"
DECORATOR FURNITURE,"Bagbazar,","2003809,,"
Deep Laxmi Steel Furniture Industries,"Bagale Tole,","525695520884,,"
DEEPAK FURNITURE,"Maharajgunj,","4427053,,"
DELUX ENTERPRISES,"Maitighar,","4228082,,"
Deurali Furniture Industries,"Naya Bazar,","440857,,"
DEURALI FURNITURE UDYOG,"Prithibichowk,","520857,,"
Dhan Bahadur Bhattachan,"New Buspark,","520213440566,,"
Dharan Furnitures,"Kupondole,","00977-1-5520055,,"
Dharan Wood Works (P) Ltd.,"Bakhari,","522828,,"
DHARAN FURNITURE,Lalitpur,"5520055,,"
DHARAN WOOD WORKS,"Bhakari,","522828,,"
Diamond Wood Carving Furniture Show Room,"Manbhavan,","00977-1-5522636,,"
DIAMOND STEEL FURNITURE IND.,"Gyaneshwor,","4411104,,"
DIAMOND WOOD CARVING FURNITURE,"Man Bhawan,","55226362113338,,"
