Name,Address,Telephone
Bombay Dyeing Thanvi And Sons,"Ramshah Path, P.O. Box: 867, Ktm,","00977-1-4242046,,"
Central Departmental Store,"Khichapokhari, P.O. Box: 6234, Ktm,","00977-1-42235954223343,,"
Charms Fashion Wear,"The Kathmandu Mall,","00977-1-4220500,,"
Commercial Global,"GPO: 2851, Ktm, New Road,","42249714243458,,"
Concept Developers (Kathmandu Plaza),"Kamaladi, P.O. Box: 11128, Ktm,","00977-1-42261294242951,,"
Dilli Bazar Supermarket,"Dilli Bazar, P.O. Box: 11638, Ktm,","00977-1-44101154435795,,"
District Marketing Centre,"Ratna Nagar,","560790,,"
Dot Fashionwear Pvt. Ltd.,"Khichapokhari, P.O. Box: 21271, Ktm,","00977-1-42275454150056,,"
Dot Fashion Wear Pvt. Ltd.,"GPO: 21271, Ktm, Khichapokhari,","4227545,,"
Everest Clothing,"Thamel, P.O. Box: 3642, Ktm,","00977-1-44167374421073,,"
Gaurav Enterprises,"Indrachowk, P.O. Box: 8959, Ktm,","00977-1-4220271,,"
Gemini Grocer,"Boudha,","00977-1-447137044863934492450,,"
Goshali House,"P.O. Box: 16, Pkr,","520588525588,,"
G. Q. Collection,"New Road, P.O. Box: 378, Ktm,","00977-1-4262237,,"
Green Grocery,"Jayabageshwori, P.O. Box: 837, Ktm,","00977-1-44710734481083,,"
Grihani Departmental Store,unknown,"00977-1-4415186,,"
Grihini Departmental Store,"Baluwatar,","00977-1-44151864425385,,"
Jawalakhel Foods & Cosmetic,"Jawalakhel,","00977-1-5548667,,"
JHI Enterprises,"R. B. Complex, P.O. Box: 3822, Ktm,","00977-1-4256488 Ext. 525,,"
Kathmandu Plaza,"GPO: 11128, Ktm, Kamaladi,","422612942261694253140,,"
KL Concern,"Makhan Tole, P.O. Box: 3081, Ktm,","00977-1-4220405,,"
K. N. Trading Pvt. Ltd.,"Kantipath, P.O. Box: 21278, Ktm,","00977-1-4229352,,"
K.N. TRADING PVT. LTD. KOREAN PRODUCT SHOP,"Kantipath,","42293524249422,,"
Korean Shop,"Kantipath, P.O. Box: 1321, Ktm,","00977-1-42293524249422,,"
Kriti International Co. Pvt. Ltd.,"Alakhiya Road,","521089,,"
Lalitpur Bishal Bazar Multiplex Co. Ltd.,"Kamal Pokhari, P.O. Box: 19561, Ktm,","00977-1-4442063,,"
Lotus Family Mart,"Bagbazar, P.O. Box: 3466, Ktm,","00977-1-42263319851042254,,"
Lotus INC Pvt. Ltd.,"GPO: 8975 EPC 1029, Mangal Bazar,","55478654228944,,"
Mani Tara Shopping Centre,"Kantipath,","00977-1-42530084256165,,"
Maya Bazar,"Jorpati,","00977-1-49119274492386,,"
Mero Bazar Department Store,"Ranibari, P.O. Box: 19329, Ktm,","00977-1-2022222,,"
Metro Mall Pvt. Ltd.,"Soaltee Hotel,","00977-1-4275515,,"
Mini Mart,"Jyatha, P.O. Box: 7123, Ktm,","00977-1-42513304256429,,"
NAYA BANESHWOR DEPARTMENT STORE PVT. LTD.,"New Baneshwor,","47829314782937,,"
Nepa Store (P) Ltd.,"Putalisadak, P.O. Box: 22, Ktm,","00977-1-441109944114004270669,,"
Nepal Churchil Shopping (G. L. House),"Tripureshwor, P.O. Box: 5939, Ktm,","00977-1-42220504227389,,"
New Time Styles,"Indra Chowk, P.O. Box: 2466, Ktm,","00977-1-4254379,,"
New Tuladhar Emporium,"Sukrapath, P.O. Box: 198, Ktm,","00977-1-4223535,,"
Nicci Enterprises,"Suraj Arcade,","00977-1-42474339851052402,,"
OM SAI FASHION,"Baneshwor,","4473505,,"
PARK N,"Khichapokhari,","4220498,,"
Peanuts,"New Road,","00977-1-42219294246148,,"
Pradeep Emporium,"Bishal Bazar Shop No. 132 'I',","00977-1-42219724222042,,"
Radha Bhawan,"Tripureshwor, P.O. Box: 449, Ktm,","00977-1-42609354260729,,"
Sadabahar Trading,"Khichapokhari, P.O. Box: 2763, Ktm,","00977-1-4219532,,"
Sales Mart,"Thamel, P.O. Box: 6517, Ktm,","00977-1-4250262 Ext. 41,,"
Samsonite Nepal,"Durbar Marg, P.O. Box: 9521, Ktm,","00977-1-4480995,,"
Shrestha Shopping Centre,"Gongabu,","00977-1-436292898412292469851048159,,"
Sincere Market Departmental Store,"Kumaripati,","00977-1-55334635533468,,"
The Excel,"Kamaladi, P.O. Box: 10085, Ktm,","00977-1-4419523,,"
TT Centre,"Bishal Bazar, P.O. Box: 1387, Ktm,","00977-1-4224210,,"
Unifair,"Khichapokhari, P.O. Box: 7930, Ktm,","00977-1-4267529,,"
Budhanilkantha Department Store,"Chapali,","00977-1-2296781,00977-9841448762,"
Lawson Store,"Gairidhara, P.O. Box: 754, Ktm,","00977-1-442947262138094352509,00977-9851018013,"
Peanuts Pvt. Ltd.,"New Road,","42219294246148,,"
A.B.C. Trade Link Pvt. Ltd.,"Maharajgunj,","00977-1-2072498,,"
About You,"Super Market,","00977-1-4227369,,"
Active Extra Ordinary Choice,"Ranjana Galli,","00977-1-42589379851053126,,"
Active Girls,"Pashupati Plaza,","00977-1-4238122,,"
Attsh,"Tripureswor,","00977-1-4117000,,"
Baseman,"New Road,","00977-1-4242197,,"
Bhotahity Readymade Center,"Bhotahity,","00977-1-4218035,,"
Big C Shopping Center,"Gaushala,","00977-1-44830514468045,,"
Binayek Supermarket,"Chipledhunga,","520149525248521692,,"
BINAYEK SUPERMART,"Chipledhunga,","520149525248521692,,"
Black and White,"Super Market, Shop# 358,","00977-1-4240999,,"
Bluebird Department Store,"Lazimpath (Branch), P.O. Box: 983, Ktm,","00977-1-4415181,,"
Chabahil Central Complex (P) Ltd.,"Chabahil,","00977-1-4478941,,"
CHABAHIL CENTRAL COMPLEX PVT. LTD.,"Chabahil,","4478941,,"
Classicool,"New Road,","42653159851039571,,"
Click Style Shop,"Durbar Marg,","00977-1-4233047,,"
Country Mart Department Store,"Teenpani, P.O. Box: 86, Btr,","522529,,"
Cuddles,"Durbar Marg,","00977-1-4227316,,"
Daily-Needs Departmental Stores,"Maitri Path,","520214520293524214,,"
Dexo House Pvt. Ltd.,"Thamel,","00977-1-44118009841349195,,"
E-Z Mart,"Thamel,","00977-1-470007847003164700080,,"
Famous Complex,"Pulchowk,","00977-1-5520638,,"
Fashion Plus,"Kathmandu Mall,","00977-1-41501504150151,,"
Fashionware,"Suraj Arcade, P.O. Box: 6302, Ktm,","00977-1-42241874224304,,"
Four 2 Four Fashion Wear,"Sundhara, P.O. Box: 19792, Ktm,","00977-1-2011597,,"
Golphutar Shopping Center,"Golphutar, P.O. Box: 19867, Ktm,","00977-1-4374687,,"
Gorakha Department Store,"Dharan Road,","5802645831219852621001,,"
Gossip,"Super Market,","00977-1-4242260,,"
Grand Stores,"Bishal Bazar,","00977-1-4222010,,"
Gupta Enterprises,"Loharpatti,","522391,,"
Indian Terrain,"Kamaladi,","00977-1-4446001,,"
I See It First,"Sherpa Mall,","00977-1-4215220,,"
Jeanswest,"Super Market,","00977-1-42280144269204,,"
Joop! Pvt. Ltd.,"New Road,","00977-1-4249106,,"
Kids World Fashion,"Tripureshwor,","00977-1-4117125,,"
Kumari Departmental Store,"Bansbari,","4372938,,"
Lamboria,"Suraj Arcade,","00977-1-4243293,,"
LIFESTYLE ENTERPRISES,"Durbarmarg,","4246796,,"
Namaste Pokhara Department Store,unknown,"5362505314389856020094,,"
Namaste Supermarket,"Maharajgunj (Branch), P.O. Box: 3136, Ktm,","00977-1-47203894721712,,"
Namaste Supermarket,"Pulchowk, P.O. Box: 3136, Ltp,","00977-1-55250175525018,,"
New Pinch (New Fashion Outlet),"Bhanu Chowk,","522852,,"
Oasis,"Bishal Bazar,","00977-1-42282644222131,,"
OG Fashion Wear,"Dharmapath,","00977-1-4225026,,"
Option's,"R.B. Complex,","00977-1-4267593,,"
Paradise,"Suraj Arcade B-4,","00977-1-42443014259427,,"
Park 'n' Shop The Super Market,"Lakeside,","532060,,"
Pratee Export & Import House,"Ranjana Galli,","00977-1-42675234266320,,"
Ram Emporium,"Janaki Chowk,","520683,,"
Ranjana Trade Centre,"New Road,","00977-1-424909142432244240823,,"
RANAMUKTESHWOR BUSINESS COMPLEX PVT. LTD.,"Pako, New Road,","42205034221410,,"
Ridhi Shidhi Shopping Center,"New Road,","00977-1-4257756,,"
Rishi Store,"Bishal Bazar,","00977-1-4222112,,"
Safeways Supermarket,"Lakeside,","523264527464,,"
Sanjay Traders,"Main Road,","526986,,"
Saugaat Super Market,"Satdobato,","00977-1-5546863,,"
Selection,"Bishal Bazar,","00977-1-4222112,,"
Shiv Traders,"Indrachowk,","00977-1-4227340,,"
Shiva & Unity,"New Baneshwor,","00977-1-47814209841284192,,"
Shree Climax,"Super Market,","00977-1-4228368,,"
Shree Readymade Store,"Super Market,","00977-1-42281704224571,,"
Silver the Fashion Trend,"Tripureshwor,","00977-1-9841415400,,"
S. S. Enterprises,"New Road, P.O. Box: 3329, Ktm,","00977-1-42383379851050054,,"
Store One,"Durbarmarg,","00977-1-42235554223777,,"
Stylo,"Bishal Bazar,","00977-1-4242194,,"
Suman International,"Khichapokhari,","00977-1-4224307,,"
The Blossom,"Khichapokhari,","00977-1-4255542,,"
The Green Grocery,"Jaya Bageshwori,","00977-1-44710734481083,,"
Together Casual Wear,"GPO: 2129, Ktm, New Road,","42492604260343,,"
Trustmark,"Bishal Bazar,","00977-1-4240999,,"
U.F.O.,"Pashupati Plaza, P.O. Box: 8631, Ktm,","00977-1-4225985,,"
Unique Collection,"Ason, P.O. Box: 13432, Ktm,","00977-1-4219010,,"
Unity Life Department Store,"Jawalakhel,","00977-1-5536735,,"
Utsav Grocer,"Lazimpat, P.O. Box: 5947, Ktm,","00977-1-4428745,,"
We Jeans City,"Pashupati Plaza,","00977-1-4230741,,"
Welcome Shopping Centre,"Kalanki, P.O. Box: 12438, Ktm,","00977-1-4276086,,"
XCELLENT COLLECTIONS,"Share Market,","4259105,,"
Yaman Cloth Store,"Mid Baneshwor,","00977-1-9841734799,,"
Yes Fashion,"Tripureshwor,","00977-1-426219841171189841201538,,"
Nibha Family Store,"Sanepa,","00977-1-5548444,,"
Concept Developers Pvt. Ltd,"Kathmandu Plaza Y Block, Hattisar Rd,","+977-1-4168586,,"
Mark Clothing,"New Road, P.O. Box: 8974 CPC 393,","00977-1-4247691,,"
Sankata Co-op Shop,"Yangal,","00977-1-42511034251180,,"
The Puma Store,"Durbarmarg,","00977-1-4230385,,"
BASANTAPUR MULYA AEK,"Basantapur,","4224218,,"
MOLYA EK FAMILY,"Basantapur,","4230104,,"
SURAJ ARCADE,"Makhan Tole,","unknown,+977-1-4240767,"
Abis Collection,"Bhotihity,","00977-1-4223481,,"
Ayush Impex,"Super Market, P.O. Box: 2594, Ktm,","00977-1-4228172,,"
BEST SHOPPING CENTRE PVT. LTD.,"Thamel,","4410986,,"
Bhat Bhateni Supermarket & Departmental Store,"Bhat Bhateni, P.O. Box: 320, Ktm,","00977-1-44191814420240,,"
BHIRAB STORE,"Makhan,","4229125,,"
Binayak Fresh House,"Chipledhunga,","520149521692525248,,"
Central The Supermarket,"Khichapokhari,","00977-1-42220284223987,,"
CLASSIC CASAL PVT. LTD.,"Kathmandu,","4481126,,"
Deurali Enterprises,"Khichapokhari,","00977-1-42251464252153,,"
Family Mart,"Mahendra Pool,","530591534409,,"
Fear Deal,"Churchill Complex,","00977-1-4246355,,"
Fresh House,"Dharma Path,","00977-1-42208244242585,,"
Gemini Grocer,"Jawalakhel,","00977-1-55241775526300,,"
GEMINI SUPER MARKET,"Bouddha,","44713705524177,,"
Grace,"Durbarmarg,","00977-1-4269966,,"
GYANI SHOPPING CENTER,"Sangampath, Butwal/Bhairahawa","540739,,"
Intersales,"New Road, P.O. Box: 715, Ktm,","00977-1-4226035,,"
Jayshree Fancy Store,"Ganbahal,","00977-1-42640444253718,,"
Kids' Club,"Bishal Bazar,","00977-1-4228076,,"
La Dynasty,"New Road,","4240340,,"
LITTLE HOME,"Khichapokhari,","4243513,,"
Naba Durga Departmental Store,"New Baneshwor,","00977-1-44694824469483,,"
Nav Enterprises,"GPO: 11638, Ktm, Shukrapath,","4220175,,"
New Baneshwor Department Store,"New Baneshwor,","00977-1-47829314782937,,"
New Family Department Store,unknown,"00977-1-4377367,,"
Omit Super Market,"Chiple Dhunga,","521679440054,,"
Park 'n' Shop,"Khichapokhari,","00977-1-4220498,,"
Safeways Traders,"Lakeside,","523264,,"
Saket Complex,"Tripureshwor,","00977-1-42516784260677,,"
Satkar Readymade Center,"Tebahal,","00977-1-422580742444064222768,,"
SHRESTHA SHOPPING CENTER,"Gongabu,","43629289841229246,,"
S. N. P. Enterprises,"New Road, P.O. Box: 21689, Ktm,","00977-1-4250156,,"
Tamrakar House,"New Road,","00977-1-42598074259907,,"
The Eighteen Shop,"Durbarmarg,","00977-1-42407614231994,,"
VISHAL COLLECTION,"Khichapokhari,","4228023,,"
Welcome Shopping Arcade,"Boudha,","00977-1-4471374,,"
Colosseum,unknown,"00977-1-9851114406,00977-9851110375,"
Dash Fashion,"Khichapokhari,","00977-1-42305566,00977-9841915690,"
Global TV Product Shop,"Putalisadak,","00977-1-4242061,00977-9851014602,"
HERITAGE PLAZA -II,"Kamaladi,","4240159,,"
I P Stores,"Shantinagar-34,","00977-1-9841277296,00977-9849089729,"
Purbeli Store,"Imadol,","00977-1-2004944,00977-9841425952,"
Reba's Collection,"Kupondol,","00977-1-9851090613,00977-9808268819,"
Sasto Bazar Aphno Bazar,"New Baneshwor,","00977-1-4467013,,"
The Atmosphere Outfit,"New Road,","00977-1-9803952101,00977-9841390522,"
The Puma Store,"Kamalpokhari,","00977-1-4011818,00977-9803008928,"
Aakanchha,"Super Market,","00977-1-4228360,,"
Aarati Shopping,unknown,"530720530353Ext. 247,,"
AAYUS IMPEX,"Khichapokhari,","4228172,,"
A.C. COMPLEX,"Chabahil,","4466296,,"
Adakari Stores,"Bhamkalipatan,","5523757,,"
Adarsh Store,"Mahabir Road,","522390,,"
Adarsha Shopping Centre,"Rani Talau,","520568,,"
Adidas,"Durbar Marg,","00977-1-4241802,,"
Again,"Bishal Bazar,","00977-1-4226831,,"
Agan,"Kathmandu Mall,","00977-1-41500959841333095,,"
Agarwal Kapara Pasal,"Indrachowk,","00977-1-4226014,,"
Ajay Impex,"Main Road,","522364,,"
Ajay Impex,"Tribhuwan Chowk,","521257,,"
Akash Enterprises,"Adarsha Nagar,","521031,,"
A.K. TRADERS,"Main Road,","525010,,"
Akuj Super Market,"Gairidhara, P.O. Box: 1593, Ktm,","00977-1-44204004418756,,"
Alka Stores,"Alakhiya Road,","521552,,"
Amar Fancy Store,"Adarsha Nagar,","522496,,"
Amarlal Intex,"New Road,","00977-1-4222103,,"
Amatya & Sons,"Maisthan,","522084,,"
AMAR FANCY STORES,"Bhairav Tole,","520165,,"
AMAR LAL IMPEX,"Bishalbazar,","4222103,,"
AMATYA AND SONS,"Maisthan,","522084,,"
Amber,"Khichapokhari, P.O. Box: 62, Ktm,","00977-1-4221073,,"
Amrit Store,"Dharan Road,","522440,,"
A. N. F.,"Kumaripati,","00977-1-5533585,,"
A. N. F.,"Mahapal,","00977-1-5537588,,"
A.N.F.,"Kumaripati,","00977-1-55335855527699,,"
A.N.F.,"Khichapokhari,","00977-1-4157547,,"
Angel Blue,"Putalisadak,","00977-1-4230139,,"
Angel Face Fashion,"Ranjana Galli,","00977-1-4263868,,"
Angel Fashion,"New Road,","00977-1-4263868,,"
Angel's World,"R. B. Complex,","00977-1-4263288 Ext. 250,,"
Anil Sunil Enterprises,"Dharan Road,","520480,,"
Anish Emporium,"Mahendrapool,","530404,,"
Anjani Concern,"Super Market,","00977-1-4228451,,"
Ankit Store,"Bishal Bazar,","00977-1-4227991,,"
Annapurna Enterprises,"Adarsha Nagar,","522148,,"
Annapurna Shopping Centre,"Nayabazar,","00977-1-4358101,,"
Annapurna Shopping Emporium,"Bhotahity,","00977-1-4249942,,"
Annapurna Super Market (P) Ltd.,unknown,"530720530353530830,,"
Anu Emporium,"Main Road,","527329,,"
Anu Fancy Store,"Adarsha Nagar,","522168,,"
A-ONE BUSINESS COMPLEX,"Thamel,","4411506,,"
Arshiya's Apparel,"Putalisadak,","00977-1-4440316,,"
Arshiya's Apparel,"Tripureshwor,","00977-1-4117042,,"
Arun Emporium,"Mahabir Road,","522473,,"
ARUN DAYA TRADERS,"Main Road, Chitwan","521183,,"
Ashadeep,"Bishal Bazar,","00977-1-4242197,,"
Ashish General Stores,"Ranighat,","526442,,"
Ashish Shopping Center,"Teku,","00977-1-4269739,,"
Ashish Shopping Center,"Prithvi Chowk,","527961,,"
Ashmi International,"Fasikeba,","00977-1-42659599851041614,,"
Ashok Fancy Stores,"Main Road,","522483,,"
Ask Me Shopping Center,"Kupondole,","2030303,,"
Asna International Marketing,"Churchill Complex,","00977-1-4245100,,"
As You Like It Departmental Store,"Lakeside,","522684523084,,"
A To Z Gallery,"Dharan Road,","522224,,"
Attitude,"Kathmandu Mall,","00977-1-4150116,,"
Attraction Fancy Store,"Bishal Bazar,","522329,,"
Babu Impex,"Main Road,","526233,,"
BAHU RANI,"Khichapokhari,","4228202,,"
Bajeko Pasal,"Sahid Maidan,","522612,,"
Bajrang Kirana Store,"Narayangadh,","056-521221,,"
Balaji Stores,unknown,"520648,,"
Balance,"Tripureshwor,","00977-1-42845019841227031,,"
BALAJU SHOPPING CENTER,"Balaju,","4355426,,"
Banerjee & Brothers,"Main Road,","522094,,"
BANERJEE AND SONS,"Main Road,","522094,,"
Basundhara Mart,"Basundhara,","00977-1-4356680,,"
BASNET FANCY,"Main Road,","580403,,"
2 B Cute,"Khichapokhari,","00977-1-4220751,,"
Belleza Kloths,"Durbarmarg,","00977-1-2291921,,"
BENETTON,unknown,"4221454,,"
Best Shopping Center P. Ltd.,"Thamel,","00977-1-4410986,,"
B 5 Fancy,unknown,"530720530353Ext. 245,,"
Bhairab Traders,"Guchha Tole,","00977-1-4243306,,"
Bhangar Brothers,"Adarsha Nagar,","522355,,"
Bhat Bhateni Supermarket & Departmental Store(Branch),"Maharajgunj,","00977-1-465073046507314650732,,"
Bids Grocery,"Churchil Complex,","00977-1-4216054,,"
Big House Shopping Center,"Khichapokhari,","00977-1-4216562,,"
Big Shopping Centre,"Battisputali,","00977-1-4483051,,"
Bijaya Emporium,unknown,"523586,,"
Bijayadeep International,"Main Road,","522856,,"
BIJAY EMPORIUM,"Sanihat,","523586,,"
Bikash Emporium,"Main Road,","527340,,"
Binod Fancy Stores,"Janaki Chowk,","520319,,"
BINDYASHWORI PLAZA,"New Road,","521044538866,,"
BINDESWORI STORES,"Mahendra Pool,","520554,,"
Birat Fancy Bastralaya,"Main Road,","521119,,"
BIRENDRA INTERNATIONAL CONVENTION CENTRE COMPLEX,"New Baneshwor,","44685894468643,,"
BIRA COMPLEX,"New Road,","4224223,,"
BIRAT FRANCY BASTRALAYA,"Main Road,","522960,,"
Bishal Bazar Co. Ltd.,"Bishal Bazar, P.O. Box: 4565, Ktm,","00977-1-42224234242185,,"
Bishal Collection,"New Road,","00977-1-4242091,,"
Biswanath Sharma & Sons,"Adarsha Nagar,","522675,,"
BIZZARRE,"New Road,","42192714263288,,"
B. K. Enterprises,"Adarsha Nagar,","521547,,"
B.K.ENTERPRISES,"Adarshnagar,","521547,,"
Bluebird Mall,"Tripureshwor,","00977-1-4245726,,"
B. N. Kedia & Sons,"Adarsha Nagar,","521251,,"
B.N.KEDIAAND SONS,"Adarshnagar,","521251,,"
Bossini,"Durbar marg,","00977-1-4246796,,"
Bossini,"Bluebird Mall,","4228833,,"
Bottoms Up,"Bishal Bazar,","00977-1-42280434221963,,"
Boutique Lady Fashion,"Durbar Marg,","00977-1-4269966,,"
B. P. Impex,"Adarsha Nagar,","521668,,"
B.P.IMPEX,"Adarshnagar,","521668,,"
Brij Mohan Mashewori,"Main Road,","522774,,"
Buddha Bishal Bazar,"Mahendrapool,","520630,,"
Casual Comfort,"Pashupati Plaza,","00977-1-4230438,,"
21 Century,"Bishal Bazar,","00977-1-4242265,,"
Center Mart Department Store,"Thamel, P.O. Box: 5234, Ktm,","00977-1-470098547012864700666,,"
Center Mart Supermarket,"Thamel,","00977-1-47012864700985,,"
Cephal Readymade Centre,"Mahapal,","00977-1-5533870,,"
Chahana Fancy Shop,"Maharajgunj,","00977-1-4377300,,"
Chandra Laxmi Fancy Stores,"Bank Road, Bhairahawa","520196,,"
CHANDRA LAXMI FANCY STORE,"Bank Road, Butwal/Bhairahawa","520196,,"
Cheap Best Family Shopping Center,"Gongabu,","00977-1-20821319841211700,,"
Chyaps Collection,"R. B. Complex,","00977-1-4263288,,"
City Center,"Chipledhunga,","977-61-537075,,"
City Look,"Khichapokhari,","00977-1-4252524,,"
CITY MARKET PVT. LTD.,"Purano Bus Park,","4247373,,"
CITY FASHION,"Khichapokhari,","4231294,,"
Classic Casual Wear,"Exhibition Road,","00977-1-200225042569689851020185,,"
Converse,"Kathmandu Mall,","00977-1-4150134,,"
Converse,"Bishal Bazar,","00977-1-4242265,,"
Converse,"Pashupati Plaza,","00977-1-4224220,,"
Converse,"Ranjana Galli,","00977-1-4221103,,"
Converse,"Pyukha,","00977-1-4268000,,"
Converse,"Durbar Marg,","00977-1-4226969,,"
Country Mart,"Main Road,","526283,,"
Crazy Wear,"R. B. Complex,","00977-1-4426288 Ext. 401,,"
Decent Wear,"Mahapal,","00977-1-5544361,,"
Deependra Emporium,"Station Road,","520273,,"
Deepak Agrawal Rudrachaya,"Super Market,","4221870,,"
Desire,"Super Market,","00977-1-4228173,,"
Destination A Fashion Paradise of New Era,"Bishal Bazar,","00977-1-4228039,,"
Dexo House The Supermarket,"Thamel,","44235264411800,,"
Dhanawat Fancy Bastralaya,"Bazar Adda,","522856,,"
Dhanendra Emporium,"Bhanu Chowk,","520085,,"
Dibya Jyoti Fancy Stores,"Bank Road, Bhairahawa","520711,,"
Diksha's Fabric House,"Bishal Bazar,","00977-1-4228201,,"
Diki Choki,"Super Market,","4242179,,"
Dimple Enterprises,"Suraj Arcade, P.O. Box: 880, Ktm,","00977-1-42227814240132,,"
Dinesh Fancy Stores,"Bank Road, Bhairahawa","520685,,"
Dinesh Store,unknown,"520293,,"
Dinghy's Home,unknown,"530720530353Ext. 227,,"
Dirty Fashion,"Bishal Bazar,","00977-1-4228012,,"
Diya Collection,"Chabahil,","00977-1-2074747,,"
Dolphin Department Store (P.) Ltd.,"Bhanu Chowk,","527293,,"
Dot Fashionwear Pvt. Ltd.,"People's Plaza,","00977-1-4157544,,"
Dot Fashionwear Pvt. Ltd.,"Kathmandu Mall,","00977-1-4150056,,"
Dot Fashionwear Pvt. Ltd.,"Kamalpokhari,","00977-1-40115604011561,,"
Down Town Grocery Stores,"Baidam,","520913,,"
Duh! Department Store,"Lazimpat,","00977-1-4411069,,"
Durga Centre (Perfumes & Cosmetics),"Suraj Arcade Shop#12,","00977-1-4221731,,"
Durga Enterprises,"Adarsha Nagar,","521467,,"
Easy Elegance,"Bishal Bazar,","00977-1-42268509851041638,,"
Easy Home Centre,"Chabahil,","00977-1-4495741,,"
Easy The Fashion Collection,"Kumaripati,","00977-1-5554744,,"
Energie-X-perience,"Kumaripati,","00977-1-5538516,,"
Etc Readymade,"Mahapal,","00977-1-5547865,,"
Ever Green Fashion,"Kathmandu Mall,","00977-1-9841267018,,"
Ever N' Green Collection,"R. B. Complex, P.O. Box: 10237, Ktm,","00977-1-4263284 Ext. 328,,"
Everest Readymade,"New Baneshwor,","00977-1-4785030,,"
Evergreen Fashion Wear,"Putalisadak,","00977-1-4228944,,"
Exclusive Kurta Salwar Collection,"Kathmandu Mall,","00977-1-4150079,,"
Express Shopping Centre,"Mahendra Pool,","520047,,"
Fabulous,"Tripureshwor,","00977-1-4117299,,"
Fabulous,"Kathmandu Mall,","00977-1-4150105,,"
Faith 'N' Fair,"Kathmandu Mall,","00977-1-41500229851017908,,"
Family Store,"Naxal,","00977-1-4428615,,"
Family Shopping Center,"Maharajgunj,","4426362,,"
Fancy House,"Main Road,","520425,,"
Fancy Kapida Pasal,"Mahendra Pool,","520108,,"
Farit Emporium,"Tribhuwan Chowk,","520491,,"
1969 Fashion,"New Road,","00977-1-4224220,,"
Fashion 9 AM,"Kingsway,","00977-1-4231881,,"
Fashion Accents,"Putalisadak,","00977-1-4269160,,"
Fashion Bug,"Kathmandu Mall,","00977-1-4150078,,"
